seed	cohort	lineage_id	scenario_id	passage_id	chromosome_number	endpoint_state	reseeded_state	reseed_mode	boundary_scale
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	80	144.092520371798	13.0215612159712	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	81	32.6548851748419	2.9510038772834	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	82	265.032595578233	23.950848792462	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	83	57.6839421022153	5.21286588175709	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	84	435.765495514474	39.3798863466915	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	85	91.1527710130892	8.23742540341223	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	86	640.528693733466	57.8842230985698	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	87	128.909899952846	11.6495162222816	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	88	841.767446979609	76.0700577113513	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	89	163.217510941589	14.749876015496	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	90	989.126042894424	89.386772364223	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	91	185.075908657525	16.7252073040783	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	92	1039.35006441994	93.9254893574385	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	93	187.999126802067	16.9893769078757	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	94	976.736497569713	88.267136018995	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	95	171.116100510398	15.4636671777623	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	96	821.041950669572	74.1971060950136	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	97	139.58899398552	12.6145800321085	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	98	617.456703414754	55.7992201189967	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	99	102.076516701899	9.2245982478285	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	100	415.524472901355	37.5507163498693	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	101	66.9267418420333	6.04813257227268	downsample_to_observed_inoculum	0.0903694458419631
