segment_id	parent_segment_id	cohort	lineage_id	lineage_group	lineage_label	scenario_id	lineage_terminal_key	passage_index	lineage_passage_index	oxygen_pct	duration_days	passage_duration	endpoint_day	initial_cells	final_cells	selected_day	closest_day_diagnostic	closest_live_cells_diagnostic	target_live_cells	passage_id	predicted_initial_cells	predicted_final_cells	observed_initial_cells	observed_final_cells	predicted_live_cells	passage_recorded	reseed_mode	available_cells	required_cells	supply_ratio	boundary_scale	cell_number_before	cell_number_after	predicted_growth	predicted_growth_rate	predicted_mean_kary_N	observed_growth	observed_mean_kary_N	observed_n_kary	observed_n_flow	cumulative_time	loglik
4N-O1-A21	4N-O1-A20	4N	O1	deprived	O1	4N-O1	4N-O1-A22	21	21	0	5	5	5	607115	7502229	5	5	788243.182167795	7502229	SUM-159_NLS_4N_O1_A21_seed	607115	788243.182167795	607115	7502229	788243.182167795	TRUE	downsample_to_observed_inoculum	788243.182167795	618254	1.27495039606342	0.784344240440751	788243.182167795	618254	0.0522176839205869	0.0522176839205869	81.6503852921868	0.484315596857106	NA	0	0	120	-0.581602708478765
4N-O1-A22	4N-O1-A21	4N	O1	deprived	O1	4N-O1	4N-O1-A22	22	22	0	5	5	5	618254	7237475	5	5	802524.225530531	7237475	SUM-159_NLS_4N_O1_A22_seed	618254	802524.225530531	618254	7237475	802524.225530531	TRUE	terminal_no_reseed	802524.225530531	NA	NA	1	802524.225530531	802524.225530531	0.0521725331740559	0.0521725331740559	81.5503761590295	0.471867487676023	NA	0	200	125	-0.555623148150981
4N-O2-A1	NA	4N	O2	deprived	O2	4N-O2	4N-O2-A22	1	1	2	3	3	3	1201324	4830305	3	2	4995624.38230919	4830305	SUM-159_NLS_4N_O2_A1_seed	1201324	10187198.1541151	1201324	4830305	10187198.1541151	TRUE	downsample_to_observed_inoculum	10187198.1541151	462066	22.0470628743839	0.0453575156789652	10187198.1541151	462066	0.712569189060569	0.712569189060569	84.0322284316418	0.463828443588774	NA	0	0	3	-0.274619509083609
4N-O2-A2	4N-O2-A1	4N	O2	deprived	O2	4N-O2	4N-O2-A22	2	2	1	5	5	5	462066	3662870	5	3	3918306.28471776	3662870	SUM-159_NLS_4N_O2_A2_seed	462066	16294105.8161788	462066	3662870	16294105.8161788	TRUE	downsample_to_observed_inoculum	16294105.8161788	990041	16.4580111492138	0.0607606831064622	16294105.8161788	990041	0.712570195401723	0.712570195401723	84.1133103620605	0.423293978638455	NA	0	0	8	-0.32824900368902
4N-O2-A3	4N-O2-A2	4N	O2	deprived	O2	4N-O2	4N-O2-A22	3	3	0.5	5	5	5	990041	5321118	5	2	4116735.83110525	5321118	SUM-159_NLS_4N_O2_A3_seed	990041	34906243.6110645	990041	5321118	34906243.6110645	TRUE	downsample_to_observed_inoculum	34906243.6110645	572148	61.0091158425172	0.0163909931522578	34906243.6110645	572148	0.712534927161562	0.712534927161562	84.1941807030217	0.317783675910682	NA	0	0	13	-0.505666206278787
4N-O2-A4	4N-O2-A3	4N	O2	deprived	O2	4N-O2	4N-O2-A22	4	4	0.3	5	5	5	572148	5808426	5	3	4849635.91474755	5808426	SUM-159_NLS_4N_O2_A4_seed	572148	20161008.5346862	572148	5808426	20161008.5346862	TRUE	downsample_to_observed_inoculum	20161008.5346862	584068	34.518255639217	0.0289701777068907	20161008.5346862	584068	0.712421609657072	0.712421609657072	84.2748357327131	0.456626491222531	NA	0	0	18	-0.283371824674433
4N-O2-A5	4N-O2-A4	4N	O2	deprived	O2	4N-O2	4N-O2-A22	5	5	0.2	5	5	5	584068	7072621	5	3	4946557.89639484	7072621	SUM-159_NLS_4N_O2_A5_seed	584068	20552528.5219112	584068	7072621	20552528.5219112	TRUE	downsample_to_observed_inoculum	20552528.5219112	530780	38.7213695352334	0.0258255328260039	20552528.5219112	530780	0.712144368075615	0.712144368075615	84.3546393460787	0.479793771189265	NA	0	0	23	-0.255229279927488
4N-O2-A6	4N-O2-A5	4N	O2	deprived	O2	4N-O2	4N-O2-A22	6	6	0.1	5	5	5	530780	6287319	5	3	4470281.22326174	6287319	SUM-159_NLS_4N_O2_A6_seed	530780	18504708.5955527	530780	6287319	18504708.5955527	TRUE	downsample_to_observed_inoculum	18504708.5955527	423502	43.6945010780414	0.0228861750409721	18504708.5955527	423502	0.710286574917501	0.710286574917501	84.4260535757653	0.484268660954678	NA	0	200	28	-0.248091304843415
4N-O2-A7	4N-O2-A6	4N	O2	deprived	O2	4N-O2	4N-O2-A22	7	7	0	5	5	5	423502	5273439	5	5	556669.597893784	5273439	SUM-159_NLS_4N_O2_A7_seed	423502	556669.597893784	423502	5273439	556669.597893784	TRUE	downsample_to_observed_inoculum	556669.597893784	281867	1.97493710825951	0.506345237940912	556669.597893784	281867	0.0546827291550301	0.0546827291550301	84.2628508128985	0.486227151372419	85.1666666666667	18	0	33	-0.580427224334196
4N-O2-A8	4N-O2-A7	4N	O2	deprived	O2	4N-O2	4N-O2-A22	8	8	0	4	4	4	281867	5833871	4	4	350500.626878401	5833871	SUM-159_NLS_4N_O2_A8_seed	281867	350500.626878401	281867	5833871	350500.626878401	TRUE	carry_forward_insufficient	350500.626878401	565898	0.619370676126088	1	350500.626878401	350500.626878401	0.0544817916299234	0.0544817916299234	84.1283738937089	0.700929182641856	NA	0	0	37	-1.15010645627642
4N-O2-A9	4N-O2-A8	4N	O2	deprived	O2	4N-O2	4N-O2-A22	9	9	0	5	5	5	565898	4734381	5	5	459791.214384091	4734381	SUM-159_NLS_4N_O2_A9_seed	350500.626878401	459791.214384091	565898	4734381	459791.214384091	TRUE	carry_forward_insufficient	459791.214384091	507971	0.905152487807554	1	459791.214384091	459791.214384091	0.0542820019349524	0.0542820019349524	83.9564507353369	0.421831161602466	NA	0	0	42	-0.454674333592874
4N-O2-A10	4N-O2-A9	4N	O2	deprived	O2	4N-O2	4N-O2-A22	10	10	0	5	5	5	507971	5144322	5	5	602504.981975369	5144322	SUM-159_NLS_4N_O2_A10_seed	459791.214384091	602504.981975369	507971	5144322	602504.981975369	TRUE	downsample_to_observed_inoculum	602504.981975369	404372	1.48997700626	0.671151296831154	602504.981975369	404372	0.0540646858990993	0.0540646858990993	83.7818468760736	0.463511346178554	NA	0	0	47	-0.534727646222252
4N-O2-A11	4N-O2-A10	4N	O2	deprived	O2	4N-O2	4N-O2-A22	11	11	0	5	5	5	404372	5122043	5	5	529329.728395821	5122043	SUM-159_NLS_4N_O2_A11_seed	404372	529329.728395821	404372	5122043	529329.728395821	TRUE	carry_forward_insufficient	529329.728395821	570354	0.928072264586242	1	529329.728395821	529329.728395821	0.0538552592818089	0.0538552592818089	83.6063376593486	0.525990411811393	NA	0	0	52	-0.670628741237682
4N-O2-A12	4N-O2-A11	4N	O2	deprived	O2	4N-O2	4N-O2-A22	12	12	0	5	5	5	570354	4840208	5	5	692211.573008982	4840208	SUM-159_NLS_4N_O2_A12_seed	529329.728395821	692211.573008982	570354	4840208	692211.573008982	TRUE	downsample_to_observed_inoculum	692211.573008982	623824	1.10962638982947	0.90120423339398	692211.573008982	623824	0.0536560214900678	0.0536560214900678	83.4315988003886	0.433757116881066	NA	0	200	57	-0.477751458563041
4N-O2-A13	4N-O2-A12	4N	O2	deprived	O2	4N-O2	4N-O2-A22	13	13	0	2	2	2	623824	1714403	2	2	694307.179700558	1714403	SUM-159_NLS_4N_O2_A13_seed	623824	694307.179700558	623824	1714403	694307.179700558	TRUE	downsample_to_observed_inoculum	694307.179700558	465640	1.49108147861128	0.670654162327432	694307.179700558	465640	0.0535231036610213	0.0535231036610213	83.3622564227165	0.505475958368874	NA	0	0	59	-0.624766375423198
4N-O2-A14	4N-O2-A13	4N	O2	deprived	O2	4N-O2	4N-O2-A22	14	14	0	10	10	10	465640	6448783	10	10	793569.491502404	6448783	SUM-159_NLS_4N_O2_A14_seed	465640	793569.491502404	465640	6448783	793569.491502404	TRUE	downsample_to_observed_inoculum	793569.491502404	613799	1.29288169498876	0.773465974401236	793569.491502404	613799	0.0533128308684331	0.0533128308684331	83.0236501251323	0.272623788377641	NA	0	0	69	-0.240746523889275
4N-O2-A15	4N-O2-A14	4N	O2	deprived	O2	4N-O2	4N-O2-A22	15	15	0	10	10	10	613799	6452125	10	10	1042826.74180364	6452125	SUM-159_NLS_4N_O2_A15_seed	613799	1042826.74180364	613799	6452125	1042826.74180364	TRUE	downsample_to_observed_inoculum	1042826.74180364	341989	3.04929907629671	0.327944217664104	1042826.74180364	341989	0.0530022812971977	0.0530022812971977	82.7038777789561	0.237448883551057	NA	0	0	79	-0.206130688685417
4N-O2-A16	4N-O2-A15	4N	O2	deprived	O2	4N-O2	4N-O2-A22	16	16	0	14	14	14	341989	7310998	14	14	715240.49439637	7310998	SUM-159_NLS_4N_O2_A16_seed	341989	715240.49439637	341989	7310998	715240.49439637	TRUE	carry_forward_insufficient	715240.49439637	841049	0.850414772975617	1	715240.49439637	715240.49439637	0.0527028763668246	0.0527028763668246	82.2960370191257	0.230244946562098	NA	0	0	93	-0.199984558707113
4N-O2-A17	4N-O2-A16	4N	O2	deprived	O2	4N-O2	4N-O2-A22	17	17	0	5	5	5	841049	6008764	5	5	929993.516762252	6008764	SUM-159_NLS_4N_O2_A17_seed	715240.49439637	929993.516762252	841049	6008764	929993.516762252	TRUE	downsample_to_observed_inoculum	929993.516762252	584835	1.59018101988125	0.628859222627796	929993.516762252	584835	0.0525117545922843	0.0525117545922843	82.1624974118526	0.404951920436638	81.3	20	0	98	-0.427923697660049
4N-O2-A18	4N-O2-A17	4N	O2	deprived	O2	4N-O2	4N-O2-A22	18	18	0	5	5	5	584835	4143976	5	5	760119.378596863	4143976	SUM-159_NLS_4N_O2_A18_seed	584835	760119.378596863	584835	4143976	760119.378596863	TRUE	downsample_to_observed_inoculum	760119.378596863	636078	1.19500969786231	0.836813292635907	760119.378596863	636078	0.0524291483760667	0.0524291483760667	82.0354112948083	0.374051598849834	NA	0	0	103	-0.376841074477897
4N-O2-A19	4N-O2-A18	4N	O2	deprived	O2	4N-O2	4N-O2-A22	19	19	0	5	5	5	636078	3730692	5	5	826420.521396136	3730692	SUM-159_NLS_4N_O2_A19_seed	636078	826420.521396136	636078	3730692	826420.521396136	TRUE	carry_forward_insufficient	826420.521396136	981409	0.84207554790728	1	826420.521396136	826420.521396136	0.052356510489469	0.052356510489469	81.9147180198339	0.352988535564483	NA	0	200	108	-0.344722091987476
4N-O2-A20	4N-O2-A19	4N	O2	deprived	O2	4N-O2	4N-O2-A22	20	20	0	3	3	3	981409	4631895	3	3	966825.514121643	4631895	SUM-159_NLS_4N_O2_A20_seed	826420.521396136	966825.514121643	981409	4631895	966825.514121643	TRUE	downsample_to_observed_inoculum	966825.514121643	678409	1.42513662719929	0.701687109091584	966825.514121643	678409	0.0523047629943226	0.0523047629943226	81.8453256559232	0.517244018805238	NA	0	0	111	-0.654046947514641
4N-O2-A21	4N-O2-A20	4N	O2	deprived	O2	4N-O2	4N-O2-A22	21	21	0	5	5	5	678409	7452472	5	5	880988.579204058	7452472	SUM-159_NLS_4N_O2_A21_seed	678409	880988.579204058	678409	7452472	880988.579204058	TRUE	downsample_to_observed_inoculum	880988.579204058	559214	1.57540508500155	0.634757377337661	880988.579204058	559214	0.0522588623014013	0.0522588623014013	81.7346107393501	0.463676864723335	NA	0	0	116	-0.538706940668904
4N-O2-A22	4N-O2-A21	4N	O2	deprived	O2	4N-O2	4N-O2-A22	22	22	0	5	5	5	559214	6963438	5	5	726016.546133898	6963438	SUM-159_NLS_4N_O2_A22_seed	559214	726016.546133898	559214	6963438	726016.546133898	TRUE	terminal_no_reseed	726016.546133898	NA	NA	1	726016.546133898	726016.546133898	0.0522081158023081	0.0522081158023081	81.6299201872383	0.485008191637359	NA	0	200	121	-0.58309610547958
