context	cohort	stream	entity_id	time_start_day	time_end_day	measurement_level	used_in_objective	source_file	n_observations	display_label
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1::20.5	0	14	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	1	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1::20.5_20.5	14	28	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	3	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1::20.5_20.5_2	28	31	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1::20.5_20.5_2_1	31	36	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1::20.5_20.5_2_1_0.5	36	41	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1::20.5_20.5_2_1_0.5_0.3	41	46	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1::20.5_20.5_2_1_0.5_0.3_0.2	46	51	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1::20.5_20.5_2_1_0.5_0.3_0.2_0.1	51	56	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0	56	61	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	61	75	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5::20.5	0	14	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	1	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5::20.5_20.5	14	28	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	3	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5::20.5_20.5_20.5	28	31	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5::20.5_20.5_20.5_20.5	31	33	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5::20.5_20.5_20.5_20.5_20.5	33	34	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	1	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5::20.5_20.5_20.5_20.5_20.5_20.5	34	37	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	1	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5::20.5_20.5_20.5_20.5_20.5_20.5_20.5	37	39	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	1	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5::20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	39	42	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	1	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5::20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	42	44	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	1	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5::20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	44	47	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	1	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5::20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	47	49	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	1	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5::20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	49	52	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	1	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5::20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	52	54	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	1	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5::20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	54	57	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	1	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5	0	14	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	1	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5	14	28	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	3	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2	28	31	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1	31	36	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5	36	41	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3	41	46	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2	46	51	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1	51	56	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0	56	61	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0	61	65	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0	65	72	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0	72	77	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0	77	82	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0	82	89	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0	89	95	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0	95	102	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0	102	106	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0	106	115	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0	115	122	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0	122	127	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0	127	132	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	132	137	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	137	142	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	142	145	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	2N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0::20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	145	150	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	2	Known O2
in_vitro	4N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1::20.5	0	14	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	1	Known O2
in_vitro	4N	oxygen_design	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1::20.5_20.5	14	28	design_interval	TRUE	jobs_2N.Rds/jobs_4N.Rds	3	Known O2
