cohort	segment_id	passage_id	sample_name	oxygen_pct	cumulative_end_day	grid_index	ploidy	density	log_density
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	138	6.00753768844221	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	139	6.04773869346734	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	140	6.08793969849246	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	141	6.12814070351759	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	142	6.16834170854271	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	143	6.20854271356784	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	144	6.24874371859296	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	145	6.28894472361809	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	146	6.32914572864322	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	147	6.36934673366834	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	148	6.40954773869347	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	149	6.44974874371859	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	150	6.48994974874372	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	151	6.53015075376884	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	152	6.57035175879397	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	153	6.6105527638191	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	154	6.65075376884422	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	155	6.69095477386935	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	156	6.73115577889447	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	157	6.7713567839196	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	158	6.81155778894472	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	159	6.85175879396985	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	160	6.89195979899498	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	161	6.9321608040201	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	162	6.97236180904523	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	163	7.01256281407035	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	164	7.05276381909548	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	165	7.0929648241206	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	166	7.13316582914573	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	167	7.17336683417085	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	168	7.21356783919598	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	169	7.25376884422111	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	170	7.29396984924623	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	171	7.33417085427136	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	172	7.37437185929648	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	173	7.41457286432161	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	174	7.45477386934673	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	175	7.49497487437186	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	176	7.53517587939699	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	177	7.57537688442211	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	178	7.61557788944724	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	179	7.65577889447236	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	180	7.69597989949749	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	181	7.73618090452261	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	182	7.77638190954774	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	183	7.81658291457286	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	184	7.85678391959799	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	185	7.89698492462312	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	186	7.93718592964824	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	187	7.97738693467337	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	188	8.01758793969849	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	189	8.05778894472362	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	190	8.09798994974874	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	191	8.13819095477387	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	192	8.178391959799	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	193	8.21859296482412	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	194	8.25879396984925	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	195	8.29899497487437	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	196	8.3391959798995	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	197	8.37939698492462	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	198	8.41959798994975	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	199	8.45979899497488	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6	0.1	56	200	8.5	9.98737185049156e-13	-27.6322847289021
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	1	0.5	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	2	0.540201005025126	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	3	0.580402010050251	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	4	0.620603015075377	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	5	0.660804020100503	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	6	0.701005025125628	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	7	0.741206030150754	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	8	0.781407035175879	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	9	0.821608040201005	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	10	0.861809045226131	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	11	0.902010050251256	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	12	0.942211055276382	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	13	0.982412060301508	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	14	1.02261306532663	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	15	1.06281407035176	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	16	1.10301507537688	1.01212746334058e-08	-18.4086262291008
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	17	1.14321608040201	2.77595807470082e-05	-10.4919295252132
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	18	1.18341708542714	0.000191038985511532	-8.56303303811997
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	19	1.22361809045226	0.000519404273817881	-7.56282803039466
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	20	1.26381909547739	0.000473471476233111	-7.65541888742064
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	21	1.30402010050251	0.0019979244990343	-6.21564638774089
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	22	1.34422110552764	0.00738800519375699	-4.90789751364634
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	23	1.38442211055276	0.0199077182858494	-3.91664776888717
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	24	1.42462311557789	0.0455842820516298	-3.08819231373191
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	25	1.46482412060302	0.104903469176949	-2.25471469284981
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	26	1.50502512562814	0.214218508532212	-1.54075871698801
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	27	1.54522613065327	0.392487503490952	-0.935250580506133
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	28	1.58542713567839	0.65910087513459	-0.416878683152246
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	29	1.62562814070352	1.04183815459897	0.0409866093854926
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	30	1.66582914572864	1.48559844472974	0.395817684158757
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	31	1.70603015075377	1.95161527374586	0.668657375197552
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	32	1.74623115577889	2.36543513516763	0.860961994519961
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	33	1.78643216080402	2.64569588444975	0.97293412501695
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	34	1.82663316582915	2.71844461576502	1.00005988431005
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	35	1.86683417085427	2.57314934719314	0.945130575607791
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	36	1.9070351758794	2.24898795029919	0.810480315158999
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	37	1.94723618090452	1.83026117392281	0.604458674660695
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	38	1.98743718592965	1.3651222228845	0.31124396520313
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	39	2.02763819095477	0.947926741674934	-0.0534780564273193
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	40	2.0678391959799	0.617849719433851	-0.481510023532791
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	41	2.10804020100502	0.377898164945063	-0.973130524565812
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	42	2.14824120603015	0.214759812495181	-1.5382350265182
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	43	2.18844221105528	0.110866759753668	-2.19942616126157
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	44	2.2286432160804	0.0577516221270725	-2.85160384119424
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	45	2.26884422110553	0.0283226338146964	-3.56409401254966
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	46	2.30904522613065	0.0127723543010622	-4.36047226406164
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	47	2.34924623115578	0.00566822869604616	-5.17287860933569
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	48	2.3894472361809	0.00232513185431826	-6.06397853001612
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	49	2.42964824120603	0.000953622285508804	-6.95524289205545
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	50	2.46984924623116	0.000389946284885506	-7.84950155938918
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	51	2.51005025125628	0.000193857714978352	-8.54838609593744
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	52	2.55025125628141	0.000100737318086362	-9.20299424013374
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	53	2.59045226130653	3.48787613822084e-05	-10.2636324703852
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	54	2.63065326633166	6.0401950058184e-06	-12.0170742608072
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	55	2.67085427135678	2.0381722524829e-11	-24.6163825713509
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	56	2.71105527638191	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	57	2.75125628140704	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	58	2.79145728643216	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	59	2.83165829145729	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	60	2.87185929648241	9.97943050424923e-13	-27.6330801839299
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	61	2.91206030150754	1.52137517119629e-07	-15.6984810072184
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	62	2.95226130653266	4.46708892609759e-05	-10.0161885154562
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	63	2.99246231155779	1.37343708285641e-07	-15.8007792333492
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	64	3.03266331658291	4.49801237199589e-05	-10.009289860882
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	65	3.07286432160804	0.000227552449788306	-8.38812979762547
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	66	3.11306532663317	0.000115589488000761	-9.06546554011024
2N	20.5_20.5_2_1_0.5_0.3_0.2_0.1	SUM-159_NLS_2N_O2_A6_seed	SUM-159_NLS_2N_O2_A6	0.1	56	67	3.15326633165829	0.000725947730407927	-7.22803254241466
