"sample_name","grid_index","ploidy","log_density"
"Sample_SUM159_2N_C_A1_",196,8.3391959798995,-27.6317065808329
"Sample_SUM159_2N_C_A1_",197,8.37939698492462,-27.6317065808329
"Sample_SUM159_2N_C_A1_",198,8.41959798994975,-27.6317065808329
"Sample_SUM159_2N_C_A1_",199,8.45979899497488,-27.6317065808329
"Sample_SUM159_2N_C_A1_",200,8.5,-27.6317065808329
"Sample_SUM159_2N_C_A12",1,0.5,-27.6395441603694
"Sample_SUM159_2N_C_A12",2,0.540201005025126,-27.6395441603694
"Sample_SUM159_2N_C_A12",3,0.580402010050251,-27.6395441603694
"Sample_SUM159_2N_C_A12",4,0.620603015075377,-27.6395441603694
"Sample_SUM159_2N_C_A12",5,0.660804020100503,-27.6395441603694
"Sample_SUM159_2N_C_A12",6,0.701005025125628,-27.6395441603694
"Sample_SUM159_2N_C_A12",7,0.741206030150754,-27.6395441603694
"Sample_SUM159_2N_C_A12",8,0.781407035175879,-27.6395441603694
"Sample_SUM159_2N_C_A12",9,0.821608040201005,-27.6395441603694
"Sample_SUM159_2N_C_A12",10,0.861809045226131,-27.6395441603694
"Sample_SUM159_2N_C_A12",11,0.902010050251256,-17.8789413181965
"Sample_SUM159_2N_C_A12",12,0.942211055276382,-9.97265636532715
"Sample_SUM159_2N_C_A12",13,0.982412060301508,-10.9435739067451
"Sample_SUM159_2N_C_A12",14,1.02261306532663,-8.35942861259332
"Sample_SUM159_2N_C_A12",15,1.06281407035176,-7.40774162272894
"Sample_SUM159_2N_C_A12",16,1.10301507537688,-6.68391968373314
"Sample_SUM159_2N_C_A12",17,1.14321608040201,-6.20802145286044
"Sample_SUM159_2N_C_A12",18,1.18341708542714,-6.26731302106582
"Sample_SUM159_2N_C_A12",19,1.22361809045226,-6.54041961805922
"Sample_SUM159_2N_C_A12",20,1.26381909547739,-6.50445452778782
"Sample_SUM159_2N_C_A12",21,1.30402010050251,-5.71950683919769
"Sample_SUM159_2N_C_A12",22,1.34422110552764,-4.73600559553433
"Sample_SUM159_2N_C_A12",23,1.38442211055276,-3.81163787311424
"Sample_SUM159_2N_C_A12",24,1.42462311557789,-2.92501189690959
"Sample_SUM159_2N_C_A12",25,1.46482412060302,-2.08250085775882
"Sample_SUM159_2N_C_A12",26,1.50502512562814,-1.36838595724427
"Sample_SUM159_2N_C_A12",27,1.54522613065327,-0.703030395683489
"Sample_SUM159_2N_C_A12",28,1.58542713567839,-0.161219268482151
"Sample_SUM159_2N_C_A12",29,1.62562814070352,0.295694438739162
"Sample_SUM159_2N_C_A12",30,1.66582914572864,0.667005660736538
"Sample_SUM159_2N_C_A12",31,1.70603015075377,0.909291996025586
"Sample_SUM159_2N_C_A12",32,1.74623115577889,1.05473856148826
"Sample_SUM159_2N_C_A12",33,1.78643216080402,1.11450106065337
"Sample_SUM159_2N_C_A12",34,1.82663316582915,1.06377661660714
"Sample_SUM159_2N_C_A12",35,1.86683417085427,0.924646474659274
"Sample_SUM159_2N_C_A12",36,1.9070351758794,0.694954515451082
"Sample_SUM159_2N_C_A12",37,1.94723618090452,0.377553605781699
"Sample_SUM159_2N_C_A12",38,1.98743718592965,-0.019542060824174
"Sample_SUM159_2N_C_A12",39,2.02763819095477,-0.521669349884756
"Sample_SUM159_2N_C_A12",40,2.0678391959799,-1.05161102739754
