solution	source_type	n_necrosis	sigma_necrosis_logit	objective_necrosis_reported	objective_necrosis_reconstructed	absolute_difference	neg2loglik_reported	neg2loglik_reconstructed
seed25_standalone	standalone	6	0.75	0.902673472169488	0.90267347216949	1.4432899320127e-15	10.8320816660339	10.8320816660339
tsne_vi_seed366_C01Sc01_vt_seed10	joint_winner	6	0.75	0.76704131426153	0.767041314261539	9.32587340685131e-15	9.20449577113836	9.20449577113847
tsne_vi_seed290_C01Sc02_vt_seed10	joint_winner	6	0.75	1.2869739281521	1.28697392815211	1.26565424807268e-14	15.4436871378253	15.4436871378253
tsne_vi_seed25_C02Sc01_vt_seed10	joint_winner	6	0.75	0.900443581422866	0.90044358142286	5.99520433297585e-15	10.8053229770744	10.8053229770743
tsne_vi_seed322_C02Sc02_vt_seed10	joint_winner	6	0.75	0.774614573555377	0.774614573555389	1.24344978758018e-14	9.29537488266453	9.29537488266467
tsne_vi_seed138_C03Sc01_vt_seed10	joint_winner	6	0.75	1.31093185103097	1.31093185103099	1.82076576038526e-14	15.7311822123716	15.7311822123719
tsne_vi_seed311_C03Sc02_vt_seed10	joint_winner	6	0.75	1.06141382998011	1.0614138299801	1.33226762955019e-14	12.7369659597613	12.7369659597612
