solution	objective	context	oxygen_pct	cohort	N_ref	current_N_min	current_N_max	expanded_N_min	expanded_N_max	current_misseg_nonviable_rate	expanded_misseg_nonviable_rate	current_boundary_dropped_rate	expanded_boundary_dropped_rate	upper_truncation_rate_removed	current_boundary_share	expanded_boundary_share	upper_truncation_share_of_current_cin_loss
tsne_vi_seed366_C01Sc01_vt_seed10	18.8522859133708	invivo	3.9257127888468e-05	1.5N	33	22	154	22	308	0.228666264495605	0.228666264495605	2.21077750727812e-21	2.21077750727812e-21	0	9.66814021366326e-21	9.66814021366326e-21	0
tsne_vi_seed366_C01Sc01_vt_seed10	18.8522859133708	invivo	4.1813428883449e-05	1.5N	33	22	154	22	308	0.228666264614685	0.228666264614685	2.21077750756525e-21	2.21077750756525e-21	0	9.66814020988418e-21	9.66814020988418e-21	0
tsne_vi_seed366_C01Sc01_vt_seed10	18.8522859133708	invivo	4.4536188178578e-05	1.5N	33	22	154	22	308	0.228666264751256	0.228666264751256	2.21077750789458e-21	2.21077750789458e-21	0	9.66814020555009e-21	9.66814020555009e-21	0
tsne_vi_seed366_C01Sc01_vt_seed10	18.8522859133708	invivo	4.7436245016079e-05	1.5N	33	22	154	22	308	0.228666264907887	0.228666264907887	2.21077750827227e-21	2.21077750827227e-21	0	9.66814020057935e-21	9.66814020057935e-21	0
tsne_vi_seed366_C01Sc01_vt_seed10	18.8522859133708	invivo	5.0525144455623e-05	1.5N	33	22	154	22	308	0.228666265087525	0.228666265087525	2.21077750870545e-21	2.21077750870545e-21	0	9.66814019487853e-21	9.66814019487853e-21	0
tsne_vi_seed366_C01Sc01_vt_seed10	18.8522859133708	invivo	5.3815183334943e-05	1.5N	33	22	154	22	308	0.228666265293549	0.228666265293549	2.21077750920225e-21	2.21077750920225e-21	0	9.66814018834029e-21	9.66814018834029e-21	0
tsne_vi_seed366_C01Sc01_vt_seed10	18.8522859133708	invivo	5.7319459223263e-05	1.5N	33	22	154	22	308	0.228666265529836	0.228666265529836	2.21077750977202e-21	2.21077750977202e-21	0	9.66814018084168e-21	9.66814018084168e-21	0
tsne_vi_seed366_C01Sc01_vt_seed10	18.8522859133708	invivo	6.1051922562418e-05	1.5N	33	22	154	22	308	0.228666265800829	0.228666265800829	2.21077751042549e-21	2.21077751042549e-21	0	9.66814017224168e-21	9.66814017224168e-21	0
tsne_vi_seed366_C01Sc01_vt_seed10	18.8522859133708	invivo	6.5027432203247e-05	1.5N	33	22	154	22	308	0.228666266111628	0.228666266111628	2.21077751117494e-21	2.21077751117494e-21	0	9.66814016237841e-21	9.66814016237841e-21	0
tsne_vi_seed366_C01Sc01_vt_seed10	18.8522859133708	invivo	6.9261814558333e-05	1.5N	33	22	154	22	308	0.228666266468078	0.228666266468078	2.21077751203448e-21	2.21077751203448e-21	0	9.66814015106641e-21	9.66814015106641e-21	0
