Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Area µm^2	Perimeter µm	Num Detections
558099.svs	6500cdd7-f445-4da2-b931-fcf6b87f329a	Annotation		Tumor	Root object (Image)	Polygon	11623.2	13500.8	360.16	77.9	3
558099.svs	56c48564-f405-44d1-8b48-8d0955e2e7f5	Annotation		Tumor	Root object (Image)	Polygon	6225.7	8281.9	714.48	104.06	8
558099.svs	e8286cd5-4d8f-4292-8f80-31fa724d02c4	Annotation		Tumor	Root object (Image)	Polygon	7725	15717.8	1390	173.21	18
558099.svs	9ca131ba-451d-4bf8-b972-9669d78272f1	Annotation		Tumor	Root object (Image)	Polygon	13863.5	2357.3	252.95	61.17	2
558099.svs	2d95428d-18f0-4c11-b128-7cf56574608c	Annotation		Tumor	Root object (Image)	Polygon	15706.5	12278.5	736.18	121.37	6
558099.svs	c67b7930-7016-4283-8114-7a75eb757ea4	Annotation		Tumor	Root object (Image)	Polygon	14742.7	2955.9	230.13	59.37	1
558099.svs	7249b039-4d1f-47f9-884f-49ed1a74e201	Annotation		Tumor	Root object (Image)	Polygon	3830.5	7982.9	376.75	82.45	4
558099.svs	b746779b-ae71-461b-8b80-9388a9806b24	Annotation		Tumor	Root object (Image)	Polygon	5107.4	9314.8	471.26	83.77	4
558099.svs	e9195e8e-0b9f-4cde-92c4-5e7a33979de2	Annotation		Tumor	Root object (Image)	Polygon	5923.9	8289.7	584.03	100.03	8
558099.svs	588e68c9-145f-4d83-b894-55a73ada9f31	Annotation		Tumor	Root object (Image)	Polygon	11088.5	11950.4	708.6	103.31	9
558099.svs	b0fbb822-b75a-4c1e-a020-d53db283479e	Annotation		Tumor	Root object (Image)	Polygon	14730	2708.1	250.94	61.95	1
558099.svs	573611e3-aefe-40ac-b4bc-64c642fb983a	Annotation		Tumor	Root object (Image)	Polygon	15444.4	14682.9	173.66	50.84	1
558099.svs	ea4833da-1d25-4170-8831-9ad3a03de8b8	Annotation		Tumor	Root object (Image)	Polygon	8856.4	10103.6	473.07	81.89	4
558099.svs	c597bcce-d798-4284-a335-fe1542066fe9	Annotation		Tumor	Root object (Image)	Polygon	11812.4	13387.6	373.32	80.02	3
558099.svs	82d445e1-bffa-457e-b2f7-1631d1fd5065	Annotation		Tumor	Root object (Image)	Polygon	14048.2	2482.9	238.49	62.4	2
558099.svs	68b258b6-fcb5-4cc1-a7a4-bc83679beee5	Annotation		Tumor	Root object (Image)	Polygon	2844.8	8550	2098.4	216.71	32
558099.svs	b4942534-f178-4fda-832b-604f79db5778	Annotation		Tumor	Root object (Image)	Polygon	7490.8	9297.5	607.64	108.89	5
558099.svs	77d86c9e-ffa5-4731-9405-7703b0ac2fab	Annotation		Tumor	Root object (Image)	Polygon	6815.5	14606.5	292.86	68.9	4
558099.svs	3311fb45-d2bd-46f2-a6c0-3684f93c7e87	Annotation		Tumor	Root object (Image)	Polygon	12182.2	12483.9	626.96	97.38	7
558099.svs	cc4909e6-37ec-4cd2-ba12-14a9ff5ad160	Annotation		Tumor	Root object (Image)	Polygon	5069.4	9130.5	433	83.7	5
558099.svs	a521f1c4-5c6e-4c04-b804-3fc5ca8e3a87	Annotation		Tumor	Root object (Image)	Polygon	15770.3	4306.5	1088.5	130.52	11
558099.svs	a1cf5c87-f683-4ffd-baef-c90e997452a1	Annotation		Tumor	Root object (Image)	Polygon	14686	3434.6	165.78	50.28	1
558099.svs	9457741c-ab2a-4fd2-b6b6-094329bae58a	Annotation		Tumor	Root object (Image)	Polygon	5703.3	7859.5	555.62	101.68	5
558099.svs	4d2e838d-8c32-4947-a9ac-e1aca8cb6623	Annotation		Tumor	Root object (Image)	Polygon	6574.5	12419.6	271.47	67.48	2
558099.svs	664b6143-6e7e-4e1f-9b8d-db6e7a89c4c8	Annotation		Tumor	Root object (Image)	Polygon	10335.9	10711.1	956.11	119.85	11
558099.svs	de861932-394e-459e-903b-f9ff7a9a9f11	Annotation		Tumor	Root object (Image)	Polygon	11314.3	13252.4	1074.5	131.54	16
558099.svs	c484c285-6c2a-4509-881d-7431eef43478	Annotation		Tumor	Root object (Image)	Polygon	14973.5	2954.2	182.15	53.36	1
558099.svs	950b2621-5259-40a9-85e4-45c822bd2595	Annotation		Tumor	Root object (Image)	Polygon	11419	13373.2	624.87	100.26	7
558099.svs	bd40682c-b318-4f0f-978d-7052bd7634cf	Annotation		Tumor	Root object (Image)	Polygon	15962.4	5316.7	829.96	113.22	9
558099.svs	41a753e3-87e5-4133-9b04-c6446f2e3dfe	Annotation		Tumor	Root object (Image)	Polygon	7324.5	15784.6	363.37	76.59	4
558099.svs	2c419ca9-0ee2-4340-abb6-6dddf6e10d57	Annotation		Tumor	Root object (Image)	Polygon	5978.1	8062.9	570.53	95.1	8
558099.svs	0e4f34c4-5f8f-4dc4-9e49-cba8bca8e32f	Annotation		Tumor	Root object (Image)	Polygon	13548.7	3089.4	544.34	103.3	10
558099.svs	904104e1-c4f5-49a4-a31d-428c2bd7eaad	Annotation		Tumor	Root object (Image)	Polygon	10002.5	9908.7	425.24	78.63	5
558099.svs	fc0393a3-e4bd-46ca-a075-f266a0a0afa4	Annotation		Tumor	Root object (Image)	Polygon	12270.5	12534	865.04	115.1	10
558099.svs	b09e2d46-52b3-43cf-a2a2-0a5b99eed790	Annotation		Tumor	Root object (Image)	Polygon	8253.5	17812.8	350.73	74.64	3
558099.svs	71287bdb-feb1-4911-87e1-714559c24ad3	Annotation		Tumor	Root object (Image)	Polygon	10849.3	11957.9	905.62	118.49	8
558099.svs	56dff379-4ab2-409b-b50a-e43dfa8422ed	Annotation		Tumor	Root object (Image)	Polygon	10646.2	4087.6	148.75	46.76	2
558099.svs	9e55fcaa-d1e5-4000-932c-3133e263b5df	Annotation		Neo Embolus	Root object (Image)	Polygon	11371.7	11167	5012.9	595.93	33
558099.svs	3ca6570a-e78b-41e1-8ba2-93bb741e89bd	Annotation		Tumor	Root object (Image)	Polygon	15630.1	10105.8	305.54	73.09	5
558099.svs	86ff937d-f358-4a9c-b60e-347e175378ed	Annotation		Tumor	Root object (Image)	Polygon	7572.7	9309.4	408.75	81.22	5
558099.svs	fb826f5d-9e12-4ccc-871e-36e9fb08c73a	Annotation		Tumor	Root object (Image)	Polygon	7748.1	13283.1	391.4	81.68	4
558099.svs	bcfbabb9-dc77-4c29-a206-4eac47fe5a9a	Annotation		Tumor	Root object (Image)	Polygon	13205.5	3417.5	530.9	88.79	7
558099.svs	1f9eda3e-99bc-4d42-9d03-b9d8b815f0eb	Annotation		Tumor	Root object (Image)	Polygon	2670.1	8466.8	340.91	83.53	5
558099.svs	400a1068-1ac4-4d3c-b1d5-1136bc563e9c	Annotation		Tumor	Root object (Image)	Polygon	7178.7	14474.8	337.6	69.56	4
558099.svs	8f3c7f17-5aa4-4667-8bd2-5cbc0f7da5b0	Annotation		Tumor	Root object (Image)	Polygon	7488.6	15513.1	1007.5	141.01	13
558099.svs	3b29a4d6-ef42-4509-a2fe-9fddcd0bb399	Annotation		Tumor	Root object (Image)	Polygon	8330	15155.3	729.95	130.95	7
558099.svs	8724b652-2bf5-46fc-982d-6c4bb0a2c788	Annotation		Tumor	Root object (Image)	Polygon	6141.5	14902.3	1313.9	161.04	11
558099.svs	e7366589-b6af-4ff5-b530-5d0d4964640c	Annotation		Tumor	Root object (Image)	Polygon	8475.6	15035.2	396.58	79.9	5
558099.svs	38be99ea-e5b8-4d9c-818c-a956e8346b71	Annotation		Tumor	Root object (Image)	Polygon	6427.7	11306.2	489.24	83.61	3
558099.svs	baad7a2a-b753-4649-b814-2891170facc6	Annotation		Tumor	Root object (Image)	Polygon	10494.1	11896.1	526.74	88.89	8
558099.svs	8c6af505-93c4-499b-a31c-d1274880ad55	Annotation		Tumor	Root object (Image)	Polygon	14133.1	3085.1	692.01	106.69	12
558099.svs	a3047625-8b6b-4049-a181-01253750748a	Annotation		Tumor	Root object (Image)	Polygon	4214.4	8456.2	557.94	95.1	7
558099.svs	ed419486-67a3-422a-87dc-9f559e5eb662	Annotation		Tumor	Root object (Image)	Polygon	11483.4	16636.1	372.3	78.95	4
558099.svs	c1b4131b-a087-409e-8eb3-57c5b54cc063	Annotation		Tumor	Root object (Image)	Polygon	13387	11812.9	251.61	63.44	2
558099.svs	18c85c25-a160-4e62-af9c-11d7d7b2f450	Annotation		Tumor	Root object (Image)	Polygon	12484.7	12222	248.15	66.36	2
558099.svs	0b33bfac-7d65-400a-84be-d717e58faca1	Annotation		Tumor	Root object (Image)	Polygon	8238.8	8985.2	873.46	116.09	7
558099.svs	1b1eded8-9988-40bd-92a1-cec7486b57b9	Annotation		Tumor	Root object (Image)	Polygon	14666.7	2689.6	333.34	80.31	3
558099.svs	b2ccf64a-3b27-4055-a7ac-3c3aedc57359	Annotation		Tumor	Root object (Image)	Polygon	16035.2	5309.3	285.85	NaN	3
558099.svs	bbe19224-172a-44b3-a017-eb531a9987b4	Annotation		Tumor	Root object (Image)	Polygon	9728.2	13446.6	387.65	86.99	3
558099.svs	36f89a20-cb71-40e8-9880-dd5b6065fee0	Annotation		Tumor	Root object (Image)	Polygon	12551.1	12074.3	262.73	63.98	4
558099.svs	7cb15c44-e794-42e4-a95f-e39682e294e9	Annotation		Tumor	Root object (Image)	Polygon	16101.8	4284.6	759.13	109.13	5
558099.svs	b5d7e67d-6ef9-4dd0-b5b2-88203f80a30c	Annotation		Tumor	Root object (Image)	Polygon	7735.8	14053.2	431.06	81.74	5
558099.svs	4578baed-457d-4485-ac36-88328f4a69b9	Annotation		Tumor	Root object (Image)	Polygon	15002.1	14678.2	511.17	89.16	3
558099.svs	29393288-d5e7-4de8-bfd1-6ed4f36763c8	Annotation		Tumor	Root object (Image)	Polygon	5213	11362.8	1117.3	130.32	1
558099.svs	e1a16a70-b2c7-4ca7-a83a-78153fa952b0	Annotation		Tumor	Root object (Image)	Polygon	15624.8	12289.4	424.61	80.22	5
558099.svs	2243aa00-e8b0-4074-b2e1-ba46c9844947	Annotation		Tumor	Root object (Image)	Polygon	8455	13831.1	288.22	66.28	3
558099.svs	6093ea78-da1a-4957-acc9-d120376511a4	Annotation		Tumor	Root object (Image)	Polygon	9773.3	13739	333.76	79.6	5
558099.svs	dc9d0cc1-7628-4064-9779-57565c09730c	Annotation		Lung tissue	Root object (Image)	Geometry	7794.9	6239.9	440.15	729.04	1
558099.svs	e52841e7-0b97-4159-b69b-1221714b64b6	Annotation		Tumor	Root object (Image)	Polygon	10301.7	10833.9	1149.6	129.99	15
558099.svs	cee8c2b8-8350-4686-9a5e-2b7376d739d2	Annotation		Tumor	Root object (Image)	Polygon	9346	3182.7	452.09	82.27	5
558099.svs	9a348987-6bde-40c5-a838-8b436ab0bcb0	Annotation		Tumor	Root object (Image)	Polygon	6122.8	13582	354	74.32	2
558099.svs	dd6a1593-2ecd-4e2d-b4cd-1e5a24fa3d8a	Annotation		Tumor	Root object (Image)	Polygon	9562.5	9605.9	221.07	57.02	1
558099.svs	b9b5d322-5c5c-4a6b-a548-a1f18f7381a4	Annotation		Tumor	Root object (Image)	Polygon	13626.8	12097.7	656.9	NaN	11
558099.svs	73cd376e-212c-4e92-8ee8-7a08f557ff9b	Annotation		Tumor	Root object (Image)	Polygon	14557.6	3249.7	608.6	103.99	8
558099.svs	ac3126fa-5ece-4980-907d-3b9fcc2c70b5	Annotation		Tumor	Root object (Image)	Polygon	14094.6	11806.6	345.86	72.06	2
558099.svs	a99cca9c-d06e-4b97-85ef-1de9257a8213	Annotation		Tumor	Root object (Image)	Polygon	8474.3	16153.7	239.28	64.41	3
558099.svs	4d1fd703-2a01-456a-9480-31cdadeb825b	Annotation		Tumor	Root object (Image)	Polygon	14483.1	2911.8	130.73	47.34	1
558099.svs	635f5069-be71-43a4-ad56-1882f1052c57	Annotation		Tumor	Root object (Image)	Polygon	10157.1	9076.9	283.8	66.08	2
558099.svs	2edf7df0-c176-454c-88b0-c5555b5eba12	Annotation		Tumor	Root object (Image)	Polygon	10987.9	11644.5	273.44	71.17	3
558099.svs	7b5c193d-c819-4ae9-9985-5f2c39be6c9e	Annotation		Tumor	Root object (Image)	Polygon	8193.2	16738.9	611.97	102.63	7
558099.svs	82f01570-e7d7-4330-b4e3-722db0ed7bab	Annotation		Tumor	Root object (Image)	Polygon	12131.7	2029	610	97.86	4
558099.svs	2e19732b-090b-4b36-b074-98cf7bca732a	Annotation		Tumor	Root object (Image)	Polygon	16450.5	8230.3	548.09	100.49	4
558099.svs	523efa26-3cc4-4f6d-8ec7-1dafb6f0fac4	Annotation		Tumor	Root object (Image)	Polygon	6792.4	11506.4	504.84	86.39	4
558099.svs	0bd2f8ee-c839-4603-bbf7-1b55721a3889	Annotation		Tumor	Root object (Image)	Polygon	14394.5	14774.6	402.78	83.76	4
558099.svs	61ca9f62-576c-4560-b6f1-9a4e00f90604	Annotation		Tumor	Root object (Image)	Polygon	5504.3	7590.6	1332.7	144.7	19
558099.svs	679a021b-d0ab-4f8c-9291-fd809d5ee4db	Annotation		Tumor	Root object (Image)	Polygon	5553.5	12389.9	510.63	86.35	5
558099.svs	91ca1d40-fffc-470b-a077-68918968fef9	Annotation		Tumor	Root object (Image)	Polygon	9503	17495.6	958.62	127.5	8
558099.svs	335f0fc9-1f87-4cf4-8502-268333b11a9b	Annotation		Tumor	Root object (Image)	Polygon	9133.4	9812.3	329.88	70.67	4
558099.svs	7f3e50d8-271a-4588-a7b4-00004d6f6da1	Annotation		Tumor	Root object (Image)	Polygon	14715.2	2983.1	209.06	56.58	2
558099.svs	ecce082e-980e-46d1-80f0-40456919a695	Annotation		Tumor	Root object (Image)	Polygon	3579.6	8060.1	850.93	141.85	9
558099.svs	3bd31842-6857-4b53-81cd-f4b4cf3dfa19	Annotation		Tumor	Root object (Image)	Polygon	7081.5	13726	1256.9	154.59	12
558099.svs	a3fd6035-d202-4fbe-8339-00a2d3f1b44c	Annotation		Tumor	Root object (Image)	Polygon	11231.5	12946	431.57	83.79	6
558099.svs	ec6d7572-5576-4f1b-8b79-a2239186b2ce	Annotation		Tumor	Root object (Image)	Polygon	11429.5	2122.9	446.28	92.98	7
558099.svs	915e038a-8598-43cc-bafe-291b7f73e996	Annotation		Tumor	Root object (Image)	Polygon	11185.7	11211.4	813.78	110.77	6
558099.svs	991f2ac1-c9d3-4735-87db-651d9da27b42	Annotation		Tumor	Root object (Image)	Polygon	10045	10758.2	360.26	72.09	4
558099.svs	ca5174cc-73d4-4c26-8320-b988b39a3388	Annotation		Tumor	Root object (Image)	Polygon	7824.5	13394.8	529.85	87.13	6
558099.svs	3949f5b1-6cb8-4ea0-b677-36762492fd7d	Annotation		Tumor	Root object (Image)	Polygon	9671.3	16168.1	620.29	102.15	6
558099.svs	3f4150bf-0340-4967-8c5c-892e57d82678	Annotation		Tumor	Root object (Image)	Polygon	2684.4	8491.7	256.09	61.31	2
558099.svs	85f7782c-4c8b-41a0-8978-e237bd8c5408	Annotation		Tumor	Root object (Image)	Polygon	10667.5	2780.4	314.44	72.2	2
558099.svs	d977ced3-f9a3-4b85-8cf6-7d7b22864c0c	Annotation		Tumor	Root object (Image)	Polygon	8346.4	17048.8	525.15	92.82	8
558099.svs	1b39d7b9-9023-4131-bd43-427b53955d78	Annotation		Tumor	Root object (Image)	Polygon	10344.9	12688.6	639.01	95.21	8
558099.svs	dbd97ccc-7c70-4705-b91a-193d2e935439	Annotation		Tumor	Root object (Image)	Polygon	6277.4	15627.3	558.83	102.18	5
558099.svs	559af0e0-8530-4b37-a437-3672d51424ac	Annotation		Tumor	Root object (Image)	Polygon	13033.8	3268.6	1383.2	145.81	14
558099.svs	96fe94c3-445d-47d4-ad44-0032730c7612	Annotation		Tumor	Root object (Image)	Polygon	11522	2117.1	310.08	75.84	4
558099.svs	45ee3570-7e61-466b-9d4e-d8ceec71a841	Annotation		Tumor	Root object (Image)	Polygon	14390.5	15256.6	423.56	84.04	2
558099.svs	60e2127e-1da6-47a0-ac6c-6fce240da180	Annotation		Tumor	Root object (Image)	Polygon	14493.9	2951.5	235.56	62.15	2
558099.svs	87beafbf-44f9-424c-a0b7-2fee59fc7fee	Annotation		Tumor	Root object (Image)	Polygon	15347.8	2873.9	527.57	96.74	2
558099.svs	ff70eb5a-5225-43e0-81aa-0b0622da8624	Annotation		Tumor	Root object (Image)	Polygon	2820.7	9423.2	1540.8	168.11	23
558099.svs	a857ca32-ae53-479c-a00e-c5a8618423b4	Annotation		Tumor	Root object (Image)	Polygon	13933.7	2882.9	418.73	81.72	4
558099.svs	ead0ab25-08fc-49fd-81e2-73970416bc9b	Annotation		Tumor	Root object (Image)	Polygon	14167.2	2490.5	311.7	67.69	4
558099.svs	26a4145e-ec7b-496a-9aac-c81953d7de25	Annotation		Tumor	Root object (Image)	Polygon	8457.6	10083	511.17	90.17	5
558099.svs	c6333af4-121e-4aea-8d0b-c18865b19448	Annotation		Tumor	Root object (Image)	Polygon	11317.7	16250.2	379.45	78.45	3
558099.svs	3c6be348-8c16-4edd-b742-a3227173a818	Annotation		Tumor	Root object (Image)	Polygon	6608.8	12812.4	851.57	116.18	11
558099.svs	a551b10f-10ed-49e4-8ae2-032965ee30d5	Annotation		Tumor	Root object (Image)	Polygon	10058.6	10660	260.6	64.85	4
558099.svs	eb96745f-aac2-4a8c-a377-d19bddaa8fb2	Annotation		Tumor	Root object (Image)	Polygon	14576.3	3287.5	473	92.26	4
558099.svs	1f0385a9-26f3-4b7b-9e1c-929ac3705a62	Annotation		Tumor	Root object (Image)	Polygon	11074.6	2833.8	622.8	106.99	9
558099.svs	6aa9203b-8f02-4ef7-9fc8-3165c57acdf6	Annotation		Tumor	Root object (Image)	Polygon	7918	13922.9	779.62	116.24	8
558099.svs	fac82a13-9e71-4f88-84a9-dd96dd5d25a9	Annotation		Tumor	Root object (Image)	Polygon	11084.9	3171.7	190.95	52.69	1
558099.svs	6334e70b-4d64-424f-97b9-eb877758d0cb	Annotation		Tumor	Root object (Image)	Polygon	8550.8	17857.2	289.94	67.78	2
558099.svs	19ca5be2-37b5-4979-932f-461e3779b956	Annotation		Lung tissue	Root object (Image)	Geometry	8408.7	12186.8	81949399.1	123432	1006113
558099.svs	c107f991-28ef-4134-891d-b1c80f1fff33	Annotation		Tumor	Root object (Image)	Polygon	16401.4	8817.6	614.48	99.45	7
558099.svs	47721fc0-5746-40ca-8742-4fcd3d4d4695	Annotation		Tumor	Root object (Image)	Polygon	13560	12101.2	273.51	64.93	2
558099.svs	7767b40d-1306-4a5b-a2a8-b608312e249b	Annotation		Tumor	Root object (Image)	Polygon	4878.5	9094.2	508.63	90.5	7
558099.svs	1014a00b-2925-47d8-8910-97de97702360	Annotation		Tumor	Root object (Image)	Polygon	7899.2	12261	349.74	71.49	6
558099.svs	9516931c-ba8c-4156-845b-6892de12fa31	Annotation		Tumor	Root object (Image)	Polygon	14595.4	2929.2	318.31	81.83	4
558099.svs	0d62fa98-f64e-4a73-8846-4f4909401188	Annotation		Tumor	Root object (Image)	Polygon	14990.3	13767.2	2437.7	268.06	26
558099.svs	48c0991a-671f-42d4-a34f-e5eba272533e	Annotation		Tumor	Root object (Image)	Polygon	11415.1	16603	446.09	81.95	5
558099.svs	2f82b7c2-0da2-41f9-a8ef-7ce2df259cfe	Annotation		Tumor	Root object (Image)	Polygon	6825.5	14668.9	433.09	81.6	6
558099.svs	50b87845-f53d-4d37-9e45-d4cb45eaf87f	Annotation		Tumor	Root object (Image)	Polygon	10772.2	11355	608.15	97.49	7
558099.svs	5c1eef58-3737-4786-80fd-f0830ec89e5d	Annotation		Tumor	Root object (Image)	Polygon	10364	2058.4	746	117.53	11
558099.svs	ef35ed57-0182-40e9-984c-a4dfb526e204	Annotation		Tumor	Root object (Image)	Polygon	10678.6	4076.8	153.9	51.81	1
558099.svs	7f6ff35a-0d54-46af-a7ac-ed6c7244fb7c	Annotation		Tumor	Root object (Image)	Polygon	16496.3	8716	3244.5	230.25	43
558099.svs	a6899c6c-bae0-4346-82df-7b690822dc26	Annotation		Tumor	Root object (Image)	Polygon	12507.4	12090	192.38	55.5	1
558099.svs	d25fbbc6-aa6d-4a80-89c1-5cd69228d78c	Annotation		Tumor	Root object (Image)	Polygon	14066.8	2523.2	237.95	60.7	1
558099.svs	f50779d3-5ef5-44b3-a4c3-d995134231a9	Annotation		Tumor	Root object (Image)	Polygon	7191	8780.6	771.04	113.1	12
558099.svs	3b5a06fa-9fb4-495d-90d0-0e3da167dfbe	Annotation		Tumor	Root object (Image)	Polygon	5258.7	12198.6	307.79	67.8	3
558099.svs	085d6862-6207-4a75-9b54-d72e15df6afb	Annotation		Tumor	Root object (Image)	Polygon	5241.9	13550.1	630.62	97.07	5
558099.svs	778aaf21-817a-401a-be80-450488e5dc5e	Annotation		Tumor	Root object (Image)	Polygon	6191.4	14890.6	558.13	94.2	6
558099.svs	863b6f12-e83c-4bb1-bfc0-f78005416cbc	Annotation		Tumor	Root object (Image)	Polygon	10703.3	13618.4	1784.2	186.05	18
558099.svs	4d733cec-f586-4d38-8b99-789f9b5c8fd1	Annotation		Tumor	Root object (Image)	Polygon	16781.8	8713.6	453.97	83.32	1
558099.svs	5904f252-1ba1-430a-bb8a-73b6d848208b	Annotation		Tumor	Root object (Image)	Polygon	14192.5	2519	200.39	58.15	1
558099.svs	9b751925-f3ae-4355-b054-95d6dbd794ff	Annotation		Tumor	Root object (Image)	Polygon	16148.9	4243.5	464.11	81.83	3
558099.svs	3c630f6a-aa3d-4eb4-840d-fa48245a6d10	Annotation		Tumor	Root object (Image)	Polygon	10513.5	13306.7	1345.5	156.58	13
