kind	path	ldd_output
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/Rsamtools/libs/Rsamtools.so	 libreadline.so.8 => /app/eb/software/libreadline/8.2-GCCcore-13.3.0/lib/libreadline.so.8 (0x0000155552fc0000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/Rsamtools/libs/Rsamtools.so	 libpcre2-8.so.0 => /app/eb/software/PCRE2/10.43-GCCcore-13.3.0/lib/libpcre2-8.so.0 (0x0000155552f1f000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/Rsamtools/libs/Rsamtools.so	 libdeflate.so.0 => /app/eb/software/libdeflate/1.20-GCCcore-13.3.0/lib/libdeflate.so.0 (0x0000155552f09000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/Rsamtools/libs/Rsamtools.so	 librt.so.1 => /lib64/librt.so.1 (0x0000155552d01000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/Rsamtools/libs/Rsamtools.so	 libdl.so.2 => /lib64/libdl.so.2 (0x0000155552afd000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/Rsamtools/libs/Rsamtools.so	 libiconv.so.2 => /app/eb/software/libiconv/1.17-GCCcore-13.3.0/lib/libiconv.so.2 (0x0000155552a17000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/Rsamtools/libs/Rsamtools.so	 libicuuc.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicuuc.so.75 (0x00001555527fa000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/Rsamtools/libs/Rsamtools.so	 libicui18n.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicui18n.so.75 (0x0000155552466000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/Rsamtools/libs/Rsamtools.so	 libgomp.so.1 => /app/eb/software/GCCcore/13.3.0/lib64/libgomp.so.1 (0x0000155552413000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/Rsamtools/libs/Rsamtools.so	 /lib64/ld-linux-x86-64.so.2 (0x0000155555324000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/Rsamtools/libs/Rsamtools.so	 libquadmath.so.0 => /app/eb/software/GCCcore/13.3.0/lib64/libquadmath.so.0 (0x00001555523cc000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/Rsamtools/libs/Rsamtools.so	 libncurses.so.6 => /app/eb/software/ncurses/6.5-GCCcore-13.3.0/lib/libncurses.so.6 (0x0000155552364000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/Rsamtools/libs/Rsamtools.so	 libicudata.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicudata.so.75 (0x0000155550613000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 linux-vdso.so.1 (0x0000155555551000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libzstd.so.1 => /app/eb/software/zstd/1.5.6-GCCcore-13.3.0/lib/libzstd.so.1 (0x0000155555433000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libR.so => /app/eb/software/R/4.4.2-gfbf-2024a/lib/R/lib/libR.so (0x0000155554ea1000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libstdc++.so.6 => /app/eb/software/GCCcore/13.3.0/lib64/libstdc++.so.6 (0x0000155554c3d000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libm.so.6 => /lib64/libm.so.6 (0x00001555548bb000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libgcc_s.so.1 => /app/eb/software/GCCcore/13.3.0/lib64/libgcc_s.so.1 (0x00001555553fa000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libc.so.6 => /lib64/libc.so.6 (0x00001555544e4000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libpthread.so.0 => /lib64/libpthread.so.0 (0x00001555542c4000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libflexiblas.so.3 => /app/eb/software/FlexiBLAS/3.4.4-GCC-13.3.0/lib/libflexiblas.so.3 (0x0000155553e82000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libgfortran.so.5 => /app/eb/software/GCCcore/13.3.0/lib64/libgfortran.so.5 (0x0000155553bab000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libreadline.so.8 => /app/eb/software/libreadline/8.2-GCCcore-13.3.0/lib/libreadline.so.8 (0x00001555553a1000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libpcre2-8.so.0 => /app/eb/software/PCRE2/10.43-GCCcore-13.3.0/lib/libpcre2-8.so.0 (0x0000155553b0a000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libdeflate.so.0 => /app/eb/software/libdeflate/1.20-GCCcore-13.3.0/lib/libdeflate.so.0 (0x0000155555389000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 liblzma.so.5 => /app/eb/software/XZ/5.4.5-GCCcore-13.3.0/lib/liblzma.so.5 (0x000015555535a000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libbz2.so.1.0 => /app/eb/software/bzip2/1.0.8-GCCcore-13.3.0/lib/libbz2.so.1.0 (0x0000155553af4000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libz.so.1 => /app/eb/software/zlib/1.3.1-GCCcore-13.3.0/lib/libz.so.1 (0x0000155553ad9000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 librt.so.1 => /lib64/librt.so.1 (0x00001555538d1000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libdl.so.2 => /lib64/libdl.so.2 (0x00001555536cd000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libiconv.so.2 => /app/eb/software/libiconv/1.17-GCCcore-13.3.0/lib/libiconv.so.2 (0x00001555535e7000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libicuuc.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicuuc.so.75 (0x00001555533ca000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libicui18n.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicui18n.so.75 (0x0000155553036000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libgomp.so.1 => /app/eb/software/GCCcore/13.3.0/lib64/libgomp.so.1 (0x0000155552fe3000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 /lib64/ld-linux-x86-64.so.2 (0x0000155555324000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libquadmath.so.0 => /app/eb/software/GCCcore/13.3.0/lib64/libquadmath.so.0 (0x0000155552f9c000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libncurses.so.6 => /app/eb/software/ncurses/6.5-GCCcore-13.3.0/lib/libncurses.so.6 (0x0000155552f34000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/nanoarrow/libs/nanoarrow.so	 libicudata.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicudata.so.75 (0x00001555511e3000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 linux-vdso.so.1 (0x0000155555551000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libflexiblas.so.3 => /app/eb/software/FlexiBLAS/3.4.4-GCC-13.3.0/lib/libflexiblas.so.3 (0x0000155554ee2000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libgfortran.so.5 => /app/eb/software/GCCcore/13.3.0/lib64/libgfortran.so.5 (0x0000155554c0b000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libR.so => /app/eb/software/R/4.4.2-gfbf-2024a/lib/R/lib/libR.so (0x0000155554788000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libstdc++.so.6 => /app/eb/software/GCCcore/13.3.0/lib64/libstdc++.so.6 (0x0000155554524000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libm.so.6 => /lib64/libm.so.6 (0x00001555541a2000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libgcc_s.so.1 => /app/eb/software/GCCcore/13.3.0/lib64/libgcc_s.so.1 (0x00001555554de000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libc.so.6 => /lib64/libc.so.6 (0x0000155553dcb000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libdl.so.2 => /lib64/libdl.so.2 (0x0000155553bc7000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libpthread.so.0 => /lib64/libpthread.so.0 (0x00001555539a7000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libquadmath.so.0 => /app/eb/software/GCCcore/13.3.0/lib64/libquadmath.so.0 (0x0000155555497000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 /lib64/ld-linux-x86-64.so.2 (0x0000155555324000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libreadline.so.8 => /app/eb/software/libreadline/8.2-GCCcore-13.3.0/lib/libreadline.so.8 (0x000015555543c000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libpcre2-8.so.0 => /app/eb/software/PCRE2/10.43-GCCcore-13.3.0/lib/libpcre2-8.so.0 (0x000015555539b000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libdeflate.so.0 => /app/eb/software/libdeflate/1.20-GCCcore-13.3.0/lib/libdeflate.so.0 (0x0000155555385000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 liblzma.so.5 => /app/eb/software/XZ/5.4.5-GCCcore-13.3.0/lib/liblzma.so.5 (0x0000155555356000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libbz2.so.1.0 => /app/eb/software/bzip2/1.0.8-GCCcore-13.3.0/lib/libbz2.so.1.0 (0x0000155553991000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libz.so.1 => /app/eb/software/zlib/1.3.1-GCCcore-13.3.0/lib/libz.so.1 (0x0000155553976000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 librt.so.1 => /lib64/librt.so.1 (0x000015555376e000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libiconv.so.2 => /app/eb/software/libiconv/1.17-GCCcore-13.3.0/lib/libiconv.so.2 (0x0000155553688000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libicuuc.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicuuc.so.75 (0x000015555346b000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libicui18n.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicui18n.so.75 (0x00001555530d7000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libgomp.so.1 => /app/eb/software/GCCcore/13.3.0/lib64/libgomp.so.1 (0x0000155553084000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libncurses.so.6 => /app/eb/software/ncurses/6.5-GCCcore-13.3.0/lib/libncurses.so.6 (0x000015555301a000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/kernlab/libs/kernlab.so	 libicudata.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicudata.so.75 (0x00001555512c9000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 linux-vdso.so.1 (0x0000155555551000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libpthread.so.0 => /lib64/libpthread.so.0 (0x0000155555104000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libR.so => /app/eb/software/R/4.4.2-gfbf-2024a/lib/R/lib/libR.so (0x0000155554c81000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libc.so.6 => /lib64/libc.so.6 (0x00001555548aa000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 /lib64/ld-linux-x86-64.so.2 (0x0000155555324000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libflexiblas.so.3 => /app/eb/software/FlexiBLAS/3.4.4-GCC-13.3.0/lib/libflexiblas.so.3 (0x0000155554468000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libgfortran.so.5 => /app/eb/software/GCCcore/13.3.0/lib64/libgfortran.so.5 (0x0000155554191000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libm.so.6 => /lib64/libm.so.6 (0x0000155553e0f000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libreadline.so.8 => /app/eb/software/libreadline/8.2-GCCcore-13.3.0/lib/libreadline.so.8 (0x00001555554a9000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libpcre2-8.so.0 => /app/eb/software/PCRE2/10.43-GCCcore-13.3.0/lib/libpcre2-8.so.0 (0x0000155555408000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libdeflate.so.0 => /app/eb/software/libdeflate/1.20-GCCcore-13.3.0/lib/libdeflate.so.0 (0x00001555553f2000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 liblzma.so.5 => /app/eb/software/XZ/5.4.5-GCCcore-13.3.0/lib/liblzma.so.5 (0x00001555553c3000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libbz2.so.1.0 => /app/eb/software/bzip2/1.0.8-GCCcore-13.3.0/lib/libbz2.so.1.0 (0x00001555553ab000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libz.so.1 => /app/eb/software/zlib/1.3.1-GCCcore-13.3.0/lib/libz.so.1 (0x0000155555390000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 librt.so.1 => /lib64/librt.so.1 (0x0000155553c07000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libdl.so.2 => /lib64/libdl.so.2 (0x0000155553a03000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libiconv.so.2 => /app/eb/software/libiconv/1.17-GCCcore-13.3.0/lib/libiconv.so.2 (0x000015555391d000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libicuuc.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicuuc.so.75 (0x0000155553700000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libicui18n.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicui18n.so.75 (0x000015555336c000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libgomp.so.1 => /app/eb/software/GCCcore/13.3.0/lib64/libgomp.so.1 (0x0000155553319000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libquadmath.so.0 => /app/eb/software/GCCcore/13.3.0/lib64/libquadmath.so.0 (0x00001555532d2000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libgcc_s.so.1 => /app/eb/software/GCCcore/13.3.0/lib64/libgcc_s.so.1 (0x0000155555368000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libncurses.so.6 => /app/eb/software/ncurses/6.5-GCCcore-13.3.0/lib/libncurses.so.6 (0x000015555326a000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libicudata.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicudata.so.75 (0x0000155551519000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/cli/libs/cli.so	 libstdc++.so.6 => /app/eb/software/GCCcore/13.3.0/lib64/libstdc++.so.6 (0x00001555512b5000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 linux-vdso.so.1 (0x0000155555551000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libgfortran.so.5 => /app/eb/software/GCCcore/13.3.0/lib64/libgfortran.so.5 (0x000015555504d000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libm.so.6 => /lib64/libm.so.6 (0x0000155554ccb000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libR.so => /app/eb/software/R/4.4.2-gfbf-2024a/lib/R/lib/libR.so (0x0000155554848000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libc.so.6 => /lib64/libc.so.6 (0x0000155554471000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libgcc_s.so.1 => /app/eb/software/GCCcore/13.3.0/lib64/libgcc_s.so.1 (0x0000155555507000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 /lib64/ld-linux-x86-64.so.2 (0x0000155555324000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libflexiblas.so.3 => /app/eb/software/FlexiBLAS/3.4.4-GCC-13.3.0/lib/libflexiblas.so.3 (0x000015555402f000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libreadline.so.8 => /app/eb/software/libreadline/8.2-GCCcore-13.3.0/lib/libreadline.so.8 (0x00001555554ae000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libpcre2-8.so.0 => /app/eb/software/PCRE2/10.43-GCCcore-13.3.0/lib/libpcre2-8.so.0 (0x000015555540d000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libdeflate.so.0 => /app/eb/software/libdeflate/1.20-GCCcore-13.3.0/lib/libdeflate.so.0 (0x00001555553f7000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 liblzma.so.5 => /app/eb/software/XZ/5.4.5-GCCcore-13.3.0/lib/liblzma.so.5 (0x00001555553c8000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libbz2.so.1.0 => /app/eb/software/bzip2/1.0.8-GCCcore-13.3.0/lib/libbz2.so.1.0 (0x00001555553b0000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libz.so.1 => /app/eb/software/zlib/1.3.1-GCCcore-13.3.0/lib/libz.so.1 (0x0000155555395000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 librt.so.1 => /lib64/librt.so.1 (0x0000155553e27000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libdl.so.2 => /lib64/libdl.so.2 (0x0000155553c23000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libpthread.so.0 => /lib64/libpthread.so.0 (0x0000155553a03000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libiconv.so.2 => /app/eb/software/libiconv/1.17-GCCcore-13.3.0/lib/libiconv.so.2 (0x000015555391d000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libicuuc.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicuuc.so.75 (0x0000155553700000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libicui18n.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicui18n.so.75 (0x000015555336c000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libgomp.so.1 => /app/eb/software/GCCcore/13.3.0/lib64/libgomp.so.1 (0x0000155553319000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libquadmath.so.0 => /app/eb/software/GCCcore/13.3.0/lib64/libquadmath.so.0 (0x00001555532d2000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libncurses.so.6 => /app/eb/software/ncurses/6.5-GCCcore-13.3.0/lib/libncurses.so.6 (0x000015555326a000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libicudata.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicudata.so.75 (0x0000155551519000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/leaps/libs/leaps.so	 libstdc++.so.6 => /app/eb/software/GCCcore/13.3.0/lib64/libstdc++.so.6 (0x00001555512b5000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 linux-vdso.so.1 (0x0000155555551000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libR.so => /app/eb/software/R/4.4.2-gfbf-2024a/lib/R/lib/libR.so (0x0000155554ea1000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libstdc++.so.6 => /app/eb/software/GCCcore/13.3.0/lib64/libstdc++.so.6 (0x0000155554c3d000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libm.so.6 => /lib64/libm.so.6 (0x00001555548bb000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libgomp.so.1 => /app/eb/software/GCCcore/13.3.0/lib64/libgomp.so.1 (0x0000155555465000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libgcc_s.so.1 => /app/eb/software/GCCcore/13.3.0/lib64/libgcc_s.so.1 (0x000015555543d000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libpthread.so.0 => /lib64/libpthread.so.0 (0x000015555469b000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libc.so.6 => /lib64/libc.so.6 (0x00001555542c4000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libflexiblas.so.3 => /app/eb/software/FlexiBLAS/3.4.4-GCC-13.3.0/lib/libflexiblas.so.3 (0x0000155553e82000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libgfortran.so.5 => /app/eb/software/GCCcore/13.3.0/lib64/libgfortran.so.5 (0x0000155553bab000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libreadline.so.8 => /app/eb/software/libreadline/8.2-GCCcore-13.3.0/lib/libreadline.so.8 (0x00001555553e4000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libpcre2-8.so.0 => /app/eb/software/PCRE2/10.43-GCCcore-13.3.0/lib/libpcre2-8.so.0 (0x0000155553b0a000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libdeflate.so.0 => /app/eb/software/libdeflate/1.20-GCCcore-13.3.0/lib/libdeflate.so.0 (0x00001555553cc000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 liblzma.so.5 => /app/eb/software/XZ/5.4.5-GCCcore-13.3.0/lib/liblzma.so.5 (0x000015555539d000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libbz2.so.1.0 => /app/eb/software/bzip2/1.0.8-GCCcore-13.3.0/lib/libbz2.so.1.0 (0x0000155555387000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libz.so.1 => /app/eb/software/zlib/1.3.1-GCCcore-13.3.0/lib/libz.so.1 (0x000015555536c000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 librt.so.1 => /lib64/librt.so.1 (0x0000155553902000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libdl.so.2 => /lib64/libdl.so.2 (0x00001555536fe000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libiconv.so.2 => /app/eb/software/libiconv/1.17-GCCcore-13.3.0/lib/libiconv.so.2 (0x0000155553618000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libicuuc.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicuuc.so.75 (0x00001555533fb000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 libicui18n.so.75 => /app/eb/software/ICU/75.1-GCCcore-13.3.0/lib/libicui18n.so.75 (0x0000155553067000)
R_package	/home/4482173/R/x86_64-pc-linux-gnu-library/4.4/transport/libs/transport.so	 /lib64/ld-linux-x86-64.so.2 (0x0000155555324000)
