db_source_id	source_id	context_key	ploidy	condition_replicate	event	biological_passage	ltee_comment_membership	classification_status	n_bundles_success	n_bundles_failed	n_bundles_unavailable	failure_reasons	cell_state	count	eligible_denominator	frequency	feature_modes	prediction_shard
SUM-159_NLS_2N_O2_A5_seedT2	SUM-159_NLS_2N_O2_A5_seedT2	SUM-159-NLS-2N	2N	O2	harvest	10	TRUE	classified_full_promoted	4	0	0		dead_cell	319	16663	0.019144212	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A5_seedT2.tsv.gz
SUM-159_NLS_2N_O2_A6_seedT1	SUM-159_NLS_2N_O2_A6_seedT1	SUM-159-NLS-2N	2N	O2	harvest	11	TRUE	classified_full_promoted	4	0	0		dead_cell	168	3215	0.052255054	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A6_seedT1.tsv.gz
SUM-159_NLS_2N_O2_A6_seedT2	SUM-159_NLS_2N_O2_A6_seedT2	SUM-159-NLS-2N	2N	O2	harvest	11	TRUE	classified_full_promoted	4	0	0		dead_cell	428	10906	0.039244453	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A6_seedT2.tsv.gz
SUM-159_NLS_2N_O2_A7_seedT1	SUM-159_NLS_2N_O2_A7_seedT1	SUM-159-NLS-2N	2N	O2	harvest	12	TRUE	classified_full_promoted	4	0	0		dead_cell	191	4117	0.046393005	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A7_seedT1.tsv.gz
SUM-159_NLS_2N_O2_A7_seedT2	SUM-159_NLS_2N_O2_A7_seedT2	SUM-159-NLS-2N	2N	O2	harvest	12	TRUE	classified_full_promoted	4	0	0		dead_cell	126	10199	0.012354152	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A7_seedT2.tsv.gz
SUM159_NLS_2N_O2_A7K_harvest	SUM-159_NLS_2N_O2_A7K_harvest	SUM-159-NLS-2N	2N	O2	harvest	13	TRUE	classified_full_promoted	4	0	0		dead_cell	789	9018	0.087491683	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A7K_harvest.tsv.gz
SUM-159_NLS_2N_O2_A8_seedT1	SUM-159_NLS_2N_O2_A8_seedT1	SUM-159-NLS-2N	2N	O2	harvest	13	TRUE	classified_full_promoted	4	0	0		dead_cell	95	917	0.103598691	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A8_seedT1.tsv.gz
SUM-159_NLS_2N_O2_A8_seedT2	SUM-159_NLS_2N_O2_A8_seedT2	SUM-159-NLS-2N	2N	O2	harvest	13	TRUE	classified_full_promoted	4	0	0		dead_cell	363	8325	0.043603604	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A8_seedT2.tsv.gz
SUM-159_NLS_2N_O2_A9_seedT1	SUM-159_NLS_2N_O2_A9_seedT1	SUM-159-NLS-2N	2N	O2	harvest	14	TRUE	classified_full_promoted	4	0	0		dead_cell	59	685	0.086131387	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A9_seedT1.tsv.gz
SUM-159_NLS_2N_O2_A9_seedT2	SUM-159_NLS_2N_O2_A9_seedT2	SUM-159-NLS-2N	2N	O2	harvest	14	TRUE	classified_full_promoted	4	0	0		dead_cell	323	2755	0.117241379	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A9_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A1_seedT1	SUM-159_NLS_4N_O2_A1_seedT1	SUM-159-NLS-4N	4N	O2	harvest	9	TRUE	classified_full_promoted	4	0	0		dead_cell	212	6613	0.032058067	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A1_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A10_seedT1	SUM-159_NLS_4N_O2_A10_seedT1	SUM-159-NLS-4N	4N	O2	harvest	18	TRUE	classified_full_promoted	4	0	0		dead_cell	79	1375	0.057454545	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A10_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A10_seedT2	SUM-159_NLS_4N_O2_A10_seedT2	SUM-159-NLS-4N	4N	O2	harvest	18	TRUE	classified_full_promoted	4	0	0		dead_cell	166	6517	0.025471843	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A10_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A11_seedT1	SUM-159_NLS_4N_O2_A11_seedT1	SUM-159-NLS-4N	4N	O2	harvest	19	TRUE	classified_full_promoted	4	0	0		dead_cell	294	4693	0.062646495	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A11_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A11_seedT2	SUM-159_NLS_4N_O2_A11_seedT2	SUM-159-NLS-4N	4N	O2	harvest	19	TRUE	classified_full_promoted	4	0	0		dead_cell	385	5275	0.072985782	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A11_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A12_seedT1	SUM-159_NLS_4N_O2_A12_seedT1	SUM-159-NLS-4N	4N	O2	harvest	20	TRUE	classified_full_promoted	4	0	0		dead_cell	181	3008	0.060172872	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A12_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A12_seedT2	SUM-159_NLS_4N_O2_A12_seedT2	SUM-159-NLS-4N	4N	O2	harvest	20	TRUE	classified_full_promoted	4	0	0		dead_cell	223	6179	0.036089982	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A12_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A13_seedT1	SUM-159_NLS_4N_O2_A13_seedT1	SUM-159-NLS-4N	4N	O2	harvest	21	TRUE	classified_full_promoted	4	0	0		dead_cell	108	2011	0.053704625	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A13_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A14_seedT2	SUM-159_NLS_4N_O2_A14_seedT2	SUM-159-NLS-4N	4N	O2	harvest	22	TRUE	classified_full_promoted	4	0	0		dead_cell	355	3037	0.116891669	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A14_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A14_seedT3	SUM-159_NLS_4N_O2_A14_seedT3	SUM-159-NLS-4N	4N	O2	harvest	22	TRUE	classified_full_promoted	4	0	0		dead_cell	362	5346	0.067714179	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A14_seedT3.tsv.gz
SUM-159_NLS_4N_O2_A14_seedT4	SUM-159_NLS_4N_O2_A14_seedT4	SUM-159-NLS-4N	4N	O2	harvest	22	TRUE	classified_full_promoted	4	0	0		dead_cell	435	8442	0.051528074	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A14_seedT4.tsv.gz
SUM-159_NLS_4N_O2_A15_seedT1	SUM-159_NLS_4N_O2_A15_seedT1	SUM-159-NLS-4N	4N	O2	harvest	23	TRUE	classified_full_promoted	4	0	0		dead_cell	234	3057	0.076545633	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A15_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A15_seedT2	SUM-159_NLS_4N_O2_A15_seedT2	SUM-159-NLS-4N	4N	O2	harvest	23	TRUE	classified_full_promoted	4	0	0		dead_cell	261	5791	0.045069936	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A15_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A15_seedT3	SUM-159_NLS_4N_O2_A15_seedT3	SUM-159-NLS-4N	4N	O2	harvest	23	TRUE	classified_full_promoted	4	0	0		dead_cell	407	6930	0.058730159	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A15_seedT3.tsv.gz
SUM-159_NLS_4N_O2_A15_seedT4	SUM-159_NLS_4N_O2_A15_seedT4	SUM-159-NLS-4N	4N	O2	harvest	23	TRUE	classified_full_promoted	4	0	0		dead_cell	78	2714	0.028739867	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A15_seedT4.tsv.gz
SUM-159_NLS_4N_O2_A16_seedT1	SUM-159_NLS_4N_O2_A16_seedT1	SUM-159-NLS-4N	4N	O2	harvest	24	TRUE	classified_full_promoted	4	0	0		dead_cell	70	337	0.207715134	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A16_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A16_seedT2	SUM-159_NLS_4N_O2_A16_seedT2	SUM-159-NLS-4N	4N	O2	harvest	24	TRUE	classified_full_promoted	4	0	0		dead_cell	122	914	0.133479212	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A16_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A16_seedT3	SUM-159_NLS_4N_O2_A16_seedT3	SUM-159-NLS-4N	4N	O2	harvest	24	TRUE	classified_full_promoted	4	0	0		dead_cell	290	2367	0.122517955	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A16_seedT3.tsv.gz
SUM-159_NLS_4N_O2_A16_seedT4	SUM-159_NLS_4N_O2_A16_seedT4	SUM-159-NLS-4N	4N	O2	harvest	24	TRUE	classified_full_promoted	4	0	0		dead_cell	469	1643	0.285453439	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A16_seedT4.tsv.gz
SUM-159_NLS_4N_O2_A16_seedT5	SUM-159_NLS_4N_O2_A16_seedT5	SUM-159-NLS-4N	4N	O2	harvest	24	TRUE	classified_full_promoted	4	0	0		dead_cell	374	5865	0.063768116	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A16_seedT5.tsv.gz
SUM-159_NLS_4N_O2_A16_seedT6	SUM-159_NLS_4N_O2_A16_seedT6	SUM-159-NLS-4N	4N	O2	harvest	24	TRUE	classified_full_promoted	4	0	0		dead_cell	876	9575	0.091488251	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A16_seedT6.tsv.gz
SUM-159_NLS_4N_O2_A17_seedT1	SUM-159_NLS_4N_O2_A17_seedT1	SUM-159-NLS-4N	4N	O2	harvest	25	TRUE	classified_full_promoted	4	0	0		dead_cell	491	5085	0.096558505	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A17_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A17_seedT2	SUM-159_NLS_4N_O2_A17_seedT2	SUM-159-NLS-4N	4N	O2	harvest	25	TRUE	classified_full_promoted	4	0	0		dead_cell	534	7710	0.0692607	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A17_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A18_seedT1	SUM-159_NLS_4N_O2_A18_seedT1	SUM-159-NLS-4N	4N	O2	harvest	26	TRUE	classified_full_promoted	4	0	0		dead_cell	256	1213	0.211046991	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A18_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A18_seedT2	SUM-159_NLS_4N_O2_A18_seedT2	SUM-159-NLS-4N	4N	O2	harvest	26	TRUE	classified_full_promoted	4	0	0		dead_cell	343	4920	0.069715447	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A18_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A19_seedT1	SUM-159_NLS_4N_O2_A19_seedT1	SUM-159-NLS-4N	4N	O2	harvest	27	TRUE	classified_full_promoted	4	0	0		dead_cell	265	2041	0.129838315	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A19_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A19_seedT2	SUM-159_NLS_4N_O2_A19_seedT2	SUM-159-NLS-4N	4N	O2	harvest	27	TRUE	classified_full_promoted	4	0	0		dead_cell	357	4488	0.079545455	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A19_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A2_seedT1	SUM-159_NLS_4N_O2_A2_seedT1	SUM-159-NLS-4N	4N	O2	harvest	10	TRUE	classified_full_promoted	4	0	0		dead_cell	54	1015	0.05320197	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A2_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A2_seedT2	SUM-159_NLS_4N_O2_A2_seedT2	SUM-159-NLS-4N	4N	O2	harvest	10	TRUE	classified_full_promoted	4	0	0		dead_cell	102	4997	0.020412247	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A2_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A20_seedT1	SUM-159_NLS_4N_O2_A20_seedT1	SUM-159-NLS-4N	4N	O2	harvest	28	TRUE	classified_full_promoted	4	0	0		dead_cell	232	6122	0.037896112	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A20_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A21_seedT1	SUM-159_NLS_4N_O2_A21_seedT1	SUM-159-NLS-4N	4N	O2	harvest	29	TRUE	classified_full_promoted	4	0	0		dead_cell	293	4117	0.071168326	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A21_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A21_seedT2	SUM-159_NLS_4N_O2_A21_seedT2	SUM-159-NLS-4N	4N	O2	harvest	29	TRUE	classified_full_promoted	4	0	0		dead_cell	337	9795	0.034405309	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A21_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A22_seedT1	SUM-159_NLS_4N_O2_A22_seedT1	SUM-159-NLS-4N	4N	O2	harvest	30	TRUE	classified_full_promoted	4	0	0		dead_cell	286	3894	0.073446328	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A22_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A22_seedT2	SUM-159_NLS_4N_O2_A22_seedT2	SUM-159-NLS-4N	4N	O2	harvest	30	TRUE	classified_full_promoted	4	0	0		dead_cell	208	9065	0.022945394	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A22_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A3_seedT1	SUM-159_NLS_4N_O2_A3_seedT1	SUM-159-NLS-4N	4N	O2	harvest	11	TRUE	classified_full_promoted	4	0	0		dead_cell	80	5311	0.015063077	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A3_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A3_seedT2	SUM-159_NLS_4N_O2_A3_seedT2	SUM-159-NLS-4N	4N	O2	harvest	11	TRUE	classified_full_promoted	4	0	0		dead_cell	149	7466	0.019957139	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A3_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A4_seedT1	SUM-159_NLS_4N_O2_A4_seedT1	SUM-159-NLS-4N	4N	O2	harvest	12	TRUE	classified_full_promoted	4	0	0		dead_cell	91	2533	0.03592578	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A4_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A4_seedT2	SUM-159_NLS_4N_O2_A4_seedT2	SUM-159-NLS-4N	4N	O2	harvest	12	TRUE	classified_full_promoted	4	0	0		dead_cell	56	8051	0.006955658	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A4_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A5_seedT1	SUM-159_NLS_4N_O2_A5_seedT1	SUM-159-NLS-4N	4N	O2	harvest	13	TRUE	classified_full_promoted	4	0	0		dead_cell	88	4390	0.020045558	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A5_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A5_seedT2	SUM-159_NLS_4N_O2_A5_seedT2	SUM-159-NLS-4N	4N	O2	harvest	13	TRUE	classified_full_promoted	4	0	0		dead_cell	45	9883	0.004553273	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A5_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A6_seedT1	SUM-159_NLS_4N_O2_A6_seedT1	SUM-159-NLS-4N	4N	O2	harvest	14	TRUE	classified_full_promoted	4	0	0		dead_cell	110	2838	0.03875969	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A6_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A6_seedT2	SUM-159_NLS_4N_O2_A6_seedT2	SUM-159-NLS-4N	4N	O2	harvest	14	TRUE	classified_full_promoted	4	0	0		dead_cell	88	8876	0.009914376	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A6_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A7_seedT1	SUM-159_NLS_4N_O2_A7_seedT1	SUM-159-NLS-4N	4N	O2	harvest	15	TRUE	classified_full_promoted	4	0	0		dead_cell	65	3116	0.020860077	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A7_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A7_seedT2	SUM-159_NLS_4N_O2_A7_seedT2	SUM-159-NLS-4N	4N	O2	harvest	15	TRUE	classified_full_promoted	4	0	0		dead_cell	49	7436	0.006589564	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A7_seedT2.tsv.gz
SUM159_NLS_4N_O2_A7K_harvest	SUM-159_NLS_4N_O2_A7K_harvest	SUM-159-NLS-4N	4N	O2	harvest	16	TRUE	classified_full_promoted	4	0	0		dead_cell	387	10101	0.038313038	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A7K_harvest.tsv.gz
SUM-159_NLS_4N_O2_A8_seedT1	SUM-159_NLS_4N_O2_A8_seedT1	SUM-159-NLS-4N	4N	O2	harvest	16	TRUE	classified_full_promoted	4	0	0		dead_cell	63	1362	0.046255507	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A8_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A8_seedT2	SUM-159_NLS_4N_O2_A8_seedT2	SUM-159-NLS-4N	4N	O2	harvest	16	TRUE	classified_full_promoted	4	0	0		dead_cell	117	7443	0.015719468	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A8_seedT2.tsv.gz
SUM-159_NLS_4N_O2_A9_seedT1	SUM-159_NLS_4N_O2_A9_seedT1	SUM-159-NLS-4N	4N	O2	harvest	17	TRUE	classified_full_promoted	4	0	0		dead_cell	72	1727	0.041690793	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A9_seedT1.tsv.gz
SUM-159_NLS_4N_O2_A9_seedT2	SUM-159_NLS_4N_O2_A9_seedT2	SUM-159-NLS-4N	4N	O2	harvest	17	TRUE	classified_full_promoted	4	0	0		dead_cell	192	5773	0.033258271	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A9_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A1_seed	SUM-159_NLS_2N_O1_A1_seed	SUM-159-NLS-2N	2N	O1	seeding	9	TRUE	classified_partial_full_promoted	3	0	1	no raw+mask or historical DetectionResults	dead_cell	24	771	0.031128405	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A1_seed.tsv.gz
SUM-159_NLS_4N_O1_A1_seed	SUM-159_NLS_4N_O1_A1_seed	SUM-159-NLS-4N	4N	O1	seeding	6	TRUE	classified_partial_full_promoted	3	0	1	no raw+mask or historical DetectionResults	dead_cell	76	1507	0.050431321	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A1_seed.tsv.gz
SUM-159_NLS_2N_O1_A14_seedT1	SUM-159_NLS_2N_O1_A14_seedT1	SUM-159-NLS-2N	2N	O1	harvest	22	TRUE	classified_partial_full_promoted	3	0	1	no raw+mask or historical DetectionResults	dead_cell	126	628	0.200636943	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A14_seedT1.tsv.gz
