db_source_id	source_id	context_key	ploidy	condition_replicate	event	biological_passage	ltee_comment_membership	classification_status	n_bundles_success	n_bundles_failed	n_bundles_unavailable	failure_reasons	cell_state	count	eligible_denominator	frequency	feature_modes	prediction_shard
SUM-159_NLS_4N_O1_A11_seedT1	SUM-159_NLS_4N_O1_A11_seedT1	SUM-159-NLS-4N	4N	O1	harvest	16	TRUE	classified_partial_full_promoted	3	0	1	no raw+mask or historical DetectionResults	dead_cell	114	1683	0.067736185	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A11_seedT1.tsv.gz
SUM-159_NLS_4N_O1_A21_seedT2	SUM-159_NLS_4N_O1_A21_seedT2	SUM-159-NLS-4N	4N	O1	harvest	26	TRUE	classified_partial_full_promoted	3	0	1	no raw+mask or historical DetectionResults	dead_cell	170	7559	0.022489747	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A21_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A2_seed	SUM-159_NLS_2N_O1_A2_seed	SUM-159-NLS-2N	2N	O1	seeding	10	TRUE	classified_full_promoted	4	0	0		dead_cell	51	554	0.092057762	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A2_seed.tsv.gz
SUM-159_NLS_2N_O1_A3_seed	SUM-159_NLS_2N_O1_A3_seed	SUM-159-NLS-2N	2N	O1	seeding	11	TRUE	classified_full_promoted	4	0	0		dead_cell	56	549	0.102003643	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A3_seed.tsv.gz
SUM-159_NLS_2N_O1_A4_seed	SUM-159_NLS_2N_O1_A4_seed	SUM-159-NLS-2N	2N	O1	seeding	12	TRUE	classified_full_promoted	4	0	0		dead_cell	25	745	0.033557047	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A4_seed.tsv.gz
SUM-159_NLS_2N_O1_A5_seed	SUM-159_NLS_2N_O1_A5_seed	SUM-159-NLS-2N	2N	O1	seeding	13	TRUE	classified_full_promoted	4	0	0		dead_cell	58	1006	0.057654076	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A5_seed.tsv.gz
SUM-159_NLS_2N_O1_A6_seed	SUM-159_NLS_2N_O1_A6_seed	SUM-159-NLS-2N	2N	O1	seeding	14	TRUE	classified_full_promoted	4	0	0		dead_cell	46	655	0.070229008	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A6_seed.tsv.gz
SUM-159_NLS_2N_O1_A7_seed	SUM-159_NLS_2N_O1_A7_seed	SUM-159-NLS-2N	2N	O1	seeding	15	TRUE	classified_full_promoted	4	0	0		dead_cell	28	497	0.056338028	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A7_seed.tsv.gz
SUM-159_NLS_2N_O1_A7K_seed	SUM-159_NLS_2N_O1_A7K_seed	SUM-159-NLS-2N	2N	O1	seeding	16	TRUE	classified_full_promoted	4	0	0		dead_cell	300	1693	0.177200236	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A7K_seed.tsv.gz
SUM-159_NLS_2N_O1_A8_seed	SUM-159_NLS_2N_O1_A8_seed	SUM-159-NLS-2N	2N	O1	seeding	16	TRUE	classified_full_promoted	4	0	0		dead_cell	164	375	0.437333333	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A8_seed.tsv.gz
SUM-159_NLS_4N_O1_A2_seed	SUM-159_NLS_4N_O1_A2_seed	SUM-159-NLS-4N	4N	O1	seeding	7	TRUE	classified_full_promoted	4	0	0		dead_cell	47	631	0.074484945	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A2_seed.tsv.gz
SUM-159_NLS_4N_O1_A3_seed	SUM-159_NLS_4N_O1_A3_seed	SUM-159-NLS-4N	4N	O1	seeding	8	TRUE	classified_full_promoted	4	0	0		dead_cell	31	1330	0.023308271	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A3_seed.tsv.gz
SUM-159_NLS_4N_O1_A4_seed	SUM-159_NLS_4N_O1_A4_seed	SUM-159-NLS-4N	4N	O1	seeding	9	TRUE	classified_full_promoted	4	0	0		dead_cell	17	644	0.026397516	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A4_seed.tsv.gz
SUM-159_NLS_4N_O1_A5_seed	SUM-159_NLS_4N_O1_A5_seed	SUM-159-NLS-4N	4N	O1	seeding	10	TRUE	classified_full_promoted	4	0	0		dead_cell	7	662	0.010574018	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A5_seed.tsv.gz
SUM-159_NLS_4N_O1_A6_seed	SUM-159_NLS_4N_O1_A6_seed	SUM-159-NLS-4N	4N	O1	seeding	11	TRUE	classified_full_promoted	4	0	0		dead_cell	30	891	0.033670034	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A6_seed.tsv.gz
SUM-159_NLS_4N_O1_A7_seed	SUM-159_NLS_4N_O1_A7_seed	SUM-159-NLS-4N	4N	O1	seeding	12	TRUE	classified_full_promoted	4	0	0		dead_cell	18	362	0.049723757	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A7_seed.tsv.gz
SUM-159_NLS_4N_O1_A7K_seed	SUM-159_NLS_4N_O1_A7K_seed	SUM-159-NLS-4N	4N	O1	seeding	13	TRUE	classified_full_promoted	4	0	0		dead_cell	135	2274	0.059366755	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A7K_seed.tsv.gz
SUM-159_NLS_4N_O1_A8_seed	SUM-159_NLS_4N_O1_A8_seed	SUM-159-NLS-4N	4N	O1	seeding	13	TRUE	classified_full_promoted	4	0	0		dead_cell	99	489	0.202453988	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A8_seed.tsv.gz
SUM-159_NLS_2N_O1_A1_seedT1	SUM-159_NLS_2N_O1_A1_seedT1	SUM-159-NLS-2N	2N	O1	harvest	9	TRUE	classified_full_promoted	4	0	0		dead_cell	118	9323	0.01265687	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A1_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A10_seedT1	SUM-159_NLS_2N_O1_A10_seedT1	SUM-159-NLS-2N	2N	O1	harvest	18	TRUE	classified_full_promoted	4	0	0		dead_cell	349	6257	0.055777529	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A10_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A10_seedT2	SUM-159_NLS_2N_O1_A10_seedT2	SUM-159-NLS-2N	2N	O1	harvest	18	TRUE	classified_full_promoted	4	0	0		dead_cell	347	8336	0.041626679	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A10_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A11_seedT1	SUM-159_NLS_2N_O1_A11_seedT1	SUM-159-NLS-2N	2N	O1	harvest	19	TRUE	classified_full_promoted	4	0	0		dead_cell	702	3718	0.188811189	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A11_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A11_seedT2	SUM-159_NLS_2N_O1_A11_seedT2	SUM-159-NLS-2N	2N	O1	harvest	19	TRUE	classified_full_promoted	4	0	0		dead_cell	718	7342	0.097793517	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A11_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A12_seedT1	SUM-159_NLS_2N_O1_A12_seedT1	SUM-159-NLS-2N	2N	O1	harvest	20	TRUE	classified_full_promoted	4	0	0		dead_cell	320	2205	0.145124717	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A12_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A12_seedT2	SUM-159_NLS_2N_O1_A12_seedT2	SUM-159-NLS-2N	2N	O1	harvest	20	TRUE	classified_full_promoted	4	0	0		dead_cell	792	5823	0.136012365	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A12_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A12_seedT3	SUM-159_NLS_2N_O1_A12_seedT3	SUM-159-NLS-2N	2N	O1	harvest	20	TRUE	classified_full_promoted	4	0	0		dead_cell	525	5910	0.088832487	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A12_seedT3.tsv.gz
SUM-159_NLS_2N_O1_A13_seedT1	SUM-159_NLS_2N_O1_A13_seedT1	SUM-159-NLS-2N	2N	O1	harvest	21	TRUE	classified_full_promoted	4	0	0		dead_cell	130	1376	0.094476744	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A13_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A13_seedT3	SUM-159_NLS_2N_O1_A13_seedT3	SUM-159-NLS-2N	2N	O1	harvest	21	TRUE	classified_full_promoted	4	0	0		dead_cell	891	9224	0.096595837	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A13_seedT3.tsv.gz
SUM-159_NLS_2N_O1_A14_seedT2	SUM-159_NLS_2N_O1_A14_seedT2	SUM-159-NLS-2N	2N	O1	harvest	22	TRUE	classified_full_promoted	4	0	0		dead_cell	288	2675	0.107663551	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A14_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A14_seedT3	SUM-159_NLS_2N_O1_A14_seedT3	SUM-159-NLS-2N	2N	O1	harvest	22	TRUE	classified_full_promoted	4	0	0		dead_cell	882	7036	0.125355316	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A14_seedT3.tsv.gz
SUM-159_NLS_2N_O1_A15_seedT1	SUM-159_NLS_2N_O1_A15_seedT1	SUM-159-NLS-2N	2N	O1	harvest	23	TRUE	classified_full_promoted	4	0	0		dead_cell	563	2531	0.222441723	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A15_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A15_seedT2	SUM-159_NLS_2N_O1_A15_seedT2	SUM-159-NLS-2N	2N	O1	harvest	23	TRUE	classified_full_promoted	4	0	0		dead_cell	898	5862	0.153190038	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A15_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A16_seedT2	SUM-159_NLS_2N_O1_A16_seedT2	SUM-159-NLS-2N	2N	O1	harvest	24	TRUE	classified_full_promoted	4	0	0		dead_cell	441	2593	0.170073274	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A16_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A16_seedT3	SUM-159_NLS_2N_O1_A16_seedT3	SUM-159-NLS-2N	2N	O1	harvest	24	TRUE	classified_full_promoted	4	0	0		dead_cell	890	7687	0.115779888	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A16_seedT3.tsv.gz
SUM-159_NLS_2N_O1_A16_seedT4	SUM-159_NLS_2N_O1_A16_seedT4	SUM-159-NLS-2N	2N	O1	harvest	24	TRUE	classified_full_promoted	4	0	0		dead_cell	184	6361	0.028926269	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A16_seedT4.tsv.gz
SUM-159_NLS_2N_O1_A17_seedT1	SUM-159_NLS_2N_O1_A17_seedT1	SUM-159-NLS-2N	2N	O1	harvest	25	TRUE	classified_full_promoted	4	0	0		dead_cell	199	960	0.207291667	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A17_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A17_seedT2	SUM-159_NLS_2N_O1_A17_seedT2	SUM-159-NLS-2N	2N	O1	harvest	25	TRUE	classified_full_promoted	4	0	0		dead_cell	560	4420	0.126696833	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A17_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A17_seedT3	SUM-159_NLS_2N_O1_A17_seedT3	SUM-159-NLS-2N	2N	O1	harvest	25	TRUE	classified_full_promoted	4	0	0		dead_cell	617	8201	0.075234727	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A17_seedT3.tsv.gz
SUM-159_NLS_2N_O1_A18_seedT1	SUM-159_NLS_2N_O1_A18_seedT1	SUM-159-NLS-2N	2N	O1	harvest	26	TRUE	classified_full_promoted	4	0	0		dead_cell	557	3780	0.147354497	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A18_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A18_seedT2	SUM-159_NLS_2N_O1_A18_seedT2	SUM-159-NLS-2N	2N	O1	harvest	26	TRUE	classified_full_promoted	4	0	0		dead_cell	1022	11781	0.086749851	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A18_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A19_seedT1	SUM-159_NLS_2N_O1_A19_seedT1	SUM-159-NLS-2N	2N	O1	harvest	27	TRUE	classified_full_promoted	4	0	0		dead_cell	1204	10258	0.117371807	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A19_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A19_seedT2	SUM-159_NLS_2N_O1_A19_seedT2	SUM-159-NLS-2N	2N	O1	harvest	27	TRUE	classified_full_promoted	4	0	0		dead_cell	1380	13576	0.101649971	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A19_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A2_seedT1	SUM-159_NLS_2N_O1_A2_seedT1	SUM-159-NLS-2N	2N	O1	harvest	10	TRUE	classified_full_promoted	4	0	0		dead_cell	39	1143	0.034120735	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A2_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A2_seedT2	SUM-159_NLS_2N_O1_A2_seedT2	SUM-159-NLS-2N	2N	O1	harvest	10	TRUE	classified_full_promoted	4	0	0		dead_cell	332	8724	0.038055938	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A2_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A20_seedT1	SUM-159_NLS_2N_O1_A20_seedT1	SUM-159-NLS-2N	2N	O1	harvest	28	TRUE	classified_full_promoted	4	0	0		dead_cell	287	1645	0.174468085	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A20_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A20_seedT2	SUM-159_NLS_2N_O1_A20_seedT2	SUM-159-NLS-2N	2N	O1	harvest	28	TRUE	classified_full_promoted	4	0	0		dead_cell	453	6611	0.06852216	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A20_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A21_seedT1	SUM-159_NLS_2N_O1_A21_seedT1	SUM-159-NLS-2N	2N	O1	harvest	29	TRUE	classified_full_promoted	4	0	0		dead_cell	290	2082	0.139289145	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A21_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A21_seedT2	SUM-159_NLS_2N_O1_A21_seedT2	SUM-159-NLS-2N	2N	O1	harvest	29	TRUE	classified_full_promoted	4	0	0		dead_cell	941	8679	0.108422629	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A21_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A22_seedT1	SUM-159_NLS_2N_O1_A22_seedT1	SUM-159-NLS-2N	2N	O1	harvest	30	TRUE	classified_full_promoted	4	0	0		dead_cell	431	5144	0.083786936	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A22_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A23_seedT1	SUM-159_NLS_2N_O1_A23_seedT1	SUM-159-NLS-2N	2N	O1	harvest	31	TRUE	classified_full_promoted	4	0	0		dead_cell	786	4975	0.15798995	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A23_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A23_seedT2	SUM-159_NLS_2N_O1_A23_seedT2	SUM-159-NLS-2N	2N	O1	harvest	31	TRUE	classified_full_promoted	4	0	0		dead_cell	320	9720	0.032921811	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A23_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A24_seedT1	SUM-159_NLS_2N_O1_A24_seedT1	SUM-159-NLS-2N	2N	O1	harvest	32	TRUE	classified_full_promoted	4	0	0		dead_cell	530	3363	0.157597383	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A24_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A24_seedT2	SUM-159_NLS_2N_O1_A24_seedT2	SUM-159-NLS-2N	2N	O1	harvest	32	TRUE	classified_full_promoted	4	0	0		dead_cell	74	5780	0.012802768	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A24_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A3_seedT1	SUM-159_NLS_2N_O1_A3_seedT1	SUM-159-NLS-2N	2N	O1	harvest	11	TRUE	classified_full_promoted	4	0	0		dead_cell	174	2711	0.064182958	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A3_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A3_seedT2	SUM-159_NLS_2N_O1_A3_seedT2	SUM-159-NLS-2N	2N	O1	harvest	11	TRUE	classified_full_promoted	4	0	0		dead_cell	398	9906	0.04017767	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A3_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A4_seedT1	SUM-159_NLS_2N_O1_A4_seedT1	SUM-159-NLS-2N	2N	O1	harvest	12	TRUE	classified_full_promoted	4	0	0		dead_cell	151	3457	0.043679491	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A4_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A4_seedT2	SUM-159_NLS_2N_O1_A4_seedT2	SUM-159-NLS-2N	2N	O1	harvest	12	TRUE	classified_full_promoted	4	0	0		dead_cell	107	9858	0.010854129	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A4_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A5_seedT1	SUM-159_NLS_2N_O1_A5_seedT1	SUM-159-NLS-2N	2N	O1	harvest	13	TRUE	classified_full_promoted	4	0	0		dead_cell	363	5263	0.068972069	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A5_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A5_seedT2	SUM-159_NLS_2N_O1_A5_seedT2	SUM-159-NLS-2N	2N	O1	harvest	13	TRUE	classified_full_promoted	4	0	0		dead_cell	255	16513	0.015442379	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A5_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A6_seedT1	SUM-159_NLS_2N_O1_A6_seedT1	SUM-159-NLS-2N	2N	O1	harvest	14	TRUE	classified_full_promoted	4	0	0		dead_cell	200	3286	0.060864273	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A6_seedT1.tsv.gz
SUM-159_NLS_2N_O1_A6_seedT2	SUM-159_NLS_2N_O1_A6_seedT2	SUM-159-NLS-2N	2N	O1	harvest	14	TRUE	classified_full_promoted	4	0	0		dead_cell	415	11243	0.036911856	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A6_seedT2.tsv.gz
SUM-159_NLS_2N_O1_A7_seedT1	SUM-159_NLS_2N_O1_A7_seedT1	SUM-159-NLS-2N	2N	O1	harvest	15	TRUE	classified_full_promoted	4	0	0		dead_cell	157	3852	0.040758048	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A7_seedT1.tsv.gz
