observation_id	db_source_id	source_id	context_key	cohort	ploidy	lineage_id	scenario_id	condition_replicate	lineage_group	model_passage_id	model_segment_id	lineage_passage_index	landmark_after_passage_index	model_source_depth	model_oxygen_pct	model_mapping_status	observation_role	event	db_event	source_biological_passage	db_biological_passage	db_event_datetime	seed_db_id	seed_datetime	elapsed_days_since_seed	model_endpoint_day	endpoint_offset_days	abs_endpoint_offset_days	endpoint_selection_rank	selected_for_endpoint	likelihood_observation_day	within_model_time_window	include_in_current_endpoint_likelihood	include_in_future_timecourse_likelihood	exclusion_reason	cell_state	dead_count	eligible_denominator	observed_dead_fraction	classification_status	classification_partial	n_bundles_success	n_bundles_failed	n_bundles_unavailable	failure_reasons	ltee_comment_membership	feature_modes	prediction_shard	model_initial_cells	model_final_cells	db_snapshot_file	db_snapshot_server_time	db_snapshot_session_time_zone
SUM-159_NLS_4N_O1_A1_seedT1	SUM-159_NLS_4N_O1_A1_seedT1	SUM-159_NLS_4N_O1_A1_seedT1	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A1_seed	4N-O1-A1	1		2	2	formal_main_chain	formal_fixed_endpoint	harvest	harvest	6	6	2024-11-18 13:52:45	SUM-159_NLS_4N_O1_A1_seed	2024-11-15 15:42:40	2.9237	3	-0.0762999999999998	0.0762999999999998	1	TRUE	3	TRUE	TRUE	TRUE		dead_cell	172	7506	0.022915001	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A1_seedT1.tsv.gz	1496747	5464856	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A2_seedT2	SUM-159_NLS_4N_O1_A2_seedT2	SUM-159_NLS_4N_O1_A2_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A2_seed	4N-O1-A2	2		3	1	formal_main_chain	formal_fixed_endpoint	harvest	harvest	7	7	2024-11-25 16:09:58	SUM-159_NLS_4N_O1_A2_seed	2024-11-20 15:55:32	5.01	5	0.00999999999999979	0.00999999999999979	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	138	4452	0.030997305	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A2_seedT2.tsv.gz	469077	3281438	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A3_seedT2	SUM-159_NLS_4N_O1_A3_seedT2	SUM-159_NLS_4N_O1_A3_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A3_seed	4N-O1-A3	3		4	0.5	formal_main_chain	formal_fixed_endpoint	harvest	harvest	8	8	2024-12-02 13:05:28	SUM-159_NLS_4N_O1_A3_seed	2024-11-27 13:06:22	4.9994	5	-0.000600000000000378	0.000600000000000378	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	165	8388	0.019670959	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A3_seedT2.tsv.gz	979523	5965486	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A4_seedT2	SUM-159_NLS_4N_O1_A4_seedT2	SUM-159_NLS_4N_O1_A4_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A4_seed	4N-O1-A4	4		5	0.3	formal_main_chain	formal_fixed_endpoint	harvest	harvest	9	9	2024-12-09 14:49:29	SUM-159_NLS_4N_O1_A4_seed	2024-12-04 17:29:07	4.8891	5	-0.1109	0.1109	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	30	7199	0.004167245	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A4_seedT2.tsv.gz	477491	5131103	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A5_seedT2	SUM-159_NLS_4N_O1_A5_seedT2	SUM-159_NLS_4N_O1_A5_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A5_seed	4N-O1-A5	5		6	0.2	formal_main_chain	formal_fixed_endpoint	harvest	harvest	10	10	2024-12-16 16:07:13	SUM-159_NLS_4N_O1_A5_seed	2024-12-11 17:32:59	4.9404	5	-0.0595999999999997	0.0595999999999997	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	23	8794	0.00261542	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A5_seedT2.tsv.gz	487308	6266284	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A6_seedT2	SUM-159_NLS_4N_O1_A6_seedT2	SUM-159_NLS_4N_O1_A6_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A6_seed	4N-O1-A6	6		7	0.1	formal_main_chain	formal_fixed_endpoint	harvest	harvest	11	11	2024-12-23 13:28:36	SUM-159_NLS_4N_O1_A6_seed	2024-12-18 16:47:36	4.8618	5	-0.1382	0.1382	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	128	7312	0.01750547	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A6_seedT2.tsv.gz	647172	5181587	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A7_seedT2	SUM-159_NLS_4N_O1_A7_seedT2	SUM-159_NLS_4N_O1_A7_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A7_seed	4N-O1-A7	7		8	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	12	12	2024-12-30 16:34:38	SUM-159_NLS_4N_O1_A7_seed	2024-12-25 14:56:04	5.0684	5	0.0683999999999996	0.0683999999999996	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	49	7215	0.006791407	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A7_seedT2.tsv.gz	267844	5124092	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A8_seedT2	SUM-159_NLS_4N_O1_A8_seedT2	SUM-159_NLS_4N_O1_A8_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A8_seed	4N-O1-A8	8		9	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	13	13	2025-05-12 11:52:25	SUM-159_NLS_4N_O1_A8_seed	2025-05-08 16:45:14	3.7967	4	-0.2033	0.2033	1	TRUE	4	TRUE	TRUE	TRUE		dead_cell	108	7408	0.014578834	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A8_seedT2.tsv.gz	358294	5832757	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A9_seedT2	SUM-159_NLS_4N_O1_A9_seedT2	SUM-159_NLS_4N_O1_A9_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A9_seed	4N-O1-A9	9		10	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	14	14	2025-05-19 18:10:52	SUM-159_NLS_4N_O1_A9_seed	2025-05-14 15:16:03	5.1214	5	0.1214	0.1214	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	192	5940	0.032323232	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A9_seedT2.tsv.gz	515769	4745520	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A10_seedT2	SUM-159_NLS_4N_O1_A10_seedT2	SUM-159_NLS_4N_O1_A10_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A10_seed	4N-O1-A10	10		11	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	15	15	2025-05-26 19:20:55	SUM-159_NLS_4N_O1_A10_seed	2025-05-21 11:38:15	5.3213	5	0.3213	0.3213	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	181	5684	0.031843772	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A10_seedT2.tsv.gz	447817	4731039	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A11_seedT2	SUM-159_NLS_4N_O1_A11_seedT2	SUM-159_NLS_4N_O1_A11_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A11_seed	4N-O1-A11	11		12	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	16	16	2025-06-04 15:36:21	SUM-159_NLS_4N_O1_A11_seed	2025-05-30 16:45:27	4.952	5	-0.048	0.048	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	433	5888	0.073539402	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A11_seedT2.tsv.gz	451159	5387168	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A12_seedT2	SUM-159_NLS_4N_O1_A12_seedT2	SUM-159_NLS_4N_O1_A12_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A12_seed	4N-O1-A12	12		13	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	17	17	2025-06-11 17:15:29	SUM-159_NLS_4N_O1_A12_seed	2025-06-06 14:16:41	5.1242	5	0.1242	0.1242	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	191	4616	0.041377816	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A12_seedT2.tsv.gz	465640	4086049	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A13_seedT1	SUM-159_NLS_4N_O1_A13_seedT1	SUM-159_NLS_4N_O1_A13_seedT1	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A13_seed	4N-O1-A13	13		14	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	18	18	2025-06-16 14:24:06	SUM-159_NLS_4N_O1_A13_seed	2025-06-14 17:08:14	1.886	2	-0.114	0.114	1	TRUE	2	TRUE	TRUE	TRUE		dead_cell	115	1862	0.061761547	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A13_seedT1.tsv.gz	764185	1605234	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A14_seedT4	SUM-159_NLS_4N_O1_A14_seedT4	SUM-159_NLS_4N_O1_A14_seedT4	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A14_seed	4N-O1-A14	14		15	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	19	19	2025-06-30 12:31:58	SUM-159_NLS_4N_O1_A14_seed	2025-06-20 12:41:21	9.9935	10	-0.00650000000000084	0.00650000000000084	1	TRUE	10	TRUE	TRUE	TRUE		dead_cell	143	9844	0.014526615	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A14_seedT4.tsv.gz	444475	7571667	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A15_seedT5	SUM-159_NLS_4N_O1_A15_seedT5	SUM-159_NLS_4N_O1_A15_seedT5	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A15_seed	4N-O1-A15	15		16	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	20	20	2025-08-06 10:43:56	SUM-159_NLS_4N_O1_A15_seed	2025-07-25 15:29:54	11.8014	12	-0.198600000000001	0.198600000000001	1	TRUE	12	TRUE	TRUE	TRUE		dead_cell	883	6307	0.140003171	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A15_seedT5.tsv.gz	296317	6271662	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A16_seedT5	SUM-159_NLS_4N_O1_A16_seedT5	SUM-159_NLS_4N_O1_A16_seedT5	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A16_seed	4N-O1-A16	16		17	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	21	21	2025-08-20 15:35:00	SUM-159_NLS_4N_O1_A16_seed	2025-08-06 17:39:56	13.9132	14	-0.0868000000000002	0.0868000000000002	1	TRUE	14	TRUE	TRUE	TRUE		dead_cell	196	7163	0.027362837	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A16_seedT5.tsv.gz	403258	8329168	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A17_seedT2	SUM-159_NLS_4N_O1_A17_seedT2	SUM-159_NLS_4N_O1_A17_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A17_seed	4N-O1-A17	17		18	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	22	22	2025-08-27 19:44:49	SUM-159_NLS_4N_O1_A17_seed	2025-08-22 12:38:04	5.2964	5	0.2964	0.2964	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	419	7860	0.053307888	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A17_seedT2.tsv.gz	824339	6259408	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A18_seedT2	SUM-159_NLS_4N_O1_A18_seedT2	SUM-159_NLS_4N_O1_A18_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A18_seed	4N-O1-A18	18		19	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	23	23	2025-09-03 19:44:49	SUM-159_NLS_4N_O1_A18_seed	2025-08-29 12:38:04	5.2964	5	0.2964	0.2964	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	334	5355	0.062371615	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A18_seedT2.tsv.gz	627166	4309957	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A19_seedT3	SUM-159_NLS_4N_O1_A19_seedT3	SUM-159_NLS_4N_O1_A19_seedT3	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A19_seed	4N-O1-A19	19		20	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	24	24	2025-09-12 16:09:48	SUM-159_NLS_4N_O1_A19_seed	2025-09-05 12:38:04	7.147	7	0.147	0.147	1	TRUE	7	FALSE	TRUE	FALSE		dead_cell	519	6344	0.081809584	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A19_seedT3.tsv.gz	601545	5339267	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A20_seedT1	SUM-159_NLS_4N_O1_A20_seedT1	SUM-159_NLS_4N_O1_A20_seedT1	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A20_seed	4N-O1-A20	20		21	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	25	25	2025-09-22 15:33:16	SUM-159_NLS_4N_O1_A20_seed	2025-09-19 12:38:04	3.1217	3	0.1217	0.1217	1	TRUE	3	FALSE	TRUE	FALSE		dead_cell	176	6274	0.028052279	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A20_seedT1.tsv.gz	812086	4743292	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A21_seedT2	SUM-159_NLS_4N_O1_A21_seedT2	SUM-159_NLS_4N_O1_A21_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A21_seed	4N-O1-A21	21		22	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	26	26	2025-09-29 12:39:02	SUM-159_NLS_4N_O1_A21_seed	2025-09-24 13:38:04	4.959	5	-0.0410000000000004	0.0410000000000004	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	170	7559	0.022489747	classified_partial_full_promoted	TRUE	3	0	1	no raw+mask or historical DetectionResults	TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A21_seedT2.tsv.gz	607115	7502229	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A22_seedT2	SUM-159_NLS_4N_O1_A22_seedT2	SUM-159_NLS_4N_O1_A22_seedT2	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A22_seed	4N-O1-A22	22		23	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	27	27	2025-10-06 12:39:02	SUM-159_NLS_4N_O1_A22_seed	2025-10-01 15:59:02	4.8611	5	-0.1389	0.1389	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	174	9469	0.018375752	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A22_seedT2.tsv.gz	618254	7237475	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O1_A7K_harvest	SUM159_NLS_4N_O1_A7K_harvest	SUM-159_NLS_4N_O1_A7K_harvest	SUM-159-NLS-4N	4N	4N	O1	4N-O1	O1	deprived	SUM-159_NLS_4N_O1_A7K_seed	4N-O1-A7K		7	9	1	a7k_side_branch_not_currently_simulated	a7k_side_branch_endpoint_candidate	harvest	harvest	13	13	2025-03-05 15:41:19	SUM-159_NLS_4N_O1_A7K_seed	2025-03-01 19:47:22	3.8291				1	TRUE		FALSE	FALSE	FALSE	a7k_side_branch_not_simulated_by_current_independent_scenario_adapter	dead_cell	326	9663	0.033736935	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O1_A7K_harvest.tsv.gz			cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O2_A1_seedT1	SUM-159_NLS_4N_O2_A1_seedT1	SUM-159_NLS_4N_O2_A1_seedT1	SUM-159-NLS-4N	4N	4N	O2	4N-O2	O2	deprived	SUM-159_NLS_4N_O2_A1_seed	4N-O2-A1	1		2	2	formal_main_chain	formal_fixed_endpoint	harvest	harvest	9	9	2024-11-18 13:58:34	SUM-159_NLS_4N_O2_A1_seed	2024-11-15 15:54:15	2.9197	3	-0.0802999999999998	0.0802999999999998	1	TRUE	3	TRUE	TRUE	TRUE		dead_cell	212	6613	0.032058067	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A1_seedT1.tsv.gz	1201324	4830305	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O2_A2_seedT2	SUM-159_NLS_4N_O2_A2_seedT2	SUM-159_NLS_4N_O2_A2_seedT2	SUM-159-NLS-4N	4N	4N	O2	4N-O2	O2	deprived	SUM-159_NLS_4N_O2_A2_seed	4N-O2-A2	2		3	1	formal_main_chain	formal_fixed_endpoint	harvest	harvest	10	10	2024-11-25 16:14:53	SUM-159_NLS_4N_O2_A2_seed	2024-11-20 15:57:20	5.0122	5	0.0122	0.0122	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	102	4997	0.020412247	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A2_seedT2.tsv.gz	462066	3662870	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O2_A3_seedT2	SUM-159_NLS_4N_O2_A3_seedT2	SUM-159_NLS_4N_O2_A3_seedT2	SUM-159-NLS-4N	4N	4N	O2	4N-O2	O2	deprived	SUM-159_NLS_4N_O2_A3_seed	4N-O2-A3	3		4	0.5	formal_main_chain	formal_fixed_endpoint	harvest	harvest	11	11	2024-12-02 13:44:18	SUM-159_NLS_4N_O2_A3_seed	2024-11-27 13:09:18	5.0243	5	0.0243000000000002	0.0243000000000002	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	149	7466	0.019957139	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A3_seedT2.tsv.gz	990041	5321118	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O2_A4_seedT2	SUM-159_NLS_4N_O2_A4_seedT2	SUM-159_NLS_4N_O2_A4_seedT2	SUM-159-NLS-4N	4N	4N	O2	4N-O2	O2	deprived	SUM-159_NLS_4N_O2_A4_seed	4N-O2-A4	4		5	0.3	formal_main_chain	formal_fixed_endpoint	harvest	harvest	12	12	2024-12-09 14:54:57	SUM-159_NLS_4N_O2_A4_seed	2024-12-04 17:31:05	4.8916	5	-0.1084	0.1084	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	56	8051	0.006955658	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A4_seedT2.tsv.gz	572148	5808426	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_4N_O2_A5_seedT2	SUM-159_NLS_4N_O2_A5_seedT2	SUM-159_NLS_4N_O2_A5_seedT2	SUM-159-NLS-4N	4N	4N	O2	4N-O2	O2	deprived	SUM-159_NLS_4N_O2_A5_seed	4N-O2-A5	5		6	0.2	formal_main_chain	formal_fixed_endpoint	harvest	harvest	13	13	2024-12-16 16:12:48	SUM-159_NLS_4N_O2_A5_seed	2024-12-11 17:35:19	4.9427	5	-0.0572999999999997	0.0572999999999997	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	45	9883	0.004553273	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_4N_O2_A5_seedT2.tsv.gz	584068	7072621	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
