observation_id	db_source_id	source_id	context_key	cohort	ploidy	lineage_id	scenario_id	condition_replicate	lineage_group	model_passage_id	model_segment_id	lineage_passage_index	landmark_after_passage_index	model_source_depth	model_oxygen_pct	model_mapping_status	observation_role	event	db_event	source_biological_passage	db_biological_passage	db_event_datetime	seed_db_id	seed_datetime	elapsed_days_since_seed	model_endpoint_day	endpoint_offset_days	abs_endpoint_offset_days	endpoint_selection_rank	selected_for_endpoint	likelihood_observation_day	within_model_time_window	include_in_current_endpoint_likelihood	include_in_future_timecourse_likelihood	exclusion_reason	cell_state	dead_count	eligible_denominator	observed_dead_fraction	classification_status	classification_partial	n_bundles_success	n_bundles_failed	n_bundles_unavailable	failure_reasons	ltee_comment_membership	feature_modes	prediction_shard	model_initial_cells	model_final_cells	db_snapshot_file	db_snapshot_server_time	db_snapshot_session_time_zone
SUM-159_NLS_2N_O1_A21_seedT2	SUM-159_NLS_2N_O1_A21_seedT2	SUM-159_NLS_2N_O1_A21_seedT2	SUM-159-NLS-2N	2N	2N	O1	2N-O1	O1	deprived	SUM-159_NLS_2N_O1_A21_seed	2N-O1-A21	21		22	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	29	29	2025-09-10 12:31:56	SUM-159_NLS_2N_O1_A21_seed	2025-09-05 12:30:34	5.0009	5	0.000899999999999679	0.000899999999999679	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	941	8679	0.108422629	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A21_seedT2.tsv.gz	585949	6572434	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O1_A22_seedT1	SUM-159_NLS_2N_O1_A22_seedT1	SUM-159_NLS_2N_O1_A22_seedT1	SUM-159-NLS-2N	2N	2N	O1	2N-O1	O1	deprived	SUM-159_NLS_2N_O1_A22_seed	2N-O1-A22	22		23	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	30	30	2025-09-22 15:22:32	SUM-159_NLS_2N_O1_A22_seed	2025-09-19 12:30:34	3.1194	3	0.1194	0.1194	1	TRUE	3	FALSE	TRUE	FALSE		dead_cell	431	5144	0.083786936	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A22_seedT1.tsv.gz	502401	4186306	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O1_A23_seedT2	SUM-159_NLS_2N_O1_A23_seedT2	SUM-159_NLS_2N_O1_A23_seedT2	SUM-159-NLS-2N	2N	2N	O1	2N-O1	O1	deprived	SUM-159_NLS_2N_O1_A23_seed	2N-O1-A23	23		24	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	31	31	2025-09-29 12:34:12	SUM-159_NLS_2N_O1_A23_seed	2025-09-24 13:30:34	4.9609	5	-0.0391000000000004	0.0391000000000004	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	320	9720	0.032921811	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A23_seedT2.tsv.gz	694004	7355557	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	SUM-159_NLS_2N_O1_A7K_harvest	SUM-159-NLS-2N	2N	2N	O1	2N-O1	O1	deprived	SUM-159_NLS_2N_O1_A7K_seed	2N-O1-A7K		7	9	1	a7k_side_branch_not_currently_simulated	a7k_side_branch_endpoint_candidate	harvest	harvest	16	16	2025-03-05 15:26:45	SUM-159_NLS_2N_O1_A7K_seed	2025-03-01 19:37:35	3.8258				1	TRUE		FALSE	FALSE	FALSE	a7k_side_branch_not_simulated_by_current_independent_scenario_adapter	dead_cell	629	7715	0.081529488	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O1_A7K_harvest.tsv.gz			cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A1_seedT1	SUM-159_NLS_2N_O2_A1_seedT1	SUM-159_NLS_2N_O2_A1_seedT1	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A1_seed	2N-O2-A1	1		2	2	formal_main_chain	formal_fixed_endpoint	harvest	harvest	6	6	2024-11-18 13:43:16	SUM-159_NLS_2N_O2_A1_seed	2024-11-15 15:45:36	2.915	3	-0.085	0.085	1	TRUE	3	TRUE	TRUE	TRUE		dead_cell	93	8714	0.010672481	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A1_seedT1.tsv.gz	580562	6323079	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A2_seedT2	SUM-159_NLS_2N_O2_A2_seedT2	SUM-159_NLS_2N_O2_A2_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A2_seed	2N-O2-A2	2		3	1	formal_main_chain	formal_fixed_endpoint	harvest	harvest	7	7	2024-11-25 16:02:44	SUM-159_NLS_2N_O2_A2_seed	2024-11-20 15:51:54	5.0075	5	0.00750000000000028	0.00750000000000028	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	249	8665	0.028736295	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A2_seedT2.tsv.gz	366708	6273296	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A3_seedT2	SUM-159_NLS_2N_O2_A3_seedT2	SUM-159_NLS_2N_O2_A3_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A3_seed	2N-O2-A3	3		4	0.5	formal_main_chain	formal_fixed_endpoint	harvest	harvest	8	8	2024-12-02 12:59:22	SUM-159_NLS_2N_O2_A3_seed	2024-11-27 13:03:18	4.9973	5	-0.00269999999999992	0.00269999999999992	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	418	10676	0.039153241	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A3_seedT2.tsv.gz	402467	7647573	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A4_seedT2	SUM-159_NLS_2N_O2_A4_seedT2	SUM-159_NLS_2N_O2_A4_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A4_seed	2N-O2-A4	4		5	0.3	formal_main_chain	formal_fixed_endpoint	harvest	harvest	9	9	2024-12-09 14:44:30	SUM-159_NLS_2N_O2_A4_seed	2024-12-04 17:27:19	4.8869	5	-0.1131	0.1131	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	206	10091	0.020414231	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A4_seedT2.tsv.gz	523768	7184807	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A5_seedT2	SUM-159_NLS_2N_O2_A5_seedT2	SUM-159_NLS_2N_O2_A5_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A5_seed	2N-O2-A5	5		6	0.2	formal_main_chain	formal_fixed_endpoint	harvest	harvest	10	10	2024-12-16 16:02:19	SUM-159_NLS_2N_O2_A5_seed	2024-12-11 17:30:47	4.9386	5	-0.0613999999999999	0.0613999999999999	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	319	16663	0.019144212	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A5_seedT2.tsv.gz	809842	11919753	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A6_seedT2	SUM-159_NLS_2N_O2_A6_seedT2	SUM-159_NLS_2N_O2_A6_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A6_seed	2N-O2-A6	6		7	0.1	formal_main_chain	formal_fixed_endpoint	harvest	harvest	11	11	2024-12-23 13:24:56	SUM-159_NLS_2N_O2_A6_seed	2024-12-18 16:45:47	4.8605	5	-0.1395	0.1395	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	428	10906	0.039244453	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A6_seedT2.tsv.gz	480296	7765369	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A7_seedT2	SUM-159_NLS_2N_O2_A7_seedT2	SUM-159_NLS_2N_O2_A7_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A7_seed	2N-O2-A7	7		8	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	12	12	2024-12-30 16:30:14	SUM-159_NLS_2N_O2_A7_seed	2024-12-25 14:54:11	5.0667	5	0.0667	0.0667	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	126	10199	0.012354152	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A7_seedT2.tsv.gz	420697	7241601	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A8_seedT2	SUM-159_NLS_2N_O2_A8_seedT2	SUM-159_NLS_2N_O2_A8_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A8_seed	2N-O2-A8	8		9	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	13	13	2025-05-12 11:46:49	SUM-159_NLS_2N_O2_A8_seed	2025-05-08 16:43:39	3.7939	4	-0.2061	0.2061	1	TRUE	4	TRUE	TRUE	TRUE		dead_cell	363	8325	0.043603604	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A8_seedT2.tsv.gz	291683	7415711	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A9_seedT3	SUM-159_NLS_2N_O2_A9_seedT3	SUM-159_NLS_2N_O2_A9_seedT3	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A9_seed	2N-O2-A9	9		10	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	14	14	2025-05-21 11:50:38	SUM-159_NLS_2N_O2_A9_seed	2025-05-14 15:14:19	6.8586	7	-0.1414	0.1414	1	TRUE	7	TRUE	TRUE	TRUE		dead_cell	497	4924	0.1009342	classified_partial_full_promoted	TRUE	3	0	1	no raw+mask or historical DetectionResults	TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A9_seedT3.tsv.gz	385434	5507477	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A10_seedT2	SUM-159_NLS_2N_O2_A10_seedT2	SUM-159_NLS_2N_O2_A10_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A10_seed	2N-O2-A10	10		11	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	15	15	2025-05-28 16:59:17	SUM-159_NLS_2N_O2_A10_seed	2025-05-23 18:35:20	4.9333	5	-0.0667	0.0667	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	547	8370	0.065352449	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A10_seedT2.tsv.gz	675067	6544585	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A11_seedT2	SUM-159_NLS_2N_O2_A11_seedT2	SUM-159_NLS_2N_O2_A11_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A11_seed	2N-O2-A11	11		12	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	16	16	2025-06-04 13:52:08	SUM-159_NLS_2N_O2_A11_seed	2025-05-30 11:46:05	5.0875	5	0.0875000000000004	0.0875000000000004	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	851	7148	0.119054281	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A11_seedT2.tsv.gz	520225	5685713	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A12_seedT3	SUM-159_NLS_2N_O2_A12_seedT3	SUM-159_NLS_2N_O2_A12_seedT3	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A12_seed	2N-O2-A12	12		13	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	17	17	2025-06-13 17:07:48	SUM-159_NLS_2N_O2_A12_seed	2025-06-06 14:14:54	7.1201	7	0.1201	0.1201	1	TRUE	7	FALSE	TRUE	FALSE		dead_cell	518	6980	0.074212034	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A12_seedT3.tsv.gz	364269	7249729	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A13_seedT3	SUM-159_NLS_2N_O2_A13_seedT3	SUM-159_NLS_2N_O2_A13_seedT3	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A13_seed	2N-O2-A13	13		14	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	18	18	2025-06-20 16:11:19	SUM-159_NLS_2N_O2_A13_seed	2025-06-14 17:09:25	5.9597	6	-0.0403000000000002	0.0403000000000002	1	TRUE	6	TRUE	TRUE	TRUE		dead_cell	810	10179	0.079575597	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A13_seedT3.tsv.gz	563670	8451705	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A14_seedT3	SUM-159_NLS_2N_O2_A14_seedT3	SUM-159_NLS_2N_O2_A14_seedT3	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A14_seed	2N-O2-A14	14		15	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	19	19	2025-07-02 15:27:24	SUM-159_NLS_2N_O2_A14_seed	2025-06-25 11:01:16	7.1848	7	0.1848	0.1848	1	TRUE	7	FALSE	TRUE	FALSE		dead_cell	822	8489	0.096831193	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A14_seedT3.tsv.gz	455615	6241585	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A15_seedT2	SUM-159_NLS_2N_O2_A15_seedT2	SUM-159_NLS_2N_O2_A15_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A15_seed	2N-O2-A15	15		16	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	20	20	2025-07-09 15:27:24	SUM-159_NLS_2N_O2_A15_seed	2025-07-05 15:27:24	4	4	0	0	1	TRUE	4	TRUE	TRUE	TRUE		dead_cell	767	8038	0.095421747	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A15_seedT2.tsv.gz	915685	6207051	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A16_seedT4	SUM-159_NLS_2N_O2_A16_seedT4	SUM-159_NLS_2N_O2_A16_seedT4	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A16_seed	2N-O2-A16	16		17	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	21	21	2025-08-04 12:37:31	SUM-159_NLS_2N_O2_A16_seed	2025-07-26 17:24:51	8.8005	9	-0.1995	0.1995	1	TRUE	9	TRUE	TRUE	TRUE		dead_cell	167	4971	0.03359485	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A16_seedT4.tsv.gz	467868	5397194	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A17_seedT3	SUM-159_NLS_2N_O2_A17_seedT3	SUM-159_NLS_2N_O2_A17_seedT3	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A17_seed	2N-O2-A17	17		18	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	22	22	2025-08-13 15:37:44	SUM-159_NLS_2N_O2_A17_seed	2025-08-06 12:37:16	7.1253	7	0.1253	0.1253	1	TRUE	7	FALSE	TRUE	FALSE		dead_cell	422	6375	0.066196078	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A17_seedT3.tsv.gz	363155	7128306	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A18_seedT2	SUM-159_NLS_2N_O2_A18_seedT2	SUM-159_NLS_2N_O2_A18_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A18_seed	2N-O2-A18	18		19	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	23	23	2025-08-20 15:28:09	SUM-159_NLS_2N_O2_A18_seed	2025-08-15 13:13:26	5.0936	5	0.0936000000000003	0.0936000000000003	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	878	10333	0.084970483	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A18_seedT2.tsv.gz	642762	9890957	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A19_seedT2	SUM-159_NLS_2N_O2_A19_seedT2	SUM-159_NLS_2N_O2_A19_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A19_seed	2N-O2-A19	19		20	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	24	24	2025-08-27 19:42:36	SUM-159_NLS_2N_O2_A19_seed	2025-08-22 12:34:03	5.2976	5	0.2976	0.2976	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	1058	9704	0.109027205	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A19_seedT2.tsv.gz	1088351	10719752	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A20_seedT2	SUM-159_NLS_2N_O2_A20_seedT2	SUM-159_NLS_2N_O2_A20_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A20_seed	2N-O2-A20	20		21	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	25	25	2025-09-03 19:42:36	SUM-159_NLS_2N_O2_A20_seed	2025-08-29 12:34:03	5.2976	5	0.2976	0.2976	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	496	5881	0.084339398	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A20_seedT2.tsv.gz	568126	4805675	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A21_seedT2	SUM-159_NLS_2N_O2_A21_seedT2	SUM-159_NLS_2N_O2_A21_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A21_seed	2N-O2-A21	21		22	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	26	26	2025-09-10 12:35:16	SUM-159_NLS_2N_O2_A21_seed	2025-09-05 12:34:03	5.0008	5	0.000799999999999912	0.000799999999999912	1	TRUE	5	FALSE	TRUE	FALSE		dead_cell	792	6556	0.120805369	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A21_seedT2.tsv.gz	524681	5128727	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A22_seedT1	SUM-159_NLS_2N_O2_A22_seedT1	SUM-159_NLS_2N_O2_A22_seedT1	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A22_seed	2N-O2-A22	22		23	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	27	27	2025-09-22 15:27:41	SUM-159_NLS_2N_O2_A22_seed	2025-09-19 12:34:03	3.1206	3	0.1206	0.1206	1	TRUE	3	FALSE	TRUE	FALSE		dead_cell	453	4647	0.097482247	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A22_seedT1.tsv.gz	567012	3580306	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A23_seedT2	SUM-159_NLS_2N_O2_A23_seedT2	SUM-159_NLS_2N_O2_A23_seedT2	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A23_seed	2N-O2-A23	23		24	0	formal_main_chain	formal_fixed_endpoint	harvest	harvest	28	28	2025-09-29 12:36:12	SUM-159_NLS_2N_O2_A23_seed	2025-09-24 13:34:03	4.9598	5	-0.0401999999999996	0.0401999999999996	1	TRUE	5	TRUE	TRUE	TRUE		dead_cell	146	5230	0.02791587	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A23_seedT2.tsv.gz	571468	6965666	cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
SUM-159_NLS_2N_O2_A7K_harvest	SUM159_NLS_2N_O2_A7K_harvest	SUM-159_NLS_2N_O2_A7K_harvest	SUM-159-NLS-2N	2N	2N	O2	2N-O2	O2	deprived	SUM-159_NLS_2N_O2_A7K_seed	2N-O2-A7K		7	9	1	a7k_side_branch_not_currently_simulated	a7k_side_branch_endpoint_candidate	harvest	harvest	13	13	2025-03-05 15:33:14	SUM-159_NLS_2N_O2_A7K_seed	2025-03-01 19:43:00	3.8266				1	TRUE		FALSE	FALSE	FALSE	a7k_side_branch_not_simulated_by_current_independent_scenario_adapter	dead_cell	789	9018	0.087491683	classified_full_promoted	FALSE	4	0	0		TRUE	fixed_mask_promoted_full	/home/4470246/Repositories/Reversing-in-vitro-adaptations/code/output/metrics/morphology/sum159_all_db_cloneid_cell_state/predictions_by_cloneid/SUM-159_NLS_2N_O2_A7K_harvest.tsv.gz			cloneid_passaging_dead_cell_sources_and_parents_20260731.tsv	2026-07-31 23:26:42	UTC
