db_source_id	db_cell_line	db_event	db_biological_passage	db_event_datetime	passaged_from_id1	parent1_event	parent1_datetime	passaged_from_id2	parent2_event	parent2_datetime	elapsed_days_from_parent1	elapsed_days_from_parent2
SUM-159_NLS_2N_O1_A12_seedT2	SUM-159	harvest	20	2025-06-11 17:00:55	SUM-159_NLS_2N_O1_A12_seed	seeding	2025-06-06 14:11:40				5.1175	
SUM-159_NLS_2N_O1_A12_seedT3	SUM-159	harvest	20	2025-06-13 16:09:12	SUM-159_NLS_2N_O1_A12_seed	seeding	2025-06-06 14:11:40				7.0816	
SUM-159_NLS_2N_O1_A13_seedT1	SUM-159	harvest	21	2025-06-16 13:58:10	SUM-159_NLS_2N_O1_A13_seed	seeding	2025-06-14 17:05:20				1.87	
SUM-159_NLS_2N_O1_A13_seedT3	SUM-159	harvest	21	2025-06-20 16:30:50	SUM-159_NLS_2N_O1_A13_seed	seeding	2025-06-14 17:05:20				5.976	
SUM-159_NLS_2N_O1_A14_seedT2	SUM-159	harvest	22	2025-06-30 12:23:15	SUM-159_NLS_2N_O1_A14_seed	seeding	2025-06-25 11:09:16				5.0514	
SUM-159_NLS_2N_O1_A14_seedT3	SUM-159	harvest	22	2025-07-02 15:24:24	SUM-159_NLS_2N_O1_A14_seed	seeding	2025-06-25 11:09:16				7.1772	
SUM-159_NLS_2N_O1_A15_seedT1	SUM-159	harvest	23	2025-07-07 15:24:24	SUM-159_NLS_2N_O1_A15_seed	seeding	2025-07-05 15:27:21				1.998	
SUM-159_NLS_2N_O1_A15_seedT2	SUM-159	harvest	23	2025-07-09 15:24:24	SUM-159_NLS_2N_O1_A15_seed	seeding	2025-07-05 15:27:21				3.998	
SUM-159_NLS_2N_O1_A16_seedT2	SUM-159	harvest	24	2025-07-30 15:44:49	SUM-159_NLS_2N_O1_A16_seed	seeding	2025-07-26 17:20:43				3.9334	
SUM-159_NLS_2N_O1_A16_seedT3	SUM-159	harvest	24	2025-08-01 16:26:50	SUM-159_NLS_2N_O1_A16_seed	seeding	2025-07-26 17:20:43				5.9626	
SUM-159_NLS_2N_O1_A16_seedT4	SUM-159	harvest	24	2025-08-04 12:33:56	SUM-159_NLS_2N_O1_A16_seed	seeding	2025-07-26 17:20:43				8.8008	
SUM-159_NLS_2N_O1_A17_seedT1	SUM-159	harvest	25	2025-08-08 12:33:56	SUM-159_NLS_2N_O1_A17_seed	seeding	2025-08-06 12:39:56				1.9958	
SUM-159_NLS_2N_O1_A17_seedT2	SUM-159	harvest	25	2025-08-11 12:33:56	SUM-159_NLS_2N_O1_A17_seed	seeding	2025-08-06 12:39:56				4.9958	
SUM-159_NLS_2N_O1_A17_seedT3	SUM-159	harvest	25	2025-08-13 15:31:54	SUM-159_NLS_2N_O1_A17_seed	seeding	2025-08-06 12:39:56				7.1194	
SUM-159_NLS_2N_O1_A18_seedT1	SUM-159	harvest	26	2025-08-18 12:13:09	SUM-159_NLS_2N_O1_A18_seed	seeding	2025-08-15 13:10:08				2.9604	
SUM-159_NLS_2N_O1_A18_seedT2	SUM-159	harvest	26	2025-08-20 15:20:13	SUM-159_NLS_2N_O1_A18_seed	seeding	2025-08-15 13:10:08				5.0903	
SUM-159_NLS_2N_O1_A19_seedT1	SUM-159	harvest	27	2025-08-25 12:40:01	SUM-159_NLS_2N_O1_A19_seed	seeding	2025-08-22 12:30:34				3.0066	
SUM-159_NLS_2N_O1_A19_seedT2	SUM-159	harvest	27	2025-08-27 19:40:01	SUM-159_NLS_2N_O1_A19_seed	seeding	2025-08-22 12:30:34				5.2982	
SUM-159_NLS_2N_O1_A2_seedT1	SUM-159	harvest	10	2024-11-22 15:56:29	SUM-159_NLS_2N_O1_A2_seed	seeding	2024-11-20 15:48:35				2.0055	
SUM-159_NLS_2N_O1_A2_seedT2	SUM-159	harvest	10	2024-11-25 15:57:03	SUM-159_NLS_2N_O1_A2_seed	seeding	2024-11-20 15:48:35				5.0059	
SUM-159_NLS_2N_O1_A20_seedT1	SUM-159	harvest	28	2025-09-01 11:11:06	SUM-159_NLS_2N_O1_A20_seed	seeding	2025-08-29 12:30:34				2.9448	
SUM-159_NLS_2N_O1_A20_seedT2	SUM-159	harvest	28	2025-09-03 19:40:01	SUM-159_NLS_2N_O1_A20_seed	seeding	2025-08-29 12:30:34				5.2982	
SUM-159_NLS_2N_O1_A21_seedT1	SUM-159	harvest	29	2025-09-08 16:27:41	SUM-159_NLS_2N_O1_A21_seed	seeding	2025-09-05 12:30:34				3.1647	
SUM-159_NLS_2N_O1_A21_seedT2	SUM-159	harvest	29	2025-09-10 12:31:56	SUM-159_NLS_2N_O1_A21_seed	seeding	2025-09-05 12:30:34				5.0009	
SUM-159_NLS_2N_O1_A22_seedT1	SUM-159	harvest	30	2025-09-22 15:22:32	SUM-159_NLS_2N_O1_A22_seed	seeding	2025-09-19 12:30:34				3.1194	
SUM-159_NLS_2N_O1_A23_seedT1	SUM-159	harvest	31	2025-09-26 12:34:12	SUM-159_NLS_2N_O1_A23_seed	seeding	2025-09-24 13:30:34				1.9609	
SUM-159_NLS_2N_O1_A23_seedT2	SUM-159	harvest	31	2025-09-29 12:34:12	SUM-159_NLS_2N_O1_A23_seed	seeding	2025-09-24 13:30:34				4.9609	
SUM-159_NLS_2N_O1_A24_seedT1	SUM-159	harvest	32	2025-10-03 12:34:12	SUM-159_NLS_2N_O1_A24_seed	seeding	2025-10-01 15:54:18				1.861	
SUM-159_NLS_2N_O1_A24_seedT2	SUM-159	harvest	32	2025-10-06 12:34:12	SUM-159_NLS_2N_O1_A24_seed	seeding	2025-10-01 15:54:18				4.861	
SUM-159_NLS_2N_O1_A3_seedT1	SUM-159	harvest	11	2024-11-29 17:38:49	SUM-159_NLS_2N_O1_A3_seed	seeding	2024-11-27 12:59:46				2.1938	
SUM-159_NLS_2N_O1_A3_seedT2	SUM-159	harvest	11	2024-12-02 12:49:44	SUM-159_NLS_2N_O1_A3_seed	seeding	2024-11-27 12:59:46				4.993	
SUM-159_NLS_2N_O1_A4_seedT1	SUM-159	harvest	12	2024-12-06 16:51:07	SUM-159_NLS_2N_O1_A4_seed	seeding	2024-12-04 17:24:02				1.9771	
SUM-159_NLS_2N_O1_A4_seedT2	SUM-159	harvest	12	2024-12-09 14:37:49	SUM-159_NLS_2N_O1_A4_seed	seeding	2024-12-04 17:24:02				4.8846	
SUM-159_NLS_2N_O1_A5_seedT1	SUM-159	harvest	13	2024-12-13 18:59:11	SUM-159_NLS_2N_O1_A5_seed	seeding	2024-12-11 17:25:58				2.0647	
SUM-159_NLS_2N_O1_A5_seedT2	SUM-159	harvest	13	2024-12-16 15:52:45	SUM-159_NLS_2N_O1_A5_seed	seeding	2024-12-11 17:25:58				4.9353	
SUM-159_NLS_2N_O1_A6_seedT1	SUM-159	harvest	14	2024-12-20 11:53:22	SUM-159_NLS_2N_O1_A6_seed	seeding	2024-12-18 16:42:34				1.7992	
SUM-159_NLS_2N_O1_A6_seedT2	SUM-159	harvest	14	2024-12-23 13:18:01	SUM-159_NLS_2N_O1_A6_seed	seeding	2024-12-18 16:42:34				4.858	
SUM-159_NLS_2N_O1_A7_seedT1	SUM-159	harvest	15	2024-12-27 19:23:43	SUM-159_NLS_2N_O1_A7_seed	seeding	2024-12-25 14:50:08				2.19	
SUM-159_NLS_2N_O1_A7_seedT2	SUM-159	harvest	15	2024-12-30 16:22:28	SUM-159_NLS_2N_O1_A7_seed	seeding	2024-12-25 14:50:08				5.0641	
SUM159_NLS_2N_O1_A7K_harvest	SUM-159	harvest	16	2025-03-05 15:26:45	SUM-159_NLS_2N_O1_A7K_seed	seeding	2025-03-01 19:37:35				3.8258	
SUM-159_NLS_2N_O1_A8_seedT1	SUM-159	harvest	16	2025-05-09 18:22:39	SUM-159_NLS_2N_O1_A8_seed	seeding	2025-05-08 16:40:31				1.0709	
SUM-159_NLS_2N_O1_A8_seedT2	SUM-159	harvest	16	2025-05-12 11:40:52	SUM-159_NLS_2N_O1_A8_seed	seeding	2025-05-08 16:40:31				3.7919	
SUM-159_NLS_2N_O1_A8KD_harvest	SUM-159	harvest	17	2026-01-15 15:14:44	SUM-159_NLS_2N_O1_A8KD_seed	seeding	2026-01-14 14:12:45				1.043	
SUM-159_NLS_2N_O1_A9_seedT1	SUM-159	harvest	17	2025-05-16 16:42:23	SUM-159_NLS_2N_O1_A9_seed	seeding	2025-05-14 15:11:08				2.0634	
SUM-159_NLS_2N_O1_A9_seedT2	SUM-159	harvest	17	2025-05-19 18:01:18	SUM-159_NLS_2N_O1_A9_seed	seeding	2025-05-14 15:11:08				5.1182	
SUM-159_NLS_2N_O1_A9_seedT3	SUM-159	harvest	17	2025-05-21 11:46:21	SUM-159_NLS_2N_O1_A9_seed	seeding	2025-05-14 15:11:08				6.8578	
SUM-159_NLS_4N_O1_A1_seedT1	SUM-159	harvest	6	2024-11-18 13:52:45	SUM-159_NLS_4N_O1_A1_seed	seeding	2024-11-15 15:42:40				2.9237	
SUM-159_NLS_4N_O1_A10_seedT1	SUM-159	harvest	15	2025-05-23 18:25:25	SUM-159_NLS_4N_O1_A10_seed	seeding	2025-05-21 11:38:15				2.2828	
SUM-159_NLS_4N_O1_A10_seedT2	SUM-159	harvest	15	2025-05-26 19:20:55	SUM-159_NLS_4N_O1_A10_seed	seeding	2025-05-21 11:38:15				5.3213	
SUM-159_NLS_4N_O1_A11_seedT2	SUM-159	harvest	16	2025-06-04 15:36:21	SUM-159_NLS_4N_O1_A11_seed	seeding	2025-05-30 16:45:27				4.952	
SUM-159_NLS_4N_O1_A12_seedT1	SUM-159	harvest	17	2025-06-09 10:10:09	SUM-159_NLS_4N_O1_A12_seed	seeding	2025-06-06 14:16:41				2.8288	
SUM-159_NLS_4N_O1_A12_seedT2	SUM-159	harvest	17	2025-06-11 17:15:29	SUM-159_NLS_4N_O1_A12_seed	seeding	2025-06-06 14:16:41				5.1242	
SUM-159_NLS_4N_O1_A13_seedT1	SUM-159	harvest	18	2025-06-16 14:24:06	SUM-159_NLS_4N_O1_A13_seed	seeding	2025-06-14 17:08:14				1.886	
SUM-159_NLS_4N_O1_A14_seedT2	SUM-159	harvest	19	2025-06-25 10:50:02	SUM-159_NLS_4N_O1_A14_seed	seeding	2025-06-20 12:41:21				4.9227	
SUM-159_NLS_4N_O1_A14_seedT3	SUM-159	harvest	19	2025-06-27 11:20:03	SUM-159_NLS_4N_O1_A14_seed	seeding	2025-06-20 12:41:21				6.9435	
SUM-159_NLS_4N_O1_A14_seedT4	SUM-159	harvest	19	2025-06-30 12:31:58	SUM-159_NLS_4N_O1_A14_seed	seeding	2025-06-20 12:41:21				9.9935	
SUM-159_NLS_4N_O1_A15_seedT1	SUM-159	harvest	20	2025-07-28 15:27:24	SUM-159_NLS_4N_O1_A15_seed	seeding	2025-07-25 15:29:54				2.9983	
SUM-159_NLS_4N_O1_A15_seedT2	SUM-159	harvest	20	2025-07-30 15:51:32	SUM-159_NLS_4N_O1_A15_seed	seeding	2025-07-25 15:29:54				5.015	
SUM-159_NLS_4N_O1_A15_seedT3	SUM-159	harvest	20	2025-08-01 16:34:51	SUM-159_NLS_4N_O1_A15_seed	seeding	2025-07-25 15:29:54				7.0451	
SUM-159_NLS_4N_O1_A15_seedT4	SUM-159	harvest	20	2025-08-04 12:43:56	SUM-159_NLS_4N_O1_A15_seed	seeding	2025-07-25 15:29:54				9.8847	
SUM-159_NLS_4N_O1_A15_seedT5	SUM-159	harvest	20	2025-08-06 10:43:56	SUM-159_NLS_4N_O1_A15_seed	seeding	2025-07-25 15:29:54				11.8014	
SUM-159_NLS_4N_O1_A16_seedT1	SUM-159	harvest	21	2025-08-11 12:43:56	SUM-159_NLS_4N_O1_A16_seed	seeding	2025-08-06 17:39:56				4.7944	
SUM-159_NLS_4N_O1_A16_seedT2	SUM-159	harvest	21	2025-08-13 15:39:14	SUM-159_NLS_4N_O1_A16_seed	seeding	2025-08-06 17:39:56				6.9162	
SUM-159_NLS_4N_O1_A16_seedT3	SUM-159	harvest	21	2025-08-15 13:22:06	SUM-159_NLS_4N_O1_A16_seed	seeding	2025-08-06 17:39:56				8.8209	
SUM-159_NLS_4N_O1_A16_seedT4	SUM-159	harvest	21	2025-08-18 12:23:49	SUM-159_NLS_4N_O1_A16_seed	seeding	2025-08-06 17:39:56				11.7805	
SUM-159_NLS_4N_O1_A16_seedT5	SUM-159	harvest	21	2025-08-20 15:35:00	SUM-159_NLS_4N_O1_A16_seed	seeding	2025-08-06 17:39:56				13.9132	
SUM-159_NLS_4N_O1_A17_seedT1	SUM-159	harvest	22	2025-08-25 12:44:49	SUM-159_NLS_4N_O1_A17_seed	seeding	2025-08-22 12:38:04				3.0047	
SUM-159_NLS_4N_O1_A17_seedT2	SUM-159	harvest	22	2025-08-27 19:44:49	SUM-159_NLS_4N_O1_A17_seed	seeding	2025-08-22 12:38:04				5.2964	
SUM-159_NLS_4N_O1_A18_seedT1	SUM-159	harvest	23	2025-09-01 11:17:35	SUM-159_NLS_4N_O1_A18_seed	seeding	2025-08-29 12:38:04				2.9441	
SUM-159_NLS_4N_O1_A18_seedT2	SUM-159	harvest	23	2025-09-03 19:44:49	SUM-159_NLS_4N_O1_A18_seed	seeding	2025-08-29 12:38:04				5.2964	
SUM-159_NLS_4N_O1_A19_seedT1	SUM-159	harvest	24	2025-09-08 16:33:11	SUM-159_NLS_4N_O1_A19_seed	seeding	2025-09-05 12:38:04				3.1633	
SUM-159_NLS_4N_O1_A19_seedT2	SUM-159	harvest	24	2025-09-10 12:39:05	SUM-159_NLS_4N_O1_A19_seed	seeding	2025-09-05 12:38:04				5.0007	
SUM-159_NLS_4N_O1_A19_seedT3	SUM-159	harvest	24	2025-09-12 16:09:48	SUM-159_NLS_4N_O1_A19_seed	seeding	2025-09-05 12:38:04				7.147	
SUM-159_NLS_4N_O1_A2_seedT1	SUM-159	harvest	7	2024-11-22 16:07:21	SUM-159_NLS_4N_O1_A2_seed	seeding	2024-11-20 15:55:32				2.0082	
SUM-159_NLS_4N_O1_A2_seedT2	SUM-159	harvest	7	2024-11-25 16:09:58	SUM-159_NLS_4N_O1_A2_seed	seeding	2024-11-20 15:55:32				5.01	
SUM-159_NLS_4N_O1_A20_seedT1	SUM-159	harvest	25	2025-09-22 15:33:16	SUM-159_NLS_4N_O1_A20_seed	seeding	2025-09-19 12:38:04				3.1217	
SUM-159_NLS_4N_O1_A21_seedT1	SUM-159	harvest	26	2025-09-26 12:39:02	SUM-159_NLS_4N_O1_A21_seed	seeding	2025-09-24 13:38:04				1.959	
SUM-159_NLS_4N_O1_A22_seedT1	SUM-159	harvest	27	2025-10-03 12:39:02	SUM-159_NLS_4N_O1_A22_seed	seeding	2025-10-01 15:59:02				1.8611	
SUM-159_NLS_4N_O1_A22_seedT2	SUM-159	harvest	27	2025-10-06 12:39:02	SUM-159_NLS_4N_O1_A22_seed	seeding	2025-10-01 15:59:02				4.8611	
SUM-159_NLS_4N_O1_A3_seedT1	SUM-159	harvest	8	2024-11-29 17:48:32	SUM-159_NLS_4N_O1_A3_seed	seeding	2024-11-27 13:06:22				2.1959	
SUM-159_NLS_4N_O1_A3_seedT2	SUM-159	harvest	8	2024-12-02 13:05:28	SUM-159_NLS_4N_O1_A3_seed	seeding	2024-11-27 13:06:22				4.9994	
SUM-159_NLS_4N_O1_A4_seedT1	SUM-159	harvest	9	2024-12-06 16:59:30	SUM-159_NLS_4N_O1_A4_seed	seeding	2024-12-04 17:29:07				1.9794	
SUM-159_NLS_4N_O1_A4_seedT2	SUM-159	harvest	9	2024-12-09 14:49:29	SUM-159_NLS_4N_O1_A4_seed	seeding	2024-12-04 17:29:07				4.8891	
SUM-159_NLS_4N_O1_A5_seedT1	SUM-159	harvest	10	2024-12-13 19:13:09	SUM-159_NLS_4N_O1_A5_seed	seeding	2024-12-11 17:32:59				2.0696	
SUM-159_NLS_4N_O1_A5_seedT2	SUM-159	harvest	10	2024-12-16 16:07:13	SUM-159_NLS_4N_O1_A5_seed	seeding	2024-12-11 17:32:59				4.9404	
SUM-159_NLS_4N_O1_A6_seedT1	SUM-159	harvest	11	2024-12-20 12:02:36	SUM-159_NLS_4N_O1_A6_seed	seeding	2024-12-18 16:47:36				1.8021	
SUM-159_NLS_4N_O1_A6_seedT2	SUM-159	harvest	11	2024-12-23 13:28:36	SUM-159_NLS_4N_O1_A6_seed	seeding	2024-12-18 16:47:36				4.8618	
SUM-159_NLS_4N_O1_A7_seedT1	SUM-159	harvest	12	2024-12-27 19:33:22	SUM-159_NLS_4N_O1_A7_seed	seeding	2024-12-25 14:56:04				2.1926	
SUM-159_NLS_4N_O1_A7_seedT2	SUM-159	harvest	12	2024-12-30 16:34:38	SUM-159_NLS_4N_O1_A7_seed	seeding	2024-12-25 14:56:04				5.0684	
SUM159_NLS_4N_O1_A7K_harvest	SUM-159	harvest	13	2025-03-05 15:41:19	SUM-159_NLS_4N_O1_A7K_seed	seeding	2025-03-01 19:47:22				3.8291	
SUM-159_NLS_4N_O1_A8_seedT1	SUM-159	harvest	13	2025-05-09 18:28:34	SUM-159_NLS_4N_O1_A8_seed	seeding	2025-05-08 16:45:14				1.0718	
SUM-159_NLS_4N_O1_A8_seedT2	SUM-159	harvest	13	2025-05-12 11:52:25	SUM-159_NLS_4N_O1_A8_seed	seeding	2025-05-08 16:45:14				3.7967	
SUM-159_NLS_4N_O1_A9_seedT1	SUM-159	harvest	14	2025-05-16 16:48:43	SUM-159_NLS_4N_O1_A9_seed	seeding	2025-05-14 15:16:03				2.0644	
SUM-159_NLS_4N_O1_A9_seedT2	SUM-159	harvest	14	2025-05-19 18:10:52	SUM-159_NLS_4N_O1_A9_seed	seeding	2025-05-14 15:16:03				5.1214	
