parameter,center_name,delta_name,invitro_name,transform,projection_applied,projection_action,feasible_before_projection,feasible_after_projection,center_raw_transformed,delta_raw_transformed,vivo_raw_transformed,vitro_raw_transformed,center_transformed,delta_transformed,vivo_transformed,vitro_transformed,center_raw_natural,vivo_raw_natural,vitro_raw_natural,center_projected_natural,vivo_projected_natural,vitro_projected_natural,joint_union_lower_transformed,joint_union_upper_transformed,joint_union_lower_bound,joint_union_upper_bound,delta_dynamic_lower_transformed,delta_dynamic_upper_transformed,pair,seed,objective,rank,ratio_vivo_to_vitro
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.155831444196523,-0.707839637125871,-0.509751262759459,0.198088374366412,-0.155831444196523,-0.707839637125871,-0.509751262759459,0.198088374366412,0.698503450499665,0.309206587113616,1.57793232969083,0.698503450499665,0.309206587113616,1.57793232969083,-4.0,0.397940008672038,0.0001,2.5,-1.10754290573712,1.10754290573712,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,20.0103420352841,4,0.19595681088187092
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.54656298245412,1.50893402641973,-0.79209596924425,-2.30102999566398,-1.54656298245412,1.50893402641973,-0.79209596924425,-2.30102999566398,0.0284077617875923,0.161400185956118,0.005,0.0284077617875923,0.161400185956118,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.50893402641973,1.50893402641973,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,20.0103420352841,4,32.2800371912236
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,0.072641293618232,0.5,0.0105535150770604,0.072641293618232,0.5,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.67557286941202,1.67557286941202,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,20.0103420352841,4,47.37757954094582
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.28161315880086,1.33139593453867,-2.61591519153153,-3.9473111260702,-3.28161315880086,1.33139593453867,-2.61591519153153,-3.9473111260702,0.0005228617127511,0.0024215018683425,0.0001128986825222,0.0005228617127511,0.0024215018683425,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.16528630892969,3.16528630892969,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,20.0103420352841,4,21.448451073521998
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.997390253792811,-0.005219492414379,0.994780507585621,1.0,0.997390253792811,-0.005219492414379,0.994780507585621,1.0,0.997390253792811,0.994780507585621,1.0,0.997390253792811,0.994780507585621,1.0,0.0,1.0,0.0,1.0,-0.0052194924143789,0.0052194924143789,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,20.0103420352841,4,0.994780507585621
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.575886287278859,-1.55518405233534,-1.35347831344653,0.201705738888809,-0.575886287278859,-1.55518405233534,-1.35347831344653,0.201705738888809,0.265530071689194,0.0443120341210791,1.59113027351929,0.265530071689194,0.0443120341210791,1.59113027351929,-2.0,1.0,0.01,10.0,-2.84822742544228,2.84822742544228,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,20.0103420352841,4,0.02784940671329756
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,-0.0657285004210214,-1.13016190617906,-0.630809453510549,0.499352452668507,-0.0657285004210214,-1.13016190617906,-0.630809453510549,0.499352452668507,0.859550702459219,0.233986362749007,3.15756611375965,0.859550702459219,0.233986362749007,3.15756611375965,-1.0,1.0,0.1,10.0,-1.86854299915796,1.86854299915796,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,20.0103420352841,4,0.07410339303090765
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,2.55517829746501,1.37320692760003,3.24178176126502,1.86857483366499,2.55517829746501,1.37320692760003,3.24178176126502,1.86857483366499,2.55517829746501,3.24178176126502,1.86857483366499,2.55517829746501,3.24178176126502,1.86857483366499,0.0001,5.0,0.0001,5.0,-4.88964340506999,4.88964340506999,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,20.0103420352841,4,1.73489533459393
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,0.101371914305943,0.804803819939848,0.503773824275867,-0.301029995663981,0.101371914305943,0.804803819939848,0.503773824275867,-0.301029995663981,1.26290858150935,3.18987617049993,0.5,1.26290858150935,3.18987617049993,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.804803819939848,0.804803819939848,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,20.0103420352841,4,6.37975234099986
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,1.87124074243996,0.74248148487991,2.24248148487991,1.5,1.87124074243996,0.74248148487991,2.24248148487991,1.5,1.87124074243996,2.24248148487991,1.5,1.87124074243996,2.24248148487991,1.5,1.5,4.5,1.5,4.5,-0.74248148487991,0.74248148487991,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,20.0103420352841,4,1.4949876565866067
lam_max,log10_lam_max,delta__log10_lam_max,log10_lam_max,log10,False,none,True,True,-0.37154577691773,-1.0028032418014,-0.872947397818432,0.129855843982972,-0.37154577691773,-1.0028032418014,-0.872947397818432,0.129855843982972,0.425063900477244,0.133983896023196,1.3485151936293,0.425063900477244,0.133983896023196,1.3485151936293,-2.30102999566398,0.176091259055681,0.005,1.5,-1.09527407194682,1.09527407194682,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,20.0103420352841,4,0.09935660840616935
p_mis_base,log10_p_mis_base,delta__log10_p_mis_base,log10_p_mis_base,log10,False,none,True,True,-4.64212308426928,0.564608555048927,-4.35981880674482,-4.92442736179374,-4.64212308426928,0.564608555048927,-4.35981880674482,-4.92442736179374,2.27969588725742e-05,4.36697990268037e-05,1.19007035850762e-05,2.27969588725742e-05,4.36697990268037e-05,1.19007035850762e-05,-6.0,-1.0,1e-06,0.1,-2.71575383146144,2.71575383146144,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,20.0103420352841,4,3.669514051384894
p_wgd,log10_p_wgd,delta__log10_p_wgd,log10_p_wgd,log10,False,none,True,True,-3.30859788526459,0.0769379295669889,-3.2701289204811,-3.34706685004808,-3.30859788526459,0.0769379295669889,-3.2701289204811,-3.34706685004808,0.0004913626199138,0.0005368724019378,0.0004497106265421,0.0004913626199138,0.0005368724019378,0.0004497106265421,-5.0,-3.0,1e-05,0.001,-0.617195770529179,0.617195770529179,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,20.0103420352841,4,1.1938174689486467
gamma_mu,gamma_mu,delta__gamma_mu,gamma_mu,identity,False,none,True,True,1.93730860613635,1.31652771655383,2.59557246441327,1.27904474785944,1.93730860613635,1.31652771655383,2.59557246441327,1.27904474785944,1.93730860613635,2.59557246441327,1.27904474785944,1.93730860613635,2.59557246441327,1.27904474785944,1.2,3.5,1.2,3.5,-1.4746172122727,1.4746172122727,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,20.0103420352841,4,2.0293054396705976
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.153560015107474,-0.707839637125871,-0.507479833670409,0.200359803455462,-0.153560015107474,-0.707839637125871,-0.507479833670409,0.200359803455462,0.70216630474532,0.310828023141718,1.58620678578554,0.70216630474532,0.310828023141718,1.58620678578554,-4.0,0.397940008672038,0.0001,2.5,-1.10300004755902,1.10300004755902,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,20.0131631688353,5,0.19595681088187128
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.54656298245412,1.50893402641973,-0.79209596924425,-2.30102999566398,-1.54656298245412,1.50893402641973,-0.79209596924425,-2.30102999566398,0.0284077617875923,0.161400185956118,0.005,0.0284077617875923,0.161400185956118,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.50893402641973,1.50893402641973,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,20.0131631688353,5,32.2800371912236
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,0.072641293618232,0.5,0.0105535150770604,0.072641293618232,0.5,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.67557286941202,1.67557286941202,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,20.0131631688353,5,47.37757954094582
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.28161315880086,1.33139593453867,-2.61591519153153,-3.9473111260702,-3.28161315880086,1.33139593453867,-2.61591519153153,-3.9473111260702,0.0005228617127511,0.0024215018683425,0.0001128986825222,0.0005228617127511,0.0024215018683425,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.16528630892969,3.16528630892969,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,20.0131631688353,5,21.448451073521998
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.997390253792811,-0.005219492414379,0.994780507585621,1.0,0.997390253792811,-0.005219492414379,0.994780507585621,1.0,0.997390253792811,0.994780507585621,1.0,0.997390253792811,0.994780507585621,1.0,0.0,1.0,0.0,1.0,-0.0052194924143789,0.0052194924143789,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,20.0131631688353,5,0.994780507585621
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.575886287278859,-1.56516848862279,-1.35847053159025,0.206697957032536,-0.575886287278859,-1.56516848862279,-1.35847053159025,0.206697957032536,0.265530071689194,0.0438055833792672,1.60952585337874,0.265530071689194,0.0438055833792672,1.60952585337874,-2.0,1.0,0.01,10.0,-2.84822742544228,2.84822742544228,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,20.0131631688353,5,0.027216452154098604
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,-0.0657285004210214,-1.13016190617906,-0.630809453510549,0.499352452668507,-0.0657285004210214,-1.13016190617906,-0.630809453510549,0.499352452668507,0.859550702459219,0.233986362749007,3.15756611375965,0.859550702459219,0.233986362749007,3.15756611375965,-1.0,1.0,0.1,10.0,-1.86854299915796,1.86854299915796,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,20.0131631688353,5,0.07410339303090765
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,2.55517829746501,1.37320692760003,3.24178176126502,1.86857483366499,2.55517829746501,1.37320692760003,3.24178176126502,1.86857483366499,2.55517829746501,3.24178176126502,1.86857483366499,2.55517829746501,3.24178176126502,1.86857483366499,0.0001,5.0,0.0001,5.0,-4.88964340506999,4.88964340506999,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,20.0131631688353,5,1.73489533459393
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,0.101371914305943,0.804803819939848,0.503773824275867,-0.301029995663981,0.101371914305943,0.804803819939848,0.503773824275867,-0.301029995663981,1.26290858150935,3.18987617049993,0.5,1.26290858150935,3.18987617049993,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.804803819939848,0.804803819939848,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,20.0131631688353,5,6.37975234099986
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,1.87124074243996,0.74248148487991,2.24248148487991,1.5,1.87124074243996,0.74248148487991,2.24248148487991,1.5,1.87124074243996,2.24248148487991,1.5,1.87124074243996,2.24248148487991,1.5,1.5,4.5,1.5,4.5,-0.74248148487991,0.74248148487991,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,20.0131631688353,5,1.4949876565866067
lam_max,log10_lam_max,delta__log10_lam_max,log10_lam_max,log10,False,none,True,True,-0.37154577691773,-1.0028032418014,-0.872947397818432,0.129855843982972,-0.37154577691773,-1.0028032418014,-0.872947397818432,0.129855843982972,0.425063900477244,0.133983896023196,1.3485151936293,0.425063900477244,0.133983896023196,1.3485151936293,-2.30102999566398,0.176091259055681,0.005,1.5,-1.09527407194682,1.09527407194682,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,20.0131631688353,5,0.09935660840616935
p_mis_base,log10_p_mis_base,delta__log10_p_mis_base,log10_p_mis_base,log10,False,none,True,True,-4.64212308426928,0.852653302570762,-4.2157964329839,-5.06844973555466,-4.64212308426928,0.852653302570762,-4.2157964329839,-5.06844973555466,2.27969588725742e-05,6.08420119443504e-05,8.54181703118546e-06,2.27969588725742e-05,6.08420119443504e-05,8.54181703118546e-06,-6.0,-1.0,1e-06,0.1,-2.71575383146144,2.71575383146144,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,20.0131631688353,5,7.122841863999346
p_wgd,log10_p_wgd,delta__log10_p_wgd,log10_p_wgd,log10,False,none,True,True,-3.30859788526459,0.0506879655660769,-3.28325390248155,-3.33394186804763,-3.30859788526459,0.0506879655660769,-3.28325390248155,-3.33394186804763,0.0004913626199138,0.0005208900930161,0.0004635089580042,0.0004913626199138,0.0005208900930161,0.0004635089580042,-5.0,-3.0,1e-05,0.001,-0.617195770529179,0.617195770529179,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,20.0131631688353,5,1.1237972514252466
gamma_mu,gamma_mu,delta__gamma_mu,gamma_mu,identity,False,none,True,True,1.92469033159582,1.31652771655383,2.58295418987274,1.26642647331891,1.92469033159582,1.31652771655383,2.58295418987274,1.26642647331891,1.92469033159582,2.58295418987274,1.26642647331891,1.92469033159582,2.58295418987274,1.26642647331891,1.2,3.5,1.2,3.5,-1.44938066319164,1.44938066319164,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,20.0131631688353,5,2.0395611149091195
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.153560015107474,-0.707839637125871,-0.507479833670409,0.200359803455462,-0.153560015107474,-0.707839637125871,-0.507479833670409,0.200359803455462,0.70216630474532,0.310828023141718,1.58620678578554,0.70216630474532,0.310828023141718,1.58620678578554,-4.0,0.397940008672038,0.0001,2.5,-1.10300004755902,1.10300004755902,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,20.0143642467265,6,0.19595681088187128
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.54656298245412,1.50893402641973,-0.79209596924425,-2.30102999566398,-1.54656298245412,1.50893402641973,-0.79209596924425,-2.30102999566398,0.0284077617875923,0.161400185956118,0.005,0.0284077617875923,0.161400185956118,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.50893402641973,1.50893402641973,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,20.0143642467265,6,32.2800371912236
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,0.072641293618232,0.5,0.0105535150770604,0.072641293618232,0.5,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.67557286941202,1.67557286941202,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,20.0143642467265,6,47.37757954094582
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.28161315880086,1.33139593453867,-2.61591519153153,-3.9473111260702,-3.28161315880086,1.33139593453867,-2.61591519153153,-3.9473111260702,0.0005228617127511,0.0024215018683425,0.0001128986825222,0.0005228617127511,0.0024215018683425,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.16528630892969,3.16528630892969,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,20.0143642467265,6,21.448451073521998
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.997390253792811,-0.005219492414379,0.994780507585621,1.0,0.997390253792811,-0.005219492414379,0.994780507585621,1.0,0.997390253792811,0.994780507585621,1.0,0.997390253792811,0.994780507585621,1.0,0.0,1.0,0.0,1.0,-0.0052194924143789,0.0052194924143789,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,20.0143642467265,6,0.994780507585621
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.575886287278859,-1.55518405233534,-1.35347831344653,0.201705738888809,-0.575886287278859,-1.55518405233534,-1.35347831344653,0.201705738888809,0.265530071689194,0.0443120341210791,1.59113027351929,0.265530071689194,0.0443120341210791,1.59113027351929,-2.0,1.0,0.01,10.0,-2.84822742544228,2.84822742544228,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,20.0143642467265,6,0.02784940671329756
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,-0.0733357385627183,-1.13016190617906,-0.638416691652246,0.49174521452681,-0.0733357385627183,-1.13016190617906,-0.638416691652246,0.49174521452681,0.844625640827007,0.229923471665171,3.10273878510898,0.844625640827007,0.229923471665171,3.10273878510898,-1.0,1.0,0.1,10.0,-1.85332852287456,1.85332852287456,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,20.0143642467265,6,0.07410339303090743
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,2.55517829746501,1.37320692760003,3.24178176126502,1.86857483366499,2.55517829746501,1.37320692760003,3.24178176126502,1.86857483366499,2.55517829746501,3.24178176126502,1.86857483366499,2.55517829746501,3.24178176126502,1.86857483366499,0.0001,5.0,0.0001,5.0,-4.88964340506999,4.88964340506999,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,20.0143642467265,6,1.73489533459393
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,0.101371914305943,0.804803819939848,0.503773824275867,-0.301029995663981,0.101371914305943,0.804803819939848,0.503773824275867,-0.301029995663981,1.26290858150935,3.18987617049993,0.5,1.26290858150935,3.18987617049993,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.804803819939848,0.804803819939848,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,20.0143642467265,6,6.37975234099986
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,1.87124074243996,0.74248148487991,2.24248148487991,1.5,1.87124074243996,0.74248148487991,2.24248148487991,1.5,1.87124074243996,2.24248148487991,1.5,1.87124074243996,2.24248148487991,1.5,1.5,4.5,1.5,4.5,-0.74248148487991,0.74248148487991,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,20.0143642467265,6,1.4949876565866067
lam_max,log10_lam_max,delta__log10_lam_max,log10_lam_max,log10,False,none,True,True,-0.37154577691773,-1.0028032418014,-0.872947397818432,0.129855843982972,-0.37154577691773,-1.0028032418014,-0.872947397818432,0.129855843982972,0.425063900477244,0.133983896023196,1.3485151936293,0.425063900477244,0.133983896023196,1.3485151936293,-2.30102999566398,0.176091259055681,0.005,1.5,-1.09527407194682,1.09527407194682,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,20.0143642467265,6,0.09935660840616935
p_mis_base,log10_p_mis_base,delta__log10_p_mis_base,log10_p_mis_base,log10,False,none,True,True,-4.64212308426928,1.01677126140897,-4.13373745356479,-5.15050871497377,-4.64212308426928,1.01677126140897,-4.13373745356479,-5.15050871497377,2.27969588725742e-05,7.34958042117419e-05,7.07117010844019e-06,2.27969588725742e-05,7.34958042117419e-05,7.07117010844019e-06,-6.0,-1.0,1e-06,0.1,-2.71575383146144,2.71575383146144,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,20.0143642467265,6,10.39372594417109
p_wgd,log10_p_wgd,delta__log10_p_wgd,log10_p_wgd,log10,False,none,True,True,-3.30859788526459,0.0163922071249687,-3.30040178170211,-3.31679398882707,-3.30859788526459,0.0163922071249687,-3.30040178170211,-3.31679398882707,0.0004913626199138,0.0005007237814064,0.0004821764677732,0.0004913626199138,0.0005007237814064,0.0004821764677732,-5.0,-3.0,1e-05,0.001,-0.617195770529179,0.617195770529179,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,20.0143642467265,6,1.0384658208619257
gamma_mu,gamma_mu,delta__gamma_mu,gamma_mu,identity,False,none,True,True,1.85826385827691,1.31652771655383,2.51652771655383,1.2,1.85826385827691,1.31652771655383,2.51652771655383,1.2,1.85826385827691,2.51652771655383,1.2,1.85826385827691,2.51652771655383,1.2,1.2,3.5,1.2,3.5,-1.31652771655383,1.31652771655383,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,20.0143642467265,6,2.0971064304615252
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.153560015107474,-0.707839637125871,-0.507479833670409,0.200359803455462,-0.153560015107474,-0.707839637125871,-0.507479833670409,0.200359803455462,0.70216630474532,0.310828023141718,1.58620678578554,0.70216630474532,0.310828023141718,1.58620678578554,-4.0,0.397940008672038,0.0001,2.5,-1.10300004755902,1.10300004755902,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed268,20.0144739447935,7,0.19595681088187128
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.54656298245412,1.50893402641973,-0.79209596924425,-2.30102999566398,-1.54656298245412,1.50893402641973,-0.79209596924425,-2.30102999566398,0.0284077617875923,0.161400185956118,0.005,0.0284077617875923,0.161400185956118,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.50893402641973,1.50893402641973,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed268,20.0144739447935,7,32.2800371912236
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,0.072641293618232,0.5,0.0105535150770604,0.072641293618232,0.5,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.67557286941202,1.67557286941202,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed268,20.0144739447935,7,47.37757954094582
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.28161315880086,1.33139593453867,-2.61591519153153,-3.9473111260702,-3.28161315880086,1.33139593453867,-2.61591519153153,-3.9473111260702,0.0005228617127511,0.0024215018683425,0.0001128986825222,0.0005228617127511,0.0024215018683425,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.16528630892969,3.16528630892969,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed268,20.0144739447935,7,21.448451073521998
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.997390253792811,-0.005219492414379,0.994780507585621,1.0,0.997390253792811,-0.005219492414379,0.994780507585621,1.0,0.997390253792811,0.994780507585621,1.0,0.997390253792811,0.994780507585621,1.0,0.0,1.0,0.0,1.0,-0.0052194924143789,0.0052194924143789,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed268,20.0144739447935,7,0.994780507585621
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.575886287278859,-1.55518405233534,-1.35347831344653,0.201705738888809,-0.575886287278859,-1.55518405233534,-1.35347831344653,0.201705738888809,0.265530071689194,0.0443120341210791,1.59113027351929,0.265530071689194,0.0443120341210791,1.59113027351929,-2.0,1.0,0.01,10.0,-2.84822742544228,2.84822742544228,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed268,20.0144739447935,7,0.02784940671329756
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,-0.0657285004210214,-1.13016190617906,-0.630809453510549,0.499352452668507,-0.0657285004210214,-1.13016190617906,-0.630809453510549,0.499352452668507,0.859550702459219,0.233986362749007,3.15756611375965,0.859550702459219,0.233986362749007,3.15756611375965,-1.0,1.0,0.1,10.0,-1.86854299915796,1.86854299915796,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed268,20.0144739447935,7,0.07410339303090765
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,2.55517829746501,1.37320692760003,3.24178176126502,1.86857483366499,2.55517829746501,1.37320692760003,3.24178176126502,1.86857483366499,2.55517829746501,3.24178176126502,1.86857483366499,2.55517829746501,3.24178176126502,1.86857483366499,0.0001,5.0,0.0001,5.0,-4.88964340506999,4.88964340506999,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed268,20.0144739447935,7,1.73489533459393
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,0.101371914305943,0.804803819939848,0.503773824275867,-0.301029995663981,0.101371914305943,0.804803819939848,0.503773824275867,-0.301029995663981,1.26290858150935,3.18987617049993,0.5,1.26290858150935,3.18987617049993,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.804803819939848,0.804803819939848,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed268,20.0144739447935,7,6.37975234099986
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,1.87124074243996,0.74248148487991,2.24248148487991,1.5,1.87124074243996,0.74248148487991,2.24248148487991,1.5,1.87124074243996,2.24248148487991,1.5,1.87124074243996,2.24248148487991,1.5,1.5,4.5,1.5,4.5,-0.74248148487991,0.74248148487991,fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed268,20.0144739447935,7,1.4949876565866067
