component,value,pair,seed,objective
invitro_4N_deprived_chr_drop,,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
invitro_4N_deprived_min_chr_drop_required,2,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
invitro_4N_deprived_initial_mean_N,,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
invitro_4N_deprived_min_mean_N,,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_constraint_failures,0,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_constraint_penalty_total,0,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_constraints_pass,TRUE,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_soft_coupling_penalty__O2_crit,0.0775662257795069,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_soft_coupling_penalty__mu_hp,0.0799999999998871,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_soft_coupling_penalty__p_misseg,0.0799999999614967,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_soft_coupling_penalty__k_o_mis,0.079999998901938,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_soft_coupling_penalty__buffer_smax,0.0101733600892482,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_soft_coupling_penalty__buffer_beta,0.0799999999640923,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_soft_coupling_penalty__buffer_n_exp,0.0734254281309751,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_soft_coupling_penalty__n_O,0.08,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_soft_coupling_penalty__alpha_o2,0.0799975917664513,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_soft_coupling_penalty__gamma_growth,0.0748106726976182,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_soft_coupling_penalty__lam_max,0.0798534915600161,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_soft_coupling_penalty__p_mis_base,0.08,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_soft_coupling_penalty__p_wgd,0.0022556784778061,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
joint_soft_coupling_penalty__gamma_mu,0.0799998260525977,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,seed18,19.4144872936097
objective_joint,18.8900595387654,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
objective_joint_unpenalized,18.0345243264012,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
objective_soft_coupling,0.855535212364247,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
objective_constraints,0,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_enabled,TRUE,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_n_params,14,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_welsch_c,0.4,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
weight_invivo,1,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
weight_invitro,1,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
objective_invivo,14.1732822073113,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
objective_invivo_data,13.5347785676961,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
objective_invivo_prior,0.638503639615219,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
objective_invivo_burden,7.93372336455934,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
objective_invivo_ploidy,4.82644062958136,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
objective_invivo_necrosis,0.774614573555377,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
objective_invivo_necrosis_raw,0.774614573555377,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
objective_invitro,3.86124211908987,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_growth_loglik,0.172293978657608,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_ploidy_loglik,-3.09592337466844,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_flow_loglik,-0.937612723079047,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_restriction,FALSE,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_constraint_penalty,1e+09,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_require_invivo_pred1000_ploidy_gt2,FALSE,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_require_invitro_growth_nonnegative,FALSE,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_require_invitro_ploidy_phenotype,FALSE,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_growth_nonnegative_pass,TRUE,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_n_growth_negative_pred,0,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invivo_pred1000_ploidy_pass,,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invivo_pred1000_min_ploidy_fold,,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invivo_pred1000_threshold_ploidy_fold,2,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invivo_pred1000_n_rows,,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invivo_pred1000_status,disabled,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_ploidy_phenotype_pass,,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_2N_deprived_wgd_pass,,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_2N_deprived_wgd_max_fraction,,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_2N_deprived_wgd_min_N,80,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_2N_deprived_wgd_min_fraction,0.01,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_2N_deprived_max_mean_N,,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_4N_deprived_chr_drop_pass,,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_4N_deprived_chr_drop,,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_4N_deprived_min_chr_drop_required,2,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_4N_deprived_initial_mean_N,,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
invitro_4N_deprived_min_mean_N,,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_constraint_failures,0,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_constraint_penalty_total,0,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_constraints_pass,TRUE,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_penalty__O2_crit,0.0398419975279868,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_penalty__mu_hp,0.0799999806792358,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_penalty__p_misseg,0.0799999940951187,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_penalty__k_o_mis,0.08,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_penalty__buffer_smax,0.0106907057647077,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_penalty__buffer_beta,0.0799999986552444,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_penalty__buffer_n_exp,0.0780375052860469,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_penalty__n_O,0.08,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_penalty__alpha_o2,7.26529947314703e-15,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_penalty__gamma_growth,0.0799999930502229,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_penalty__lam_max,0.0799744953554064,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_penalty__p_mis_base,0.08,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_penalty__p_wgd,0.0069905419504074,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
joint_soft_coupling_penalty__gamma_mu,0.0799999999998624,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,seed54,18.8900595387654
objective_joint,18.8522859133708,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
objective_joint_unpenalized,17.9849055158477,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
objective_soft_coupling,0.867380397523139,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
objective_constraints,0,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_enabled,TRUE,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_n_params,14,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_welsch_c,0.4,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
weight_invivo,1,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
weight_invitro,1,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
objective_invivo,14.126420628928,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
objective_invivo_data,13.525852495758,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
objective_invivo_prior,0.60056813316994,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
objective_invivo_burden,7.95420522928991,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
objective_invivo_ploidy,4.80460595220659,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
objective_invivo_necrosis,0.76704131426153,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
objective_invivo_necrosis_raw,0.76704131426153,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
objective_invitro,3.85848488691969,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_growth_loglik,0.168987385316769,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_ploidy_loglik,-3.10174156183013,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_flow_loglik,-0.925730710406323,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_restriction,FALSE,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_constraint_penalty,1e+09,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_require_invivo_pred1000_ploidy_gt2,FALSE,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_require_invitro_growth_nonnegative,FALSE,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_require_invitro_ploidy_phenotype,FALSE,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_growth_nonnegative_pass,TRUE,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_n_growth_negative_pred,0,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invivo_pred1000_ploidy_pass,,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invivo_pred1000_min_ploidy_fold,,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invivo_pred1000_threshold_ploidy_fold,2,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invivo_pred1000_n_rows,,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invivo_pred1000_status,disabled,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_ploidy_phenotype_pass,,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_2N_deprived_wgd_pass,,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_2N_deprived_wgd_max_fraction,,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_2N_deprived_wgd_min_N,80,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_2N_deprived_wgd_min_fraction,0.01,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_2N_deprived_max_mean_N,,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_4N_deprived_chr_drop_pass,,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_4N_deprived_chr_drop,,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_4N_deprived_min_chr_drop_required,2,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_4N_deprived_initial_mean_N,,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
invitro_4N_deprived_min_mean_N,,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_constraint_failures,0,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_constraint_penalty_total,0,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_constraints_pass,TRUE,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_penalty__O2_crit,0.0799983079925725,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_penalty__mu_hp,0.0799999786533347,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_penalty__p_misseg,0.0799999925451834,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_penalty__k_o_mis,0.0799999031132178,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_penalty__buffer_smax,0.00931601808236401,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_penalty__buffer_beta,0.0799999507239613,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_penalty__buffer_n_exp,0.0780375052860469,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_penalty__n_O,0.0595959129916639,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_penalty__alpha_o2,0.0799705411378356,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_penalty__gamma_growth,0.08,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_penalty__lam_max,0.0799812154849252,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_penalty__p_mis_base,0.000222490574819645,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_penalty__p_wgd,0.000258580937218111,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
joint_soft_coupling_penalty__gamma_mu,0.0799999999999958,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708
