parameter	O2_pct	n_complete	spearman_rho	parameter_group	parameter_order	parameter_plot_label	parameter_display_label	display_order	importance_rank	peak_direction	peak_direction_order	within_direction_rank	max_abs_rho	rho_at_max_abs	O2_at_max_abs
O2_crit	2.825	500	0.0626149800109067	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	2.85	500	0.0598066430332561	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	2.875	500	0.0595738389731323	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	2.9	500	0.0588136977162001	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	2.925	500	0.0588594905148307	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	2.95	500	0.0632325587815362	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	2.975	500	0.0634355063209596	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3	500	0.0637953205961531	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.025	500	0.0667455480483863	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.05	500	0.0681134759051717	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.075	500	0.0671895557919215	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.1	500	0.0672155722456508	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.125	500	0.0684388255792994	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.15	500	0.0684531298287668	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.175	500	0.0680613469960388	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.2	500	0.0681855731625544	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.225	500	0.0685329072200917	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.25	500	0.069133109687677	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.275	500	0.0729125036006481	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.3	500	0.0722696763896835	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.325	500	0.0762009449513623	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.35	500	0.0756525833878871	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.375	500	0.0754787243557699	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.4	500	0.076218129251058	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.425	500	0.0756454792639905	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.45	500	0.0762814903560814	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.475	500	0.0763629957775433	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.5	500	0.0767057217547153	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.525	500	0.074779160155307	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.55	500	0.0786853722799993	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.575	500	0.0787689897382953	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.6	500	0.078310773746967	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.625	500	0.0782213961882144	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.65	500	0.078276885155947	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.675	500	0.0779483674265681	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.7	500	0.0732028126636644	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.725	500	0.0777889086455925	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.75	500	0.0786806681979597	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.775	500	0.0792700224763515	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.8	500	0.0799292659736177	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.825	500	0.0802003747017784	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.85	500	0.081514157614271	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.875	500	0.0890764975021617	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.9	500	0.0890453929596957	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.925	500	0.0893560543776589	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.95	500	0.0888339012712615	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	3.975	500	0.089373718685726	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4	500	0.0903252872811682	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.025	500	0.0916026855591095	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.05	500	0.098708921492506	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.075	500	0.099177025656285	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.1	500	0.0993868853162564	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.125	500	0.0993507886867279	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.15	500	0.0997191471109321	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.175	500	0.0997185711008864	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.2	500	0.100224115917634	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.225	500	0.0994736708298036	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.25	500	0.0996219934165629	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.275	500	0.0995155275597887	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.3	500	0.0998312770664887	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.325	500	0.100836414596178	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.35	500	0.101425576871221	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.375	500	0.101742382396338	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.4	500	0.102503291666665	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.425	500	0.103024964764691	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.45	500	0.103219176151755	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.475	500	0.104377148346894	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.5	500	0.107536275442356	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.525	500	0.107742871045402	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.55	500	0.102651614253424	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.575	500	0.103192295682957	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.6	500	0.103985173510818	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.625	500	0.104493310372771	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.65	500	0.10515149785162	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.675	500	0.105847317986786	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.7	500	0.106360638939149	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.725	500	0.106699908856047	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.75	500	0.106908136487556	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.775	500	0.107742487038705	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.8	500	0.108478723878742	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.825	500	0.109265457599449	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.85	500	0.110712202830817	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.875	500	0.116421038393425	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.9	500	0.118026570394048	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.925	500	0.118512434867568	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.95	500	0.119114941375336	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	4.975	500	0.119583909554183	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
O2_crit	5	500	0.119525636537897	Oxygen response	6	O2_crit | Critical O2 level	Critical oxygen level (O2_crit)	3	8	Positive peak rho	1	3	0.278393527208259	0.278393527208259	0.975
n_O	0	500	-0.0249440677762711	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.025	500	-0.0552048288193153	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.05	500	-0.0729264997059988	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.075	500	-0.0897158148632595	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.1	500	-0.1227248748995	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.125	500	-0.14936699746799	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.15	500	-0.144543458173833	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.175	500	-0.141775383101532	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.2	500	-0.142105144420578	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.225	500	-0.13400732002928	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.25	500	-0.132795027180109	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.275	500	-0.125378229512918	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.3	500	-0.101820023280093	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.325	500	-0.0878504314017256	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.35	500	-0.0633381733526934	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.375	500	-0.0460444721778887	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.4	500	-0.0126955707822831	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.425	500	-0.0148967635870544	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.45	500	-0.00215664862659451	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.475	500	0.0141077364309457	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.5	500	0.0404227856911428	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.525	500	0.0545497221988888	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.55	500	0.0786831627326509	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.575	500	0.0908520754083016	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.6	500	0.091376909507638	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.625	500	0.10811947247789	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.65	500	0.128370081480326	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.675	500	0.131433069732279	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.7	500	0.130914091656367	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.725	500	0.157073044292177	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.75	500	0.157055476221905	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.775	500	0.151229980919924	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.8	500	0.150067320269281	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.825	500	0.147223692894772	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.85	500	0.154489961959848	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.875	500	0.162355561422246	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.9	500	0.165925719702879	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.925	500	0.167442045768183	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.95	500	0.170122376489506	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	0.975	500	0.174863835455342	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1	500	0.166472441889768	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.025	500	0.160673538694155	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.05	500	0.155410893643575	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.075	500	0.145713606854427	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.1	500	0.142074040296161	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.125	500	0.13361698246793	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.15	500	0.120720578882316	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.175	500	0.108978483913936	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.2	500	0.0983235932943732	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.225	500	0.101923031692127	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.25	500	0.0988436273745095	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.275	500	0.0884929619718479	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.3	500	0.084749138996556	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.325	500	0.0714912939651759	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.35	500	0.0622805371221485	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.375	500	0.060814131256525	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
n_O	1.4	500	0.0528215232860932	Oxygen response	7	n_O | O2-response Hill exponent	Oxygen-response Hill exponent (n_O)	4	10	Positive peak rho	1	4	0.253866775467102	0.253866775467102	5
