N	replicate	seed	O2_pct	output	parameter	group	S1	ST	output_variance
257	2	20260924	4.075	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.0164396177	0.1749212173	0.4028943764
257	2	20260924	4.075	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.01659440326	0.4833583656	0.4028943764
257	2	20260924	4.075	dominant_growth_rate	lam_max	growth	0.2069463589	0.601368993	0.005863342368
257	2	20260924	4.075	dominant_growth_rate	p_mis_base	missegregation	0.1759847666	0.4290175804	0.005863342368
257	2	20260924	4.075	dominant_growth_rate	p_misseg	missegregation	0.007262913456	0.04029670696	0.005863342368
257	2	20260924	4.075	dominant_growth_rate	k_o_mis	missegregation	0.0005241309187	0.005972069207	0.005863342368
257	2	20260924	4.075	dominant_growth_rate	buffer_smax	buffering	0.0005662216754	0.009064575476	0.005863342368
257	2	20260924	4.075	dominant_growth_rate	buffer_beta	buffering	0.0001375721976	0.001511014087	0.005863342368
257	2	20260924	4.075	dominant_growth_rate	buffer_n_exp	buffering	3.634708739e-05	0.001835077741	0.005863342368
257	2	20260924	4.075	dominant_growth_rate	p_wgd	genome_doubling	1.406051719e-05	0.0004581843301	0.005863342368
257	2	20260924	4.075	dominant_growth_rate	alpha_o2	growth	6.304955391e-05	0.009372114348	0.005863342368
257	2	20260924	4.075	dominant_growth_rate	gamma_growth	growth	0.00010232327	0.001324691272	0.005863342368
257	2	20260924	4.075	dominant_growth_rate	mu_hp	death	0.001836296086	0.006381648996	0.005863342368
257	2	20260924	4.075	dominant_growth_rate	gamma_mu	death	0.0001838286809	0.001128312171	0.005863342368
257	2	20260924	4.075	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.02255153826	0.06745428583	0.005863342368
257	2	20260924	4.075	dominant_growth_rate	n_O	shared_oxygen_stress	0.02263146068	0.06430724452	0.005863342368
257	2	20260924	4.100	dominant_mean_ploidy	lam_max	growth	0.06263615175	0.7423809583	0.4045142515
257	2	20260924	4.100	dominant_mean_ploidy	p_mis_base	missegregation	0.065723119	0.878138469	0.4045142515
257	2	20260924	4.100	dominant_mean_ploidy	p_misseg	missegregation	0.01898294739	0.4307351245	0.4045142515
257	2	20260924	4.100	dominant_mean_ploidy	k_o_mis	missegregation	0.005835815317	0.1426725192	0.4045142515
257	2	20260924	4.100	dominant_mean_ploidy	buffer_smax	buffering	0.09282736417	0.8541305917	0.4045142515
257	2	20260924	4.100	dominant_mean_ploidy	buffer_beta	buffering	0.04552258518	0.1810189038	0.4045142515
257	2	20260924	4.100	dominant_mean_ploidy	buffer_n_exp	buffering	0.04868124207	0.6519500096	0.4045142515
257	2	20260924	4.100	dominant_mean_ploidy	p_wgd	genome_doubling	0.007926942171	0.0615347298	0.4045142515
257	2	20260924	4.100	dominant_mean_ploidy	alpha_o2	growth	0.01829189214	0.626059744	0.4045142515
257	2	20260924	4.100	dominant_mean_ploidy	gamma_growth	growth	1.260212402e-05	0.005178608353	0.4045142515
257	2	20260924	4.100	dominant_mean_ploidy	mu_hp	death	0.02092352861	0.4913877409	0.4045142515
257	2	20260924	4.100	dominant_mean_ploidy	gamma_mu	death	0.003568994109	0.05542529358	0.4045142515
257	2	20260924	4.100	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.01658694916	0.1751889388	0.4045142515
257	2	20260924	4.100	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.0166980358	0.4825411329	0.4045142515
257	2	20260924	4.100	dominant_growth_rate	lam_max	growth	0.2076706474	0.6018363794	0.005861460924
257	2	20260924	4.100	dominant_growth_rate	p_mis_base	missegregation	0.1762205874	0.4292533759	0.005861460924
257	2	20260924	4.100	dominant_growth_rate	p_misseg	missegregation	0.007091473598	0.03913515293	0.005861460924
257	2	20260924	4.100	dominant_growth_rate	k_o_mis	missegregation	0.0005197594568	0.005968974628	0.005861460924
257	2	20260924	4.100	dominant_growth_rate	buffer_smax	buffering	0.000571079602	0.009097542609	0.005861460924
257	2	20260924	4.100	dominant_growth_rate	buffer_beta	buffering	0.0001375193251	0.001508663839	0.005861460924
257	2	20260924	4.100	dominant_growth_rate	buffer_n_exp	buffering	3.630527196e-05	0.001829526147	0.005861460924
257	2	20260924	4.100	dominant_growth_rate	p_wgd	genome_doubling	1.405796966e-05	0.0004576254894	0.005861460924
257	2	20260924	4.100	dominant_growth_rate	alpha_o2	growth	6.395504967e-05	0.009412859079	0.005861460924
257	2	20260924	4.100	dominant_growth_rate	gamma_growth	growth	0.0001017672364	0.00131829785	0.005861460924
257	2	20260924	4.100	dominant_growth_rate	mu_hp	death	0.001792000279	0.006253140606	0.005861460924
257	2	20260924	4.100	dominant_growth_rate	gamma_mu	death	0.0001829875031	0.001124203622	0.005861460924
257	2	20260924	4.100	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.02216076308	0.06657472932	0.005861460924
257	2	20260924	4.100	dominant_growth_rate	n_O	shared_oxygen_stress	0.02271289398	0.0648015884	0.005861460924
257	2	20260924	4.125	dominant_mean_ploidy	lam_max	growth	0.06261572102	0.7430548537	0.3981302982
257	2	20260924	4.125	dominant_mean_ploidy	p_mis_base	missegregation	0.06569974265	0.8781277164	0.3981302982
257	2	20260924	4.125	dominant_mean_ploidy	p_misseg	missegregation	0.0190213023	0.430648066	0.3981302982
257	2	20260924	4.125	dominant_mean_ploidy	k_o_mis	missegregation	0.005843846523	0.1415603236	0.3981302982
257	2	20260924	4.125	dominant_mean_ploidy	buffer_smax	buffering	0.09290706964	0.854116402	0.3981302982
257	2	20260924	4.125	dominant_mean_ploidy	buffer_beta	buffering	0.04522268276	0.1795349895	0.3981302982
257	2	20260924	4.125	dominant_mean_ploidy	buffer_n_exp	buffering	0.04870391577	0.6513551226	0.3981302982
257	2	20260924	4.125	dominant_mean_ploidy	p_wgd	genome_doubling	0.007914962915	0.06130966589	0.3981302982
257	2	20260924	4.125	dominant_mean_ploidy	alpha_o2	growth	0.01823467253	0.6259369618	0.3981302982
257	2	20260924	4.125	dominant_mean_ploidy	gamma_growth	growth	1.247104795e-05	0.005207758392	0.3981302982
257	2	20260924	4.125	dominant_mean_ploidy	mu_hp	death	0.0209322637	0.4914837064	0.3981302982
257	2	20260924	4.125	dominant_mean_ploidy	gamma_mu	death	0.003498765043	0.05463477761	0.3981302982
257	2	20260924	4.125	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.01665782962	0.1752318921	0.3981302982
257	2	20260924	4.125	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.01541433186	0.4960555703	0.3981302982
257	2	20260924	4.125	dominant_growth_rate	lam_max	growth	0.2083853954	0.6022978067	0.005859632166
257	2	20260924	4.125	dominant_growth_rate	p_mis_base	missegregation	0.1764473142	0.4294705408	0.005859632166
257	2	20260924	4.125	dominant_growth_rate	p_misseg	missegregation	0.00692453716	0.03800788236	0.005859632166
257	2	20260924	4.125	dominant_growth_rate	k_o_mis	missegregation	0.0005154069231	0.005964983656	0.005859632166
257	2	20260924	4.125	dominant_growth_rate	buffer_smax	buffering	0.0005758579378	0.009130039775	0.005859632166
257	2	20260924	4.125	dominant_growth_rate	buffer_beta	buffering	0.0001374700622	0.001506415982	0.005859632166
257	2	20260924	4.125	dominant_growth_rate	buffer_n_exp	buffering	3.626287439e-05	0.001823942341	0.005859632166
257	2	20260924	4.125	dominant_growth_rate	p_wgd	genome_doubling	1.405627952e-05	0.000457099102	0.005859632166
257	2	20260924	4.125	dominant_growth_rate	alpha_o2	growth	6.489600034e-05	0.009454025484	0.005859632166
257	2	20260924	4.125	dominant_growth_rate	gamma_growth	growth	0.0001011738048	0.001311979295	0.005859632166
257	2	20260924	4.125	dominant_growth_rate	mu_hp	death	0.001748805236	0.006129115228	0.005859632166
257	2	20260924	4.125	dominant_growth_rate	gamma_mu	death	0.0001821572028	0.001120208866	0.005859632166
257	2	20260924	4.125	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.02178295379	0.06570215188	0.005859632166
257	2	20260924	4.125	dominant_growth_rate	n_O	shared_oxygen_stress	0.02279182316	0.06529105034	0.005859632166
257	2	20260924	4.150	dominant_mean_ploidy	lam_max	growth	0.06246842971	0.7421014147	0.3997862717
257	2	20260924	4.150	dominant_mean_ploidy	p_mis_base	missegregation	0.06567472996	0.8781168209	0.3997862717
257	2	20260924	4.150	dominant_mean_ploidy	p_misseg	missegregation	0.01912652125	0.4309346727	0.3997862717
257	2	20260924	4.150	dominant_mean_ploidy	k_o_mis	missegregation	0.005850471715	0.1404686989	0.3997862717
257	2	20260924	4.150	dominant_mean_ploidy	buffer_smax	buffering	0.09298707172	0.8541019876	0.3997862717
257	2	20260924	4.150	dominant_mean_ploidy	buffer_beta	buffering	0.04492775247	0.1780757874	0.3997862717
257	2	20260924	4.150	dominant_mean_ploidy	buffer_n_exp	buffering	0.04872553715	0.6507539108	0.3997862717
257	2	20260924	4.150	dominant_mean_ploidy	p_wgd	genome_doubling	0.007903382907	0.06108982966	0.3997862717
257	2	20260924	4.150	dominant_mean_ploidy	alpha_o2	growth	0.01829113098	0.6266143266	0.3997862717
257	2	20260924	4.150	dominant_mean_ploidy	gamma_growth	growth	1.236197231e-05	0.005236296894	0.3997862717
257	2	20260924	4.150	dominant_mean_ploidy	mu_hp	death	0.0209799928	0.4921807357	0.3997862717
257	2	20260924	4.150	dominant_mean_ploidy	gamma_mu	death	0.003430425741	0.05386166908	0.3997862717
257	2	20260924	4.150	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.01676792764	0.175926121	0.3997862717
257	2	20260924	4.150	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.01550480845	0.4952382528	0.3997862717
257	2	20260924	4.150	dominant_growth_rate	lam_max	growth	0.2090905582	0.6027532001	0.005857836978
257	2	20260924	4.150	dominant_growth_rate	p_mis_base	missegregation	0.1766652571	0.42967004	0.005857836978
257	2	20260924	4.150	dominant_growth_rate	p_misseg	missegregation	0.006762015291	0.03691439803	0.005857836978
257	2	20260924	4.150	dominant_growth_rate	k_o_mis	missegregation	0.0005110713885	0.005960084679	0.005857836978
257	2	20260924	4.150	dominant_growth_rate	buffer_smax	buffering	0.0005805571643	0.009162081767	0.005857836978
257	2	20260924	4.150	dominant_growth_rate	buffer_beta	buffering	0.0001374242209	0.001504266061	0.005857836978
257	2	20260924	4.150	dominant_growth_rate	buffer_n_exp	buffering	3.621994598e-05	0.001818332418	0.005857836978
257	2	20260924	4.150	dominant_growth_rate	p_wgd	genome_doubling	1.405541138e-05	0.0004566038073	0.005857836978
257	2	20260924	4.150	dominant_growth_rate	alpha_o2	growth	6.582726308e-05	0.009492582774	0.005857836978
257	2	20260924	4.150	dominant_growth_rate	gamma_growth	growth	0.0001005461126	0.001305784375	0.005857836978
257	2	20260924	4.150	dominant_growth_rate	mu_hp	death	0.001706684114	0.006009476575	0.005857836978
257	2	20260924	4.150	dominant_growth_rate	gamma_mu	death	0.0001813373236	0.001116324535	0.005857836978
257	2	20260924	4.150	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.0214159166	0.0648415865	0.005857836978
257	2	20260924	4.150	dominant_growth_rate	n_O	shared_oxygen_stress	0.02286765376	0.0657727446	0.005857836978
257	2	20260924	4.175	dominant_mean_ploidy	lam_max	growth	0.0623254672	0.7414290328	0.4013100139
257	2	20260924	4.175	dominant_mean_ploidy	p_mis_base	missegregation	0.06564792462	0.8781055992	0.4013100139
257	2	20260924	4.175	dominant_mean_ploidy	p_misseg	missegregation	0.01923142142	0.4312408745	0.4013100139
257	2	20260924	4.175	dominant_mean_ploidy	k_o_mis	missegregation	0.005855789601	0.1393971018	0.4013100139
257	2	20260924	4.175	dominant_mean_ploidy	buffer_smax	buffering	0.09306734925	0.8540872983	0.4013100139
257	2	20260924	4.175	dominant_mean_ploidy	buffer_beta	buffering	0.04463768475	0.1766408247	0.4013100139
257	2	20260924	4.175	dominant_mean_ploidy	buffer_n_exp	buffering	0.04874611109	0.6501464327	0.4013100139
257	2	20260924	4.175	dominant_mean_ploidy	p_wgd	genome_doubling	0.007892055793	0.0608742226	0.4013100139
257	2	20260924	4.175	dominant_mean_ploidy	alpha_o2	growth	0.01823370163	0.6265149128	0.4013100139
257	2	20260924	4.175	dominant_mean_ploidy	gamma_growth	growth	1.227324005e-05	0.005264193547	0.4013100139
257	2	20260924	4.175	dominant_mean_ploidy	mu_hp	death	0.02098857997	0.4922845809	0.4013100139
257	2	20260924	4.175	dominant_mean_ploidy	gamma_mu	death	0.003363970055	0.05310622993	0.4013100139
257	2	20260924	4.175	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.01676220193	0.1757004605	0.4013100139
257	2	20260924	4.175	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.01552190748	0.4944782003	0.4013100139
257	2	20260924	4.175	dominant_growth_rate	lam_max	growth	0.2097862981	0.6032028744	0.00585610447
257	2	20260924	4.175	dominant_growth_rate	p_mis_base	missegregation	0.1768747211	0.4298528082	0.00585610447
257	2	20260924	4.175	dominant_growth_rate	p_misseg	missegregation	0.006603860382	0.03585427351	0.00585610447
257	2	20260924	4.175	dominant_growth_rate	k_o_mis	missegregation	0.0005067510916	0.005954268293	0.00585610447
257	2	20260924	4.175	dominant_growth_rate	buffer_smax	buffering	0.0005851778318	0.009193682701	0.00585610447
257	2	20260924	4.175	dominant_growth_rate	buffer_beta	buffering	0.000137381623	0.001502209819	0.00585610447
257	2	20260924	4.175	dominant_growth_rate	buffer_n_exp	buffering	3.61765369e-05	0.001812702229	0.00585610447
257	2	20260924	4.175	dominant_growth_rate	p_wgd	genome_doubling	1.405533037e-05	0.0004561382812	0.00585610447
257	2	20260924	4.175	dominant_growth_rate	alpha_o2	growth	6.670345962e-05	0.009528816775	0.00585610447
257	2	20260924	4.175	dominant_growth_rate	gamma_growth	growth	9.988721808e-05	0.001299759002	0.00585610447
257	2	20260924	4.175	dominant_growth_rate	mu_hp	death	0.001665613534	0.005894130852	0.00585610447
257	2	20260924	4.175	dominant_growth_rate	gamma_mu	death	0.0001805274335	0.001112547297	0.00585610447
257	2	20260924	4.175	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.02106016185	0.06400206851	0.00585610447
257	2	20260924	4.175	dominant_growth_rate	n_O	shared_oxygen_stress	0.02294105233	0.06624978176	0.00585610447
257	2	20260924	4.200	dominant_mean_ploidy	lam_max	growth	0.06230360164	0.7418427168	0.3933870917
257	2	20260924	4.200	dominant_mean_ploidy	p_mis_base	missegregation	0.06561904079	0.8780936414	0.3933870917
257	2	20260924	4.200	dominant_mean_ploidy	p_misseg	missegregation	0.01927031963	0.4312022149	0.3933870917
257	2	20260924	4.200	dominant_mean_ploidy	k_o_mis	missegregation	0.005859887249	0.1383450342	0.3933870917
257	2	20260924	4.200	dominant_mean_ploidy	buffer_smax	buffering	0.09314788152	0.8540722845	0.3933870917
257	2	20260924	4.200	dominant_mean_ploidy	buffer_beta	buffering	0.04435238328	0.1752296372	0.3933870917
257	2	20260924	4.200	dominant_mean_ploidy	buffer_n_exp	buffering	0.04876563968	0.6495327465	0.3933870917
257	2	20260924	4.200	dominant_mean_ploidy	p_wgd	genome_doubling	0.007881027174	0.06066313788	0.3933870917
257	2	20260924	4.200	dominant_mean_ploidy	alpha_o2	growth	0.01828841486	0.627172328	0.3933870917
257	2	20260924	4.200	dominant_mean_ploidy	gamma_growth	growth	1.220325008e-05	0.005291420831	0.3933870917
257	2	20260924	4.200	dominant_mean_ploidy	mu_hp	death	0.02102804861	0.4927620708	0.3933870917
257	2	20260924	4.200	dominant_mean_ploidy	gamma_mu	death	0.003299352864	0.05236773295	0.3933870917
257	2	20260924	4.200	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.01673594438	0.175408783	0.3933870917
257	2	20260924	4.200	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.02256637315	0.5819558598	0.3933870917
257	2	20260924	4.200	dominant_growth_rate	lam_max	growth	0.2104724712	0.6036467479	0.00585440993
257	2	20260924	4.200	dominant_growth_rate	p_mis_base	missegregation	0.1770760056	0.430019749	0.00585440993
257	2	20260924	4.200	dominant_growth_rate	p_misseg	missegregation	0.006449978683	0.03482694078	0.00585440993
257	2	20260924	4.200	dominant_growth_rate	k_o_mis	missegregation	0.0005024444318	0.005947527231	0.00585440993
257	2	20260924	4.200	dominant_growth_rate	buffer_smax	buffering	0.0005897205536	0.009224856038	0.00585440993
257	2	20260924	4.200	dominant_growth_rate	buffer_beta	buffering	0.0001373420992	0.001500243191	0.00585440993
257	2	20260924	4.200	dominant_growth_rate	buffer_n_exp	buffering	3.613269598e-05	0.001807057384	0.00585440993
257	2	20260924	4.200	dominant_growth_rate	p_wgd	genome_doubling	1.405600207e-05	0.000455701239	0.00585440993
257	2	20260924	4.200	dominant_growth_rate	alpha_o2	growth	6.76642609e-05	0.009565814997	0.00585440993
257	2	20260924	4.200	dominant_growth_rate	gamma_growth	growth	9.920009182e-05	0.001293946149	0.00585440993
257	2	20260924	4.200	dominant_growth_rate	mu_hp	death	0.001625572089	0.005782984423	0.00585440993
257	2	20260924	4.200	dominant_growth_rate	gamma_mu	death	0.0001797271205	0.001108873854	0.00585440993
257	2	20260924	4.200	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.02071524426	0.06318586982	0.00585440993
257	2	20260924	4.200	dominant_growth_rate	n_O	shared_oxygen_stress	0.02301729781	0.06672146494	0.00585440993
257	2	20260924	4.225	dominant_mean_ploidy	lam_max	growth	0.06216347085	0.741194261	0.3951007534
257	2	20260924	4.225	dominant_mean_ploidy	p_mis_base	missegregation	0.06558703587	0.8780793807	0.3951007534
257	2	20260924	4.225	dominant_mean_ploidy	p_misseg	missegregation	0.01937472623	0.4315403137	0.3951007534
257	2	20260924	4.225	dominant_mean_ploidy	k_o_mis	missegregation	0.005862841928	0.1373120333	0.3951007534
257	2	20260924	4.225	dominant_mean_ploidy	buffer_smax	buffering	0.09322864894	0.8540568973	0.3951007534
257	2	20260924	4.225	dominant_mean_ploidy	buffer_beta	buffering	0.04407175064	0.1738417633	0.3951007534
257	2	20260924	4.225	dominant_mean_ploidy	buffer_n_exp	buffering	0.04878412594	0.6489129159	0.3951007534
257	2	20260924	4.225	dominant_mean_ploidy	p_wgd	genome_doubling	0.007870336137	0.06045662906	0.3951007534
257	2	20260924	4.225	dominant_mean_ploidy	alpha_o2	growth	0.01828603453	0.6277586152	0.3951007534
257	2	20260924	4.225	dominant_mean_ploidy	gamma_growth	growth	1.215043638e-05	0.005317953118	0.3951007534
257	2	20260924	4.225	dominant_mean_ploidy	mu_hp	death	0.02107514893	0.4934728035	0.3951007534
257	2	20260924	4.225	dominant_mean_ploidy	gamma_mu	death	0.003236533555	0.05164599544	0.3951007534
257	2	20260924	4.225	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.01677962973	0.175843035	0.3951007534
257	2	20260924	4.225	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.02258113635	0.5816846315	0.3951007534
257	2	20260924	4.225	dominant_growth_rate	lam_max	growth	0.2111502278	0.6040851105	0.005852750234
257	2	20260924	4.225	dominant_growth_rate	p_mis_base	missegregation	0.1772694022	0.4301717341	0.005852750234
257	2	20260924	4.225	dominant_growth_rate	p_misseg	missegregation	0.006300251976	0.03383174044	0.005852750234
257	2	20260924	4.225	dominant_growth_rate	k_o_mis	missegregation	0.0004981499631	0.005939856298	0.005852750234
257	2	20260924	4.225	dominant_growth_rate	buffer_smax	buffering	0.0005941860003	0.009255614597	0.005852750234
257	2	20260924	4.225	dominant_growth_rate	buffer_beta	buffering	0.0001373054887	0.001498362298	0.005852750234
257	2	20260924	4.225	dominant_growth_rate	buffer_n_exp	buffering	3.608847031e-05	0.001801403251	0.005852750234
257	2	20260924	4.225	dominant_growth_rate	p_wgd	genome_doubling	1.405739305e-05	0.0004552914461	0.005852750234
257	2	20260924	4.225	dominant_growth_rate	alpha_o2	growth	6.852222927e-05	0.009598617084	0.005852750234
257	2	20260924	4.225	dominant_growth_rate	gamma_growth	growth	9.848760962e-05	0.00128838577	0.005852750234
257	2	20260924	4.225	dominant_growth_rate	mu_hp	death	0.001586534395	0.005675942307	0.005852750234
257	2	20260924	4.225	dominant_growth_rate	gamma_mu	death	0.0001789359933	0.001105300947	0.005852750234
257	2	20260924	4.225	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.02037969502	0.06238967163	0.005852750234
257	2	20260924	4.225	dominant_growth_rate	n_O	shared_oxygen_stress	0.02309825454	0.06718767056	0.005852750234
257	2	20260924	4.250	dominant_mean_ploidy	lam_max	growth	0.06201892947	0.7402584335	0.3966985397
257	2	20260924	4.250	dominant_mean_ploidy	p_mis_base	missegregation	0.06555192264	0.8780622058	0.3966985397
257	2	20260924	4.250	dominant_mean_ploidy	p_misseg	missegregation	0.01947886866	0.4318971567	0.3966985397
257	2	20260924	4.250	dominant_mean_ploidy	k_o_mis	missegregation	0.005864722484	0.1362976641	0.3966985397
257	2	20260924	4.250	dominant_mean_ploidy	buffer_smax	buffering	0.09330963207	0.854041089	0.3966985397
257	2	20260924	4.250	dominant_mean_ploidy	buffer_beta	buffering	0.04379569577	0.1724767832	0.3966985397
257	2	20260924	4.250	dominant_mean_ploidy	buffer_n_exp	buffering	0.0488015737	0.6482870055	0.3966985397
257	2	20260924	4.250	dominant_mean_ploidy	p_wgd	genome_doubling	0.007859907402	0.06025423208	0.3966985397
257	2	20260924	4.250	dominant_mean_ploidy	alpha_o2	growth	0.01828031296	0.6277390486	0.3966985397
257	2	20260924	4.250	dominant_mean_ploidy	gamma_growth	growth	1.211333353e-05	0.005343766551	0.3966985397
257	2	20260924	4.250	dominant_mean_ploidy	mu_hp	death	0.02108334736	0.4935874007	0.3966985397
257	2	20260924	4.250	dominant_mean_ploidy	gamma_mu	death	0.003175457232	0.0509403623	0.3966985397
257	2	20260924	4.250	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.01672706833	0.17546196	0.3966985397
257	2	20260924	4.250	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.02265518308	0.5811957	0.3966985397
257	2	20260924	4.250	dominant_growth_rate	lam_max	growth	0.2118179808	0.6045179069	0.005851143399
257	2	20260924	4.250	dominant_growth_rate	p_mis_base	missegregation	0.1774551847	0.4303095986	0.005851143399
257	2	20260924	4.250	dominant_growth_rate	p_misseg	missegregation	0.00615463719	0.03286818452	0.005851143399
257	2	20260924	4.250	dominant_growth_rate	k_o_mis	missegregation	0.0004938663875	0.005931252291	0.005851143399
257	2	20260924	4.250	dominant_growth_rate	buffer_smax	buffering	0.0005985748947	0.009285970573	0.005851143399
257	2	20260924	4.250	dominant_growth_rate	buffer_beta	buffering	0.000137271639	0.001496563434	0.005851143399
257	2	20260924	4.250	dominant_growth_rate	buffer_n_exp	buffering	3.604390607e-05	0.001795744958	0.005851143399
257	2	20260924	4.250	dominant_growth_rate	p_wgd	genome_doubling	1.405947012e-05	0.0004549076997	0.005851143399
257	2	20260924	4.250	dominant_growth_rate	alpha_o2	growth	6.941340966e-05	0.009631199815	0.005851143399
257	2	20260924	4.250	dominant_growth_rate	gamma_growth	growth	9.775254625e-05	0.001283114774	0.005851143399
257	2	20260924	4.250	dominant_growth_rate	mu_hp	death	0.001548477564	0.0055729112	0.005851143399
257	2	20260924	4.250	dominant_growth_rate	gamma_mu	death	0.0001781536792	0.001101825363	0.005851143399
257	2	20260924	4.250	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.02005406279	0.06161724306	0.005851143399
257	2	20260924	4.250	dominant_growth_rate	n_O	shared_oxygen_stress	0.02317722325	0.06764926698	0.005851143399
257	2	20260924	4.275	dominant_mean_ploidy	lam_max	growth	0.06200376933	0.7409757855	0.3984513915
257	2	20260924	4.275	dominant_mean_ploidy	p_mis_base	missegregation	0.06551819662	0.8780483269	0.3984513915
257	2	20260924	4.275	dominant_mean_ploidy	p_misseg	missegregation	0.01958235136	0.4322700922	0.3984513915
257	2	20260924	4.275	dominant_mean_ploidy	k_o_mis	missegregation	0.005865590541	0.1353015139	0.3984513915
257	2	20260924	4.275	dominant_mean_ploidy	buffer_smax	buffering	0.0933908124	0.8540248124	0.3984513915
257	2	20260924	4.275	dominant_mean_ploidy	buffer_beta	buffering	0.0435241363	0.1711342994	0.3984513915
257	2	20260924	4.275	dominant_mean_ploidy	buffer_n_exp	buffering	0.0488179887	0.6476550883	0.3984513915
257	2	20260924	4.275	dominant_mean_ploidy	p_wgd	genome_doubling	0.007849827897	0.06005651813	0.3984513915
257	2	20260924	4.275	dominant_mean_ploidy	alpha_o2	growth	0.01828853645	0.6283508137	0.3984513915
257	2	20260924	4.275	dominant_mean_ploidy	gamma_growth	growth	1.209047882e-05	0.005368839104	0.3984513915
257	2	20260924	4.275	dominant_mean_ploidy	mu_hp	death	0.02112240186	0.4940810418	0.3984513915
257	2	20260924	4.275	dominant_mean_ploidy	gamma_mu	death	0.003116139439	0.05025107882	0.3984513915
257	2	20260924	4.275	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.01666632471	0.1750624858	0.3984513915
257	2	20260924	4.275	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.02262281159	0.5808268407	0.3984513915
257	2	20260924	4.275	dominant_growth_rate	lam_max	growth	0.2124783601	0.604945394	0.00584958749
257	2	20260924	4.275	dominant_growth_rate	p_mis_base	missegregation	0.1776336427	0.4304341563	0.00584958749
257	2	20260924	4.275	dominant_growth_rate	p_misseg	missegregation	0.006013045867	0.03193564995	0.00584958749
257	2	20260924	4.275	dominant_growth_rate	k_o_mis	missegregation	0.000489592549	0.00592171393	0.00584958749
257	2	20260924	4.275	dominant_growth_rate	buffer_smax	buffering	0.0006028880065	0.009315935556	0.00584958749
257	2	20260924	4.275	dominant_growth_rate	buffer_beta	buffering	0.0001372404049	0.00149484306	0.00584958749
257	2	20260924	4.275	dominant_growth_rate	buffer_n_exp	buffering	3.599904784e-05	0.001790087393	0.00584958749
257	2	20260924	4.275	dominant_growth_rate	p_wgd	genome_doubling	1.406220159e-05	0.0004545488511	0.00584958749
257	2	20260924	4.275	dominant_growth_rate	alpha_o2	growth	7.027941456e-05	0.009661986964	0.00584958749
257	2	20260924	4.275	dominant_growth_rate	gamma_growth	growth	9.699757076e-05	0.001278167008	0.00584958749
257	2	20260924	4.275	dominant_growth_rate	mu_hp	death	0.001511380175	0.005473798347	0.00584958749
257	2	20260924	4.275	dominant_growth_rate	gamma_mu	death	0.0001773798256	0.001098443931	0.00584958749
257	2	20260924	4.275	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.01973812756	0.06086893071	0.00584958749
257	2	20260924	4.275	dominant_growth_rate	n_O	shared_oxygen_stress	0.02325440343	0.06810663337	0.00584958749
257	2	20260924	4.300	dominant_mean_ploidy	lam_max	growth	0.06186098448	0.7400480127	0.4000303287
257	2	20260924	4.300	dominant_mean_ploidy	p_mis_base	missegregation	0.06548414369	0.8780358697	0.4000303287
257	2	20260924	4.300	dominant_mean_ploidy	p_misseg	missegregation	0.01962172352	0.4322895449	0.4000303287
257	2	20260924	4.300	dominant_mean_ploidy	k_o_mis	missegregation	0.005865501432	0.1343231877	0.4000303287
257	2	20260924	4.300	dominant_mean_ploidy	buffer_smax	buffering	0.0934721719	0.8540080212	0.4000303287
257	2	20260924	4.300	dominant_mean_ploidy	buffer_beta	buffering	0.04325698761	0.169813883	0.4000303287
257	2	20260924	4.300	dominant_mean_ploidy	buffer_n_exp	buffering	0.04883337529	0.647017236	0.4000303287
257	2	20260924	4.300	dominant_mean_ploidy	p_wgd	genome_doubling	0.007840041407	0.05986286805	0.4000303287
257	2	20260924	4.300	dominant_mean_ploidy	alpha_o2	growth	0.01828492508	0.6283512902	0.4000303287
257	2	20260924	4.300	dominant_mean_ploidy	gamma_growth	growth	1.208045694e-05	0.005393151064	0.4000303287
