N	replicate	seed	O2_pct	output	parameter	group	S1	ST	output_variance
129	1	20260923	3.900	dominant_growth_rate	p_wgd	genome_doubling	0.0001431744997	0.04443162828	0.005928915823
129	1	20260923	3.900	dominant_growth_rate	alpha_o2	growth	0.001909038659	0.09666988044	0.005928915823
129	1	20260923	3.900	dominant_growth_rate	gamma_growth	growth	1.493391907e-05	0.004285509917	0.005928915823
129	1	20260923	3.900	dominant_growth_rate	mu_hp	death	0.0008583775196	0.00542822648	0.005928915823
129	1	20260923	3.900	dominant_growth_rate	gamma_mu	death	0.0002460488543	0.02809408786	0.005928915823
129	1	20260923	3.900	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.139168547	0.5508114946	0.005928915823
129	1	20260923	3.900	dominant_growth_rate	n_O	shared_oxygen_stress	0.03641040901	0.1302695184	0.005928915823
129	1	20260923	3.925	dominant_mean_ploidy	lam_max	growth	0.1129596005	0.8434739985	0.264476015
129	1	20260923	3.925	dominant_mean_ploidy	p_mis_base	missegregation	0.1269660878	0.7573574701	0.264476015
129	1	20260923	3.925	dominant_mean_ploidy	p_misseg	missegregation	7.306680594e-05	0.00654430185	0.264476015
129	1	20260923	3.925	dominant_mean_ploidy	k_o_mis	missegregation	0.02526764182	0.4796570935	0.264476015
129	1	20260923	3.925	dominant_mean_ploidy	buffer_smax	buffering	0.02275627717	0.5560584662	0.264476015
129	1	20260923	3.925	dominant_mean_ploidy	buffer_beta	buffering	0.03665557027	0.1559952403	0.264476015
129	1	20260923	3.925	dominant_mean_ploidy	buffer_n_exp	buffering	0.01441243392	0.1764927326	0.264476015
129	1	20260923	3.925	dominant_mean_ploidy	p_wgd	genome_doubling	0.08556433566	0.525529716	0.264476015
129	1	20260923	3.925	dominant_mean_ploidy	alpha_o2	growth	0.04568518566	0.7557834753	0.264476015
129	1	20260923	3.925	dominant_mean_ploidy	gamma_growth	growth	0.00266298591	0.06497451779	0.264476015
129	1	20260923	3.925	dominant_mean_ploidy	mu_hp	death	0.03476278011	0.3564817802	0.264476015
129	1	20260923	3.925	dominant_mean_ploidy	gamma_mu	death	0.02785447067	0.4340116559	0.264476015
129	1	20260923	3.925	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.06027780804	0.4528060046	0.264476015
129	1	20260923	3.925	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.02395734075	0.4300108241	0.264476015
129	1	20260923	3.925	dominant_growth_rate	lam_max	growth	0.09588857529	0.5526168491	0.005917985641
129	1	20260923	3.925	dominant_growth_rate	p_mis_base	missegregation	0.09655469705	0.2320362142	0.005917985641
129	1	20260923	3.925	dominant_growth_rate	p_misseg	missegregation	0.002589332008	0.01142537594	0.005917985641
129	1	20260923	3.925	dominant_growth_rate	k_o_mis	missegregation	0.004557735596	0.05923999807	0.005917985641
129	1	20260923	3.925	dominant_growth_rate	buffer_smax	buffering	0.0007131265458	0.07256031534	0.005917985641
129	1	20260923	3.925	dominant_growth_rate	buffer_beta	buffering	0.0004833277136	0.01533561631	0.005917985641
129	1	20260923	3.925	dominant_growth_rate	buffer_n_exp	buffering	0.0004065779102	0.008787398578	0.005917985641
129	1	20260923	3.925	dominant_growth_rate	p_wgd	genome_doubling	0.0001520369273	0.04471135475	0.005917985641
129	1	20260923	3.925	dominant_growth_rate	alpha_o2	growth	0.001954991672	0.09746246423	0.005917985641
129	1	20260923	3.925	dominant_growth_rate	gamma_growth	growth	1.49875055e-05	0.004296309839	0.005917985641
129	1	20260923	3.925	dominant_growth_rate	mu_hp	death	0.0008432134108	0.005403542996	0.005917985641
129	1	20260923	3.925	dominant_growth_rate	gamma_mu	death	0.0002379470719	0.02850059603	0.005917985641
129	1	20260923	3.925	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.1377287634	0.5463972011	0.005917985641
129	1	20260923	3.925	dominant_growth_rate	n_O	shared_oxygen_stress	0.03712490005	0.1329054758	0.005917985641
129	1	20260923	3.950	dominant_mean_ploidy	lam_max	growth	0.1128731401	0.843804974	0.2683865466
129	1	20260923	3.950	dominant_mean_ploidy	p_mis_base	missegregation	0.1271603766	0.7575059782	0.2683865466
129	1	20260923	3.950	dominant_mean_ploidy	p_misseg	missegregation	7.356295219e-05	0.006533893816	0.2683865466
129	1	20260923	3.950	dominant_mean_ploidy	k_o_mis	missegregation	0.02514300113	0.478076895	0.2683865466
129	1	20260923	3.950	dominant_mean_ploidy	buffer_smax	buffering	0.0229485219	0.5559215672	0.2683865466
129	1	20260923	3.950	dominant_mean_ploidy	buffer_beta	buffering	0.03659571735	0.1556430013	0.2683865466
129	1	20260923	3.950	dominant_mean_ploidy	buffer_n_exp	buffering	0.01423060705	0.1747372018	0.2683865466
129	1	20260923	3.950	dominant_mean_ploidy	p_wgd	genome_doubling	0.08536681896	0.5237780393	0.2683865466
129	1	20260923	3.950	dominant_mean_ploidy	alpha_o2	growth	0.0457292225	0.7559544245	0.2683865466
129	1	20260923	3.950	dominant_mean_ploidy	gamma_growth	growth	0.002506091623	0.06478731889	0.2683865466
129	1	20260923	3.950	dominant_mean_ploidy	mu_hp	death	0.03597203777	0.3558467735	0.2683865466
129	1	20260923	3.950	dominant_mean_ploidy	gamma_mu	death	0.02782290235	0.4338942669	0.2683865466
129	1	20260923	3.950	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.06059610579	0.4544953762	0.2683865466
129	1	20260923	3.950	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.0240974459	0.4326875487	0.2683865466
129	1	20260923	3.950	dominant_growth_rate	lam_max	growth	0.09650468496	0.5533004014	0.005907160611
129	1	20260923	3.950	dominant_growth_rate	p_mis_base	missegregation	0.09698192199	0.2328595179	0.005907160611
129	1	20260923	3.950	dominant_growth_rate	p_misseg	missegregation	0.002568103172	0.01138276833	0.005907160611
129	1	20260923	3.950	dominant_growth_rate	k_o_mis	missegregation	0.004469027777	0.05933629626	0.005907160611
129	1	20260923	3.950	dominant_growth_rate	buffer_smax	buffering	0.0007422377514	0.07321907455	0.005907160611
129	1	20260923	3.950	dominant_growth_rate	buffer_beta	buffering	0.0004865502378	0.01542353529	0.005907160611
129	1	20260923	3.950	dominant_growth_rate	buffer_n_exp	buffering	0.0004138563017	0.008868040586	0.005907160611
129	1	20260923	3.950	dominant_growth_rate	p_wgd	genome_doubling	0.0001607740936	0.04497634781	0.005907160611
129	1	20260923	3.950	dominant_growth_rate	alpha_o2	growth	0.001994864149	0.09814721854	0.005907160611
129	1	20260923	3.950	dominant_growth_rate	gamma_growth	growth	1.50411224e-05	0.004306903405	0.005907160611
129	1	20260923	3.950	dominant_growth_rate	mu_hp	death	0.0008284826069	0.005379584349	0.005907160611
129	1	20260923	3.950	dominant_growth_rate	gamma_mu	death	0.0002312175997	0.02891892159	0.005907160611
129	1	20260923	3.950	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.1363035337	0.5420108326	0.005907160611
129	1	20260923	3.950	dominant_growth_rate	n_O	shared_oxygen_stress	0.03784544778	0.1355620492	0.005907160611
129	1	20260923	3.975	dominant_mean_ploidy	lam_max	growth	0.112835435	0.8443524835	0.2573947261
129	1	20260923	3.975	dominant_mean_ploidy	p_mis_base	missegregation	0.1273562377	0.7576543865	0.2573947261
129	1	20260923	3.975	dominant_mean_ploidy	p_misseg	missegregation	7.409900134e-05	0.006524142696	0.2573947261
129	1	20260923	3.975	dominant_mean_ploidy	k_o_mis	missegregation	0.02510988082	0.4785253054	0.2573947261
129	1	20260923	3.975	dominant_mean_ploidy	buffer_smax	buffering	0.02286351588	0.5553261699	0.2573947261
129	1	20260923	3.975	dominant_mean_ploidy	buffer_beta	buffering	0.03653933858	0.1553003716	0.2573947261
129	1	20260923	3.975	dominant_mean_ploidy	buffer_n_exp	buffering	0.01405413834	0.1730218187	0.2573947261
129	1	20260923	3.975	dominant_mean_ploidy	p_wgd	genome_doubling	0.08602476063	0.5230320689	0.2573947261
129	1	20260923	3.975	dominant_mean_ploidy	alpha_o2	growth	0.04571293942	0.7558319696	0.2573947261
129	1	20260923	3.975	dominant_mean_ploidy	gamma_growth	growth	0.002333744379	0.06497134552	0.2573947261
129	1	20260923	3.975	dominant_mean_ploidy	mu_hp	death	0.03818129666	0.3563297422	0.2573947261
129	1	20260923	3.975	dominant_mean_ploidy	gamma_mu	death	0.02776483413	0.434032046	0.2573947261
129	1	20260923	3.975	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.06061875608	0.4543647674	0.2573947261
129	1	20260923	3.975	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.02694222847	0.3435056196	0.2573947261
129	1	20260923	3.975	dominant_growth_rate	lam_max	growth	0.09711947957	0.5539798412	0.00589629894
129	1	20260923	3.975	dominant_growth_rate	p_mis_base	missegregation	0.09740605533	0.2336770387	0.00589629894
129	1	20260923	3.975	dominant_growth_rate	p_misseg	missegregation	0.002546958391	0.01133989097	0.00589629894
129	1	20260923	3.975	dominant_growth_rate	k_o_mis	missegregation	0.00438368116	0.05945761678	0.00589629894
129	1	20260923	3.975	dominant_growth_rate	buffer_smax	buffering	0.000771785087	0.07387042595	0.00589629894
129	1	20260923	3.975	dominant_growth_rate	buffer_beta	buffering	0.0004897642604	0.0155094472	0.00589629894
129	1	20260923	3.975	dominant_growth_rate	buffer_n_exp	buffering	0.0004209819512	0.008946514471	0.00589629894
129	1	20260923	3.975	dominant_growth_rate	p_wgd	genome_doubling	0.0001697438398	0.0452409697	0.00589629894
129	1	20260923	3.975	dominant_growth_rate	alpha_o2	growth	0.002033464859	0.09879947352	0.00589629894
129	1	20260923	3.975	dominant_growth_rate	gamma_growth	growth	1.509470968e-05	0.004317306664	0.00589629894
129	1	20260923	3.975	dominant_growth_rate	mu_hp	death	0.0008141970684	0.005356458646	0.00589629894
129	1	20260923	3.975	dominant_growth_rate	gamma_mu	death	0.0002257813014	0.02934738032	0.00589629894
129	1	20260923	3.975	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.1348929794	0.5376519753	0.00589629894
129	1	20260923	3.975	dominant_growth_rate	n_O	shared_oxygen_stress	0.03865848757	0.1383360929	0.00589629894
129	1	20260923	4.000	dominant_mean_ploidy	lam_max	growth	0.112758307	0.8446958772	0.2610017644
129	1	20260923	4.000	dominant_mean_ploidy	p_mis_base	missegregation	0.1275543911	0.7578019703	0.2610017644
129	1	20260923	4.000	dominant_mean_ploidy	p_misseg	missegregation	7.467063927e-05	0.006515006192	0.2610017644
129	1	20260923	4.000	dominant_mean_ploidy	k_o_mis	missegregation	0.02520581242	0.4782900258	0.2610017644
129	1	20260923	4.000	dominant_mean_ploidy	buffer_smax	buffering	0.02304960094	0.5552031891	0.2610017644
129	1	20260923	4.000	dominant_mean_ploidy	buffer_beta	buffering	0.03648631079	0.1549669574	0.2610017644
129	1	20260923	4.000	dominant_mean_ploidy	buffer_n_exp	buffering	0.01388283002	0.1713453277	0.2610017644
129	1	20260923	4.000	dominant_mean_ploidy	p_wgd	genome_doubling	0.08563023187	0.5217691478	0.2610017644
129	1	20260923	4.000	dominant_mean_ploidy	alpha_o2	growth	0.04575339023	0.7559747584	0.2610017644
129	1	20260923	4.000	dominant_mean_ploidy	gamma_growth	growth	0.002235836371	0.06504254518	0.2610017644
129	1	20260923	4.000	dominant_mean_ploidy	mu_hp	death	0.0388010474	0.3564776202	0.2610017644
129	1	20260923	4.000	dominant_mean_ploidy	gamma_mu	death	0.02771485144	0.4337943277	0.2610017644
129	1	20260923	4.000	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.06082789399	0.4559472521	0.2610017644
129	1	20260923	4.000	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.02674228814	0.3423816372	0.2610017644
129	1	20260923	4.000	dominant_growth_rate	lam_max	growth	0.09772818448	0.5546561251	0.005885626066
129	1	20260923	4.000	dominant_growth_rate	p_mis_base	missegregation	0.0978270399	0.2344885436	0.005885626066
129	1	20260923	4.000	dominant_growth_rate	p_misseg	missegregation	0.002525897182	0.01129675482	0.005885626066
129	1	20260923	4.000	dominant_growth_rate	k_o_mis	missegregation	0.004300114377	0.0596029214	0.005885626066
129	1	20260923	4.000	dominant_growth_rate	buffer_smax	buffering	0.0008007803821	0.07449758682	0.005885626066
129	1	20260923	4.000	dominant_growth_rate	buffer_beta	buffering	0.0004929686081	0.01559340113	0.005885626066
129	1	20260923	4.000	dominant_growth_rate	buffer_n_exp	buffering	0.0004279542196	0.00902284385	0.005885626066
129	1	20260923	4.000	dominant_growth_rate	p_wgd	genome_doubling	0.0001785951263	0.0454930393	0.005885626066
129	1	20260923	4.000	dominant_growth_rate	alpha_o2	growth	0.002071817641	0.0994383511	0.005885626066
129	1	20260923	4.000	dominant_growth_rate	gamma_growth	growth	1.514825734e-05	0.004327523463	0.005885626066
129	1	20260923	4.000	dominant_growth_rate	mu_hp	death	0.0008003108781	0.005333905886	0.005885626066
129	1	20260923	4.000	dominant_growth_rate	gamma_mu	death	0.0002215565376	0.02978421947	0.005885626066
129	1	20260923	4.000	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.1334969357	0.53332015	0.005885626066
129	1	20260923	4.000	dominant_growth_rate	n_O	shared_oxygen_stress	0.03948811142	0.1411469194	0.005885626066
129	1	20260923	4.025	dominant_mean_ploidy	lam_max	growth	0.1127197116	0.8452005937	0.2665031504
129	1	20260923	4.025	dominant_mean_ploidy	p_mis_base	missegregation	0.1277556015	0.7579479465	0.2665031504
129	1	20260923	4.025	dominant_mean_ploidy	p_misseg	missegregation	7.527383107e-05	0.006506444765	0.2665031504
129	1	20260923	4.025	dominant_mean_ploidy	k_o_mis	missegregation	0.02517471222	0.4787264343	0.2665031504
129	1	20260923	4.025	dominant_mean_ploidy	buffer_smax	buffering	0.02302588556	0.5556631646	0.2665031504
129	1	20260923	4.025	dominant_mean_ploidy	buffer_beta	buffering	0.03643652715	0.1546425293	0.2665031504
129	1	20260923	4.025	dominant_mean_ploidy	buffer_n_exp	buffering	0.0137164949	0.169706526	0.2665031504
129	1	20260923	4.025	dominant_mean_ploidy	p_wgd	genome_doubling	0.09864778252	0.6508041816	0.2665031504
129	1	20260923	4.025	dominant_mean_ploidy	alpha_o2	growth	0.04573770602	0.7558535998	0.2665031504
129	1	20260923	4.025	dominant_mean_ploidy	gamma_growth	growth	0.002167124073	0.06493076657	0.2665031504
129	1	20260923	4.025	dominant_mean_ploidy	mu_hp	death	0.0386857175	0.354243656	0.2665031504
129	1	20260923	4.025	dominant_mean_ploidy	gamma_mu	death	0.02769437929	0.4336941222	0.2665031504
129	1	20260923	4.025	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.06074174877	0.4557039675	0.2665031504
129	1	20260923	4.025	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.02654922629	0.3430997209	0.2665031504
129	1	20260923	4.025	dominant_growth_rate	lam_max	growth	0.0983335735	0.5553286531	0.005875168428
129	1	20260923	4.025	dominant_growth_rate	p_mis_base	missegregation	0.09824482063	0.2352938031	0.005875168428
129	1	20260923	4.025	dominant_growth_rate	p_misseg	missegregation	0.002504919263	0.01125337119	0.005875168428
129	1	20260923	4.025	dominant_growth_rate	k_o_mis	missegregation	0.004219096377	0.05976873181	0.005875168428
129	1	20260923	4.025	dominant_growth_rate	buffer_smax	buffering	0.0008300579339	0.07511760465	0.005875168428
129	1	20260923	4.025	dominant_growth_rate	buffer_beta	buffering	0.0004961621687	0.01567544567	0.005875168428
129	1	20260923	4.025	dominant_growth_rate	buffer_n_exp	buffering	0.0004347728292	0.009097055322	0.005875168428
129	1	20260923	4.025	dominant_growth_rate	p_wgd	genome_doubling	0.000187118079	0.04575564563	0.005875168428
129	1	20260923	4.025	dominant_growth_rate	alpha_o2	growth	0.002108878776	0.1000474174	0.005875168428
129	1	20260923	4.025	dominant_growth_rate	gamma_growth	growth	1.520180295e-05	0.004337543081	0.005875168428
129	1	20260923	4.025	dominant_growth_rate	mu_hp	death	0.0007868419027	0.00531213705	0.005875168428
129	1	20260923	4.025	dominant_growth_rate	gamma_mu	death	0.0002184606269	0.03022731628	0.005875168428
129	1	20260923	4.025	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.1321153471	0.5290145274	0.005875168428
129	1	20260923	4.025	dominant_growth_rate	n_O	shared_oxygen_stress	0.04032578584	0.1439838883	0.005875168428
129	1	20260923	4.050	dominant_mean_ploidy	lam_max	growth	0.1126034358	0.8449481397	0.2698877452
129	1	20260923	4.050	dominant_mean_ploidy	p_mis_base	missegregation	0.1279606017	0.758091558	0.2698877452
129	1	20260923	4.050	dominant_mean_ploidy	p_misseg	missegregation	7.590480697e-05	0.006498421532	0.2698877452
129	1	20260923	4.050	dominant_mean_ploidy	k_o_mis	missegregation	0.02505893331	0.4772818508	0.2698877452
129	1	20260923	4.050	dominant_mean_ploidy	buffer_smax	buffering	0.02314759551	0.554517169	0.2698877452
129	1	20260923	4.050	dominant_mean_ploidy	buffer_beta	buffering	0.03638987556	0.1543267279	0.2698877452
129	1	20260923	4.050	dominant_mean_ploidy	buffer_n_exp	buffering	0.01355491958	0.1681041516	0.2698877452
129	1	20260923	4.050	dominant_mean_ploidy	p_wgd	genome_doubling	0.09868935098	0.6482140205	0.2698877452
129	1	20260923	4.050	dominant_mean_ploidy	alpha_o2	growth	0.0457751563	0.7559758116	0.2698877452
129	1	20260923	4.050	dominant_mean_ploidy	gamma_growth	growth	0.002106564198	0.06474538121	0.2698877452
129	1	20260923	4.050	dominant_mean_ploidy	mu_hp	death	0.03838507382	0.3516494987	0.2698877452
129	1	20260923	4.050	dominant_mean_ploidy	gamma_mu	death	0.02768878931	0.4336255098	0.2698877452
129	1	20260923	4.050	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.06083394488	0.4572073567	0.2698877452
129	1	20260923	4.050	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.02611947033	0.3419571838	0.2698877452
129	1	20260923	4.050	dominant_growth_rate	lam_max	growth	0.09893486344	0.5559977248	0.005865254735
129	1	20260923	4.050	dominant_growth_rate	p_mis_base	missegregation	0.09865934457	0.2360925923	0.005865254735
129	1	20260923	4.050	dominant_growth_rate	p_misseg	missegregation	0.002484024535	0.01120975165	0.005865254735
129	1	20260923	4.050	dominant_growth_rate	k_o_mis	missegregation	0.004140455286	0.05996061068	0.005865254735
129	1	20260923	4.050	dominant_growth_rate	buffer_smax	buffering	0.0008590123172	0.0757193341	0.005865254735
129	1	20260923	4.050	dominant_growth_rate	buffer_beta	buffering	0.0004993438929	0.01575562875	0.005865254735
129	1	20260923	4.050	dominant_growth_rate	buffer_n_exp	buffering	0.0004414378381	0.009169178139	0.005865254735
129	1	20260923	4.050	dominant_growth_rate	p_wgd	genome_doubling	0.0001914047182	0.04615854114	0.005865254735
129	1	20260923	4.050	dominant_growth_rate	alpha_o2	growth	0.002145635063	0.1006422397	0.005865254735
129	1	20260923	4.050	dominant_growth_rate	gamma_growth	growth	1.525534577e-05	0.004347365342	0.005865254735
129	1	20260923	4.050	dominant_growth_rate	mu_hp	death	0.000773753665	0.005291028601	0.005865254735
129	1	20260923	4.050	dominant_growth_rate	gamma_mu	death	0.0002164391053	0.03067504164	0.005865254735
129	1	20260923	4.050	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.1307480104	0.5247341111	0.005865254735
129	1	20260923	4.050	dominant_growth_rate	n_O	shared_oxygen_stress	0.04117081598	0.146848981	0.005865254735
129	1	20260923	4.075	dominant_mean_ploidy	lam_max	growth	0.1125613424	0.8453793106	0.2730236957
129	1	20260923	4.075	dominant_mean_ploidy	p_mis_base	missegregation	0.1281700006	0.7582321757	0.2730236957
129	1	20260923	4.075	dominant_mean_ploidy	p_misseg	missegregation	7.656004234e-05	0.006490901991	0.2730236957
129	1	20260923	4.075	dominant_mean_ploidy	k_o_mis	missegregation	0.02514090028	0.4776669068	0.2730236957
129	1	20260923	4.075	dominant_mean_ploidy	buffer_smax	buffering	0.02312373411	0.5549622632	0.2730236957
129	1	20260923	4.075	dominant_mean_ploidy	buffer_beta	buffering	0.03634626537	0.1540193026	0.2730236957
129	1	20260923	4.075	dominant_mean_ploidy	buffer_n_exp	buffering	0.01339792165	0.1665370777	0.2730236957
129	1	20260923	4.075	dominant_mean_ploidy	p_wgd	genome_doubling	0.09891917913	0.6461393816	0.2730236957
129	1	20260923	4.075	dominant_mean_ploidy	alpha_o2	growth	0.04576334596	0.7558785553	0.2730236957
129	1	20260923	4.075	dominant_mean_ploidy	gamma_growth	growth	0.002048932666	0.06452421475	0.2730236957
129	1	20260923	4.075	dominant_mean_ploidy	mu_hp	death	0.0381312719	0.3474914772	0.2730236957
129	1	20260923	4.075	dominant_mean_ploidy	gamma_mu	death	0.02766304623	0.4335172113	0.2730236957
129	1	20260923	4.075	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.06063754292	0.4568898349	0.2730236957
129	1	20260923	4.075	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.02571630292	0.3409106807	0.2730236957
129	1	20260923	4.075	dominant_growth_rate	lam_max	growth	0.0995320463	0.556664003	0.005855513771
129	1	20260923	4.075	dominant_growth_rate	p_mis_base	missegregation	0.099070561	0.2368846909	0.005855513771
129	1	20260923	4.075	dominant_growth_rate	p_misseg	missegregation	0.002463213072	0.01116590806	0.005855513771
129	1	20260923	4.075	dominant_growth_rate	k_o_mis	missegregation	0.004064119077	0.0601676794	0.005855513771
129	1	20260923	4.075	dominant_growth_rate	buffer_smax	buffering	0.000887687326	0.07630524526	0.005855513771
129	1	20260923	4.075	dominant_growth_rate	buffer_beta	buffering	0.0005025127882	0.01583399769	0.005855513771
129	1	20260923	4.075	dominant_growth_rate	buffer_n_exp	buffering	0.0004479496153	0.009239243887	0.005855513771
129	1	20260923	4.075	dominant_growth_rate	p_wgd	genome_doubling	0.0001959806745	0.04655300708	0.005855513771
129	1	20260923	4.075	dominant_growth_rate	alpha_o2	growth	0.002181130987	0.1012105263	0.005855513771
129	1	20260923	4.075	dominant_growth_rate	gamma_growth	growth	1.530887771e-05	0.004356992687	0.005855513771
129	1	20260923	4.075	dominant_growth_rate	mu_hp	death	0.0007610309642	0.005270413091	0.005855513771
129	1	20260923	4.075	dominant_growth_rate	gamma_mu	death	0.0002153979671	0.03112572698	0.005855513771
129	1	20260923	4.075	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.1293947015	0.5204776666	0.005855513771
129	1	20260923	4.075	dominant_growth_rate	n_O	shared_oxygen_stress	0.04202204208	0.1497428184	0.005855513771
129	1	20260923	4.100	dominant_mean_ploidy	lam_max	growth	0.1125046095	0.8457611573	0.2872638741
129	1	20260923	4.100	dominant_mean_ploidy	p_mis_base	missegregation	0.1283841958	0.7583693972	0.2872638741
129	1	20260923	4.100	dominant_mean_ploidy	p_misseg	missegregation	7.723624522e-05	0.006483853931	0.2872638741
129	1	20260923	4.100	dominant_mean_ploidy	k_o_mis	missegregation	0.02512308922	0.4775381147	0.2872638741
129	1	20260923	4.100	dominant_mean_ploidy	buffer_smax	buffering	0.0232989861	0.5548593434	0.2872638741
129	1	20260923	4.100	dominant_mean_ploidy	buffer_beta	buffering	0.03630560665	0.1537200438	0.2872638741
129	1	20260923	4.100	dominant_mean_ploidy	buffer_n_exp	buffering	0.01324531882	0.1650040879	0.2872638741
129	1	20260923	4.100	dominant_mean_ploidy	p_wgd	genome_doubling	0.09895983612	0.6435875816	0.2872638741
129	1	20260923	4.100	dominant_mean_ploidy	alpha_o2	growth	0.04579517241	0.7559637023	0.2872638741
129	1	20260923	4.100	dominant_mean_ploidy	gamma_growth	growth	0.001992142735	0.06428198615	0.2872638741
129	1	20260923	4.100	dominant_mean_ploidy	mu_hp	death	0.05325388583	0.4314137635	0.2872638741
129	1	20260923	4.100	dominant_mean_ploidy	gamma_mu	death	0.02763636194	0.4334067416	0.2872638741
129	1	20260923	4.100	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.06061651031	0.4583720624	0.2872638741
129	1	20260923	4.100	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.02573263909	0.3408485575	0.2872638741
129	1	20260923	4.100	dominant_growth_rate	lam_max	growth	0.1001264119	0.5573263248	0.005845985131
129	1	20260923	4.100	dominant_growth_rate	p_mis_base	missegregation	0.09947842144	0.2376698832	0.005845985131
129	1	20260923	4.100	dominant_growth_rate	p_misseg	missegregation	0.002442485106	0.01112185249	0.005845985131
129	1	20260923	4.100	dominant_growth_rate	k_o_mis	missegregation	0.003989726182	0.06039792981	0.005845985131
129	1	20260923	4.100	dominant_growth_rate	buffer_smax	buffering	0.0009163647198	0.07688039957	0.005845985131
129	1	20260923	4.100	dominant_growth_rate	buffer_beta	buffering	0.0005056679196	0.01591059908	0.005845985131
129	1	20260923	4.100	dominant_growth_rate	buffer_n_exp	buffering	0.0004543088083	0.009307286189	0.005845985131
129	1	20260923	4.100	dominant_growth_rate	p_wgd	genome_doubling	0.0002009577255	0.04694506471	0.005845985131
129	1	20260923	4.100	dominant_growth_rate	alpha_o2	growth	0.002216236196	0.1017631383	0.005845985131
129	1	20260923	4.100	dominant_growth_rate	gamma_growth	growth	1.536239265e-05	0.004366428091	0.005845985131
129	1	20260923	4.100	dominant_growth_rate	mu_hp	death	0.0007488043829	0.00525082277	0.005845985131
129	1	20260923	4.100	dominant_growth_rate	gamma_mu	death	0.0002152557193	0.03157793496	0.005845985131
129	1	20260923	4.100	dominant_growth_rate	O2_crit	shared_oxygen_stress	0.1280551851	0.5162437471	0.005845985131
129	1	20260923	4.100	dominant_growth_rate	n_O	shared_oxygen_stress	0.042880427	0.1526634296	0.005845985131
129	1	20260923	4.125	dominant_mean_ploidy	lam_max	growth	0.1124681782	0.8462207293	0.2907961247
129	1	20260923	4.125	dominant_mean_ploidy	p_mis_base	missegregation	0.1286033156	0.7585031108	0.2907961247
129	1	20260923	4.125	dominant_mean_ploidy	p_misseg	missegregation	7.793033791e-05	0.006477247207	0.2907961247
129	1	20260923	4.125	dominant_mean_ploidy	k_o_mis	missegregation	0.02510082918	0.4779842728	0.2907961247
129	1	20260923	4.125	dominant_mean_ploidy	buffer_smax	buffering	0.02321861141	0.5542922565	0.2907961247
129	1	20260923	4.125	dominant_mean_ploidy	buffer_beta	buffering	0.03626781628	0.1534286966	0.2907961247
129	1	20260923	4.125	dominant_mean_ploidy	buffer_n_exp	buffering	0.01309694286	0.1635040672	0.2907961247
129	1	20260923	4.125	dominant_mean_ploidy	p_wgd	genome_doubling	0.09921552766	0.6415382302	0.2907961247
129	1	20260923	4.125	dominant_mean_ploidy	alpha_o2	growth	0.04585228098	0.7563257343	0.2907961247
129	1	20260923	4.125	dominant_mean_ploidy	gamma_growth	growth	0.00193491248	0.06402693517	0.2907961247
129	1	20260923	4.125	dominant_mean_ploidy	mu_hp	death	0.05309748884	0.4316522839	0.2907961247
129	1	20260923	4.125	dominant_mean_ploidy	gamma_mu	death	0.02760976034	0.4332956992	0.2907961247
129	1	20260923	4.125	dominant_mean_ploidy	O2_crit	shared_oxygen_stress	0.06032305314	0.4580471349	0.2907961247
129	1	20260923	4.125	dominant_mean_ploidy	n_O	shared_oxygen_stress	0.02579356629	0.3445083292	0.2907961247
129	1	20260923	4.125	dominant_growth_rate	lam_max	growth	0.1007147258	0.5579853388	0.005836598191
129	1	20260923	4.125	dominant_growth_rate	p_mis_base	missegregation	0.09988287969	0.2384479589	0.005836598191
129	1	20260923	4.125	dominant_growth_rate	p_misseg	missegregation	0.002421841016	0.01107759723	0.005836598191
129	1	20260923	4.125	dominant_growth_rate	k_o_mis	missegregation	0.003918247968	0.06064625273	0.005836598191
129	1	20260923	4.125	dominant_growth_rate	buffer_smax	buffering	0.0009444328312	0.07743596545	0.005836598191
