segment_id	parent_segment_id	cohort	passage_index	oxygen_pct	duration_days	initial_cells	final_cells	selected_day	target_live_cells	passage_id	predicted_live_cells	predicted_growth_rate	predicted_mean_kary_N	observed_growth	observed_mean_kary_N	observed_n_kary	observed_n_flow	lineage_terminal_key	lineage_label	lineage_passage_index
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0	2N	30	0	4	819326.5	5558719.5	1	5558719.5	SUM-159_NLS_2N_O2_A15_seed	652602.278059253	-0.227514786412481	55.6488503845263	0.47844219096022	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	17
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0	2N	31	0	9	459513.5	6778519	1	6778519	SUM-159_NLS_2N_O1_A16_seed	368516.037019472	-0.220684090715142	57.1988121251977	0.313471183522771	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	18
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0	2N	31	0	9	459513.5	6778519	1	6778519	SUM-159_NLS_2N_O2_A16_seed	368516.037019472	-0.220684090715142	57.1988121251977	0.265837402863243	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	18
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0	2N	32	0	7	378750.5	7432977.5	1	7432977.5	SUM-159_NLS_2N_O1_A17_seed	306049.585790333	-0.213130543063775	58.9201600696456	0.437413363577022	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	19
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0	2N	32	0	7	378750.5	7432977.5	1	7432977.5	SUM-159_NLS_2N_O2_A17_seed	306049.585790333	-0.213130543063775	58.9201600696456	0.438440022649343	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	19
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0	2N	33	0	5	610456.5	10015164.5	1	10015164.5	SUM-159_NLS_2N_O1_A18_seed	497369.045793562	-0.204874740527449	60.8063012729225	0.571675739310715	NA	0	200	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	20
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0	2N	33	0	5	610456.5	10015164.5	1	10015164.5	SUM-159_NLS_2N_O2_A18_seed	497369.045793562	-0.204874740527449	60.8063012729225	0.547427136693007	NA	0	200	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	20
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0	2N	34	0	5	1108959.5	12336682	1	12336682	SUM-159_NLS_2N_O1_A19_seed	911603.834459936	-0.195971963637449	62.8422787744404	0.514139394650451	66.85	20	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	21
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0	2N	34	0	5	1108959.5	12336682	1	12336682	SUM-159_NLS_2N_O2_A19_seed	911603.834459936	-0.195971963637449	62.8422787744404	0.470226829493655	88.05	20	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	21
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0	2N	35	0	5	578151.5	5092522.5	1	5092522.5	SUM-159_NLS_2N_O1_A20_seed	479776.762555704	-0.18651502734334	65.0044153091245	0.426979996229704	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	22
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0	2N	35	0	5	578151.5	5092522.5	1	5092522.5	SUM-159_NLS_2N_O2_A20_seed	479776.762555704	-0.18651502734334	65.0044153091245	0.410942181415078	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	22
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	2N	36	0	5	555315	5850580.5	1	5850580.5	SUM-159_NLS_2N_O1_A21_seed	465402.714259637	-0.176632437356625	67.2609079173248	0.474305889804198	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	23
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	2N	36	0	5	555315	5850580.5	1	5850580.5	SUM-159_NLS_2N_O2_A21_seed	465402.714259637	-0.176632437356625	67.2609079173248	0.445568191284352	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	23
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	2N	37	0	3	534706.5	3883306	1	3883306	SUM-159_NLS_2N_O1_A22_seed	452702.114524517	-0.166483672881286	69.5734801344753	0.706725131849525	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	24
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	2N	37	0	3	534706.5	3883306	1	3883306	SUM-159_NLS_2N_O2_A22_seed	452702.114524517	-0.166483672881286	69.5734801344753	0.614274361025784	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	24
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	2N	38	0	5	632736	7160611.5	1	7160611.5	SUM-159_NLS_2N_O1_A23_seed	541208.40927866	-0.156248839153596	71.89995312082	0.450464700528303	NA	0	200	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	25
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	2N	38	0	5	632736	7160611.5	1	7160611.5	SUM-159_NLS_2N_O2_A23_seed	541208.40927866	-0.156248839153596	71.89995312082	0.480890952237371	NA	0	200	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	25
20.5	NA	4N	1	20.5	14	NA	NA	14	NA	SUM-159_NLS_4N_A2_seed	1133850947.44335	0.502383931143174	83.7540631817628	NA	88.9	20	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	1
20.5	NA	4N	1	20.5	14	NA	NA	14	NA	SUM-159_NLS_4N_A2_seed	1133850947.44335	0.502383931143174	83.7540631817628	NA	88.9	20	0	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	1
20.5	NA	4N	1	20.5	14	NA	NA	14	NA	SUM-159_NLS_4N_A2_seed	1133850947.44335	0.502383931143174	83.7540631817628	NA	88.9	20	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	1
20.5_20.5	20.5	4N	2	20.5	14	NA	NA	1	987937	SUM-159_NLS_4N_A3_seed	1652785.27688609	0.502461911360797	83.7578181378269	NA	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	2
20.5_20.5	20.5	4N	2	20.5	14	NA	NA	1	987937	SUM-159_NLS_4N_A3_seed	1652785.27688609	0.502461911360797	83.7578181378269	NA	NA	0	0	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	2
20.5_20.5	20.5	4N	2	20.5	14	NA	NA	1	987937	SUM-159_NLS_4N_A3_seed	1652785.27688609	0.502461911360797	83.7578181378269	NA	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	2
20.5_20.5	20.5	4N	2	20.5	14	NA	NA	1	987937	SUM-159_NLS_4N_dp_seed	1652785.27688609	0.502461911360797	83.7578181378269	NA	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	2
20.5_20.5	20.5	4N	2	20.5	14	NA	NA	1	987937	SUM-159_NLS_4N_dp_seed	1652785.27688609	0.502461911360797	83.7578181378269	NA	NA	0	0	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	2
20.5_20.5	20.5	4N	2	20.5	14	NA	NA	1	987937	SUM-159_NLS_4N_dp_seed	1652785.27688609	0.502461911360797	83.7578181378269	NA	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	2
20.5_20.5	20.5	4N	2	20.5	14	NA	NA	1	987937	SUM-159_NLS_4N_MRCA_seed	1652785.27688609	0.502461911360797	83.7578181378269	NA	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	2
20.5_20.5	20.5	4N	2	20.5	14	NA	NA	1	987937	SUM-159_NLS_4N_MRCA_seed	1652785.27688609	0.502461911360797	83.7578181378269	NA	NA	0	0	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	2
20.5_20.5	20.5	4N	2	20.5	14	NA	NA	1	987937	SUM-159_NLS_4N_MRCA_seed	1652785.27688609	0.502461911360797	83.7578181378269	NA	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	2
20.5_20.5_20.5	20.5_20.5	4N	3	20.5	3	987937	6428954	3	6428954	SUM-159_NLS_4N_A3M_seed	4460441.01186866	0.502461330392652	83.7690630019124	NA	NA	0	0	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	3
20.5_20.5_20.5	20.5_20.5	4N	3	20.5	3	987937	6428954	3	6428954	SUM-159_NLS_4N_C_A1_seed	4460441.01186866	0.502461330392652	83.7690630019124	0.624316066168315	NA	0	200	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	3
20.5_20.5_2	20.5_20.5	4N	4	2	3	1349035.5	5147580.5	3	5147580.5	SUM-159_NLS_4N_O1_A1_seed	4090973.00383375	0.369797649113477	83.6110384165262	0.431681228435326	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	3
20.5_20.5_2	20.5_20.5	4N	4	2	3	1349035.5	5147580.5	3	5147580.5	SUM-159_NLS_4N_O1_A1_seed	4090973.00383375	0.369797649113477	83.6110384165262	0.431681228435326	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	3
20.5_20.5_2	20.5_20.5	4N	4	2	3	1349035.5	5147580.5	3	5147580.5	SUM-159_NLS_4N_O2_A1_seed	4090973.00383375	0.369797649113477	83.6110384165262	0.463828443588774	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	3
20.5_20.5_2	20.5_20.5	4N	4	2	3	1349035.5	5147580.5	3	5147580.5	SUM-159_NLS_4N_O2_A1_seed	4090973.00383375	0.369797649113477	83.6110384165262	0.463828443588774	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	3
20.5_20.5_20.5_20.5	20.5_20.5_20.5	4N	5	20.5	2	575654	4791040	2	4791040	SUM-159_NLS_4N_A4M_seed	1572513.40197781	0.502461862748206	83.7765430163173	NA	86.125	16	0	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	4
20.5_20.5_20.5_20.5	20.5_20.5_20.5	4N	5	20.5	2	575654	4791040	2	4791040	SUM-159_NLS_4N_C_A2_seed	1572513.40197781	0.502461862748206	83.7765430163173	1.05949800003685	NA	0	0	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	4
20.5_20.5_2_1	20.5_20.5_2	4N	6	1	5	465571.5	3472154	1	3472154	SUM-159_NLS_4N_O1_A2_seed	444224.982238832	-0.0469345323547614	83.4871060644361	0.399917181450665	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	4
20.5_20.5_2_1	20.5_20.5_2	4N	6	1	5	465571.5	3472154	1	3472154	SUM-159_NLS_4N_O1_A2_seed	444224.982238832	-0.0469345323547614	83.4871060644361	0.399917181450665	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	4
20.5_20.5_2_1	20.5_20.5_2	4N	6	1	5	465571.5	3472154	1	3472154	SUM-159_NLS_4N_O2_A2_seed	444224.982238832	-0.0469345323547614	83.4871060644361	0.423293978638455	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	4
20.5_20.5_2_1	20.5_20.5_2	4N	6	1	5	465571.5	3472154	1	3472154	SUM-159_NLS_4N_O2_A2_seed	444224.982238832	-0.0469345323547614	83.4871060644361	0.423293978638455	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	4
20.5_20.5_20.5_20.5_20.5	20.5_20.5_20.5_20.5	4N	7	20.5	1	427709	2982042	1	2982042	SUM-159_NLS_4N_A5M_K_seed	706911.208196186	0.502462010672446	83.7802780804928	NA	NA	0	0	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	5
20.5_20.5_20.5_20.5_20.5	20.5_20.5_20.5_20.5	4N	7	20.5	1	427709	2982042	1	2982042	SUM-159_NLS_4N_C_A3_seed	706911.208196186	0.502462010672446	83.7802780804928	1.94192052193407	NA	0	0	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	5
20.5_20.5_2_1_0.5	20.5_20.5_2_1	4N	8	0.5	5	984782	5643302	1	5643302	SUM-159_NLS_4N_O1_A3_seed	731253.762999947	-0.297659752364634	83.6234374358425	0.344146831898379	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	5
20.5_20.5_2_1_0.5	20.5_20.5_2_1	4N	8	0.5	5	984782	5643302	1	5643302	SUM-159_NLS_4N_O1_A3_seed	731253.762999947	-0.297659752364634	83.6234374358425	0.344146831898379	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	5
20.5_20.5_2_1_0.5	20.5_20.5_2_1	4N	8	0.5	5	984782	5643302	1	5643302	SUM-159_NLS_4N_O2_A3_seed	731253.762999947	-0.297659752364634	83.6234374358425	0.317783675910682	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	5
20.5_20.5_2_1_0.5	20.5_20.5_2_1	4N	8	0.5	5	984782	5643302	1	5643302	SUM-159_NLS_4N_O2_A3_seed	731253.762999947	-0.297659752364634	83.6234374358425	0.317783675910682	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	5
20.5_20.5_20.5_20.5_20.5_20.5	20.5_20.5_20.5_20.5_20.5	4N	9	20.5	3	448744	6498369	3	6498369	SUM-159_NLS_4N_C_A4_seed	2026038.3587424	0.502461682876308	83.791463595155	0.890951310693594	NA	0	0	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	6
20.5_20.5_2_1_0.5_0.3	20.5_20.5_2_1_0.5	4N	10	0.3	5	524819.5	5469764.5	1	5469764.5	SUM-159_NLS_4N_O1_A4_seed	434049.108411038	-0.18989671323186	83.8501815959283	0.462592398960382	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	6
20.5_20.5_2_1_0.5_0.3	20.5_20.5_2_1_0.5	4N	10	0.3	5	524819.5	5469764.5	1	5469764.5	SUM-159_NLS_4N_O1_A4_seed	434049.108411038	-0.18989671323186	83.8501815959283	0.462592398960382	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	6
20.5_20.5_2_1_0.5_0.3	20.5_20.5_2_1_0.5	4N	10	0.3	5	524819.5	5469764.5	1	5469764.5	SUM-159_NLS_4N_O2_A4_seed	434049.108411038	-0.18989671323186	83.8501815959283	0.456626491222531	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	6
20.5_20.5_2_1_0.5_0.3	20.5_20.5_2_1_0.5	4N	10	0.3	5	524819.5	5469764.5	1	5469764.5	SUM-159_NLS_4N_O2_A4_seed	434049.108411038	-0.18989671323186	83.8501815959283	0.456626491222531	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	6
20.5_20.5_20.5_20.5_20.5_20.5_20.5	20.5_20.5_20.5_20.5_20.5_20.5	4N	11	20.5	2	884866	9118611	2	9118611	SUM-159_NLS_4N_C_A5_seed	2417184.9561271	0.502461339838076	83.7989042950261	1.16631827386152	NA	0	0	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	7
20.5_20.5_2_1_0.5_0.3_0.2	20.5_20.5_2_1_0.5_0.3	4N	12	0.2	5	535688	6669452.5	1	6669452.5	SUM-159_NLS_4N_O1_A5_seed	473919.685809255	-0.12251403392102	84.0405709626185	0.493160438290141	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	7
20.5_20.5_2_1_0.5_0.3_0.2	20.5_20.5_2_1_0.5_0.3	4N	12	0.2	5	535688	6669452.5	1	6669452.5	SUM-159_NLS_4N_O1_A5_seed	473919.685809255	-0.12251403392102	84.0405709626185	0.493160438290141	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	7
20.5_20.5_2_1_0.5_0.3_0.2	20.5_20.5_2_1_0.5_0.3	4N	12	0.2	5	535688	6669452.5	1	6669452.5	SUM-159_NLS_4N_O2_A5_seed	473919.685809255	-0.12251403392102	84.0405709626185	0.479793771189265	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	7
20.5_20.5_2_1_0.5_0.3_0.2	20.5_20.5_2_1_0.5_0.3	4N	12	0.2	5	535688	6669452.5	1	6669452.5	SUM-159_NLS_4N_O2_A5_seed	473919.685809255	-0.12251403392102	84.0405709626185	0.479793771189265	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	7
20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	20.5_20.5_20.5_20.5_20.5_20.5_20.5	4N	13	20.5	3	411582	7374120	3	7374120	SUM-159_NLS_4N_C_A6_seed	1858254.33768986	0.502461508888344	83.8100410639534	0.961907860276492	NA	0	0	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	8
20.5_20.5_2_1_0.5_0.3_0.2_0.1	20.5_20.5_2_1_0.5_0.3_0.2	4N	14	0.1	5	588976	5734453	1	5734453	SUM-159_NLS_4N_O1_A6_seed	541692.635038511	-0.0836866892364156	84.1870289150441	0.40078440531454	NA	0	200	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	8
20.5_20.5_2_1_0.5_0.3_0.2_0.1	20.5_20.5_2_1_0.5_0.3_0.2	4N	14	0.1	5	588976	5734453	1	5734453	SUM-159_NLS_4N_O1_A6_seed	541692.635038511	-0.0836866892364156	84.1870289150441	0.40078440531454	NA	0	200	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	8
20.5_20.5_2_1_0.5_0.3_0.2_0.1	20.5_20.5_2_1_0.5_0.3_0.2	4N	14	0.1	5	588976	5734453	1	5734453	SUM-159_NLS_4N_O2_A6_seed	541692.635038511	-0.0836866892364156	84.1870289150441	0.484268660954678	NA	0	200	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	8
20.5_20.5_2_1_0.5_0.3_0.2_0.1	20.5_20.5_2_1_0.5_0.3_0.2	4N	14	0.1	5	588976	5734453	1	5734453	SUM-159_NLS_4N_O2_A6_seed	541692.635038511	-0.0836866892364156	84.1870289150441	0.484268660954678	NA	0	200	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	8
20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	4N	15	20.5	2	621931	6654027	2	6654027	SUM-159_NLS_4N_C_A7_seed	1698926.47923632	0.502461346831534	83.817449484037	1.185074180085	NA	0	0	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	9
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1	4N	16	0	5	345673	5198765.5	1	5198765.5	SUM-159_NLS_4N_O1_A7_seed	320427.550850207	-0.0758370410583886	84.3229031806636	0.571921242468194	81.25	12	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	9
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1	4N	16	0	5	345673	5198765.5	1	5198765.5	SUM-159_NLS_4N_O1_A7_seed	320427.550850207	-0.0758370410583886	84.3229031806636	0.571921242468194	81.25	12	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	9
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1	4N	16	0	5	345673	5198765.5	1	5198765.5	SUM-159_NLS_4N_O2_A7_seed	320427.550850207	-0.0758370410583886	84.3229031806636	0.486227151372419	85.1666666666667	18	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	9
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1	4N	16	0	5	345673	5198765.5	1	5198765.5	SUM-159_NLS_4N_O2_A7_seed	320427.550850207	-0.0758370410583886	84.3229031806636	0.486227151372419	85.1666666666667	18	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	9
20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	4N	17	20.5	3	1532740	9561746	3	9561746	SUM-159_NLS_4N_C_A8_seed	6920147.09748363	0.502460014282414	83.828538118525	0.610237787650816	NA	0	0	20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5_20.5	control	10
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0	4N	18	1	14	NA	NA	14	320080.5	SUM-159_NLS_4N_O1_A7K_seed	522535.624285698	-0.0463615797868754	80.7056717090164	NA	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	10
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0	4N	18	1	14	NA	NA	14	320080.5	SUM-159_NLS_4N_O2_A7K_seed	522535.624285698	-0.0463615797868754	80.7056717090164	NA	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_1	deprived	10
20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0	4N	19	0	4	320080.5	5833314	1	5833314	SUM-159_NLS_4N_O1_A8_seed	296794.601728405	-0.0755322037760298	84.4587964220991	0.671802019601772	NA	0	0	20.5_20.5_2_1_0.5_0.3_0.2_0.1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0	deprived	10
