pair,joint_seed,rank_within_pair,warm_start_invivo_seed,warm_start_invivo_cluster,warm_start_invivo_subcluster,warm_start_invitro_seed,parameter,vivo_natural,vitro_natural,ratio_vivo_to_vitro,abs_delta_over_sigma,welsch_saturation_fraction,penalty_region,penalty_paid,projection_applied,feasible_at_solution
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,138,C03,Sc01,10,gamma_growth,2.24248148487991,1.5,1.49498765658661,1.14227920750755,0.99971270792432,saturating,0.0799770166339456,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,138,C03,Sc01,10,lam_max,0.133983896023196,1.3485151936293,0.0993566084061693,1.54277421815601,0.999999653697027,saturating,0.0799999722957622,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,138,C03,Sc01,10,p_mis_base,4.85202279139004e-05,1.0711024168313e-05,4.52993356671162,1.00937205070335,0.998283897597588,saturating,0.0798627118078071,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,138,C03,Sc01,10,p_wgd,0.000567669916914,0.0004253126985504,1.33471189279957,0.192903892641349,0.207509252776132,near_quadratic,0.0166007402220906,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,138,C03,Sc01,10,gamma_mu,2.70184973425361,1.38532201769978,1.95034057044717,2.02542725623666,0.999999999992675,saturating,0.079999999999414,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,138,C03,Sc01,10,O2_crit,0.302474222113353,1.54357595815179,0.195956810881871,1.08898405711672,0.999395911126375,saturating,0.07995167289011,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,138,C03,Sc01,10,mu_hp,0.161400185956118,0.005,32.2800371912236,2.32143696372266,0.999999999999998,saturating,0.0799999999999998,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,138,C03,Sc01,10,p_misseg,0.5,0.0105535150770604,47.3775795409458,2.57780441448003,1.0,saturating,0.08,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,138,C03,Sc01,10,k_o_mis,0.0024215018683425,0.0001128986825222,21.4484510735125,2.0483014377518,0.999999999995908,saturating,0.0799999999996727,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,138,C03,Sc01,10,buffer_smax,0.994780507585621,1.0,0.994780507585621,0.0080299883298138,0.0004029232582188,near_quadratic,3.22338606575112e-05,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,138,C03,Sc01,10,buffer_beta,0.0443120341210791,1.59113027351929,0.0278494067132975,2.39259084974667,1.0,saturating,0.08,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,138,C03,Sc01,10,buffer_n_exp,0.233986362749007,3.15756611375965,0.0741033930309076,1.73871062489086,0.999999993773593,saturating,0.0799999995018875,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,138,C03,Sc01,10,n_O,3.24178176126502,1.86857483366499,1.73489533459393,2.11262604246158,0.999999999999232,saturating,0.0799999999999386,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,138,C03,Sc01,10,alpha_o2,3.18987617049993,0.5,6.37975234099986,1.23815972298438,0.999931006404232,saturating,0.0799944805123386,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,138,C03,Sc01,10,gamma_growth,2.24248148487991,1.5,1.49498765658661,1.14227920750755,0.99971270792432,saturating,0.0799770166339456,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,138,C03,Sc01,10,lam_max,0.133983896023196,1.3485151936293,0.0993566084061693,1.54277421815601,0.999999653697027,saturating,0.0799999722957622,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,138,C03,Sc01,10,p_mis_base,6.04573383347829e-05,8.59616629101321e-06,7.03305825970206,1.30329879229365,0.9999754837253,saturating,0.079998038698024,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,138,C03,Sc01,10,p_wgd,0.0005795976843145,0.000416560022206,1.39139056418569,0.220690852050191,0.262436303318865,near_quadratic,0.0209949042655092,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,138,C03,Sc01,10,gamma_mu,2.75784910632574,1.42498990767594,1.93534641296063,2.05055261330738,0.999999999996138,saturating,0.079999999999691,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,4,138,C03,Sc01,10,O2_crit,0.309206587113616,1.57793232969083,0.195956810881871,1.08898405711672,0.999395911126375,saturating,0.07995167289011,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,4,138,C03,Sc01,10,mu_hp,0.161400185956118,0.005,32.2800371912236,2.32143696372266,0.999999999999998,saturating,0.0799999999999998,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,4,138,C03,Sc01,10,p_misseg,0.5,0.0105535150770604,47.3775795409458,2.57780441448003,1.0,saturating,0.08,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,4,138,C03,Sc01,10,k_o_mis,0.0024215018683425,0.0001128986825222,21.4484510735125,2.0483014377518,0.999999999995908,saturating,0.0799999999996727,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,4,138,C03,Sc01,10,buffer_smax,0.994780507585621,1.0,0.994780507585621,0.0080299883298138,0.0004029232582188,near_quadratic,3.22338606575112e-05,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,4,138,C03,Sc01,10,buffer_beta,0.0443120341210791,1.59113027351929,0.0278494067132975,2.39259084974667,1.0,saturating,0.08,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,4,138,C03,Sc01,10,buffer_n_exp,0.233986362749007,3.15756611375965,0.0741033930309076,1.73871062489086,0.999999993773593,saturating,0.0799999995018875,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,4,138,C03,Sc01,10,n_O,3.24178176126502,1.86857483366499,1.73489533459393,2.11262604246158,0.999999999999232,saturating,0.0799999999999386,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,4,138,C03,Sc01,10,alpha_o2,3.18987617049993,0.5,6.37975234099986,1.23815972298438,0.999931006404232,saturating,0.0799944805123386,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,4,138,C03,Sc01,10,gamma_growth,2.24248148487991,1.5,1.49498765658661,1.14227920750755,0.99971270792432,saturating,0.0799770166339456,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,4,138,C03,Sc01,10,lam_max,0.133983896023196,1.3485151936293,0.0993566084061693,1.54277421815601,0.999999653697027,saturating,0.0799999722957622,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,4,138,C03,Sc01,10,p_mis_base,4.36697990268037e-05,1.19007035850762e-05,3.66951405138488,0.868628546229119,0.991046602374524,saturating,0.0792837281899619,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,4,138,C03,Sc01,10,p_wgd,0.0005368724019378,0.0004497106265421,1.19381746894873,0.118366045487675,0.0838413719073943,near_quadratic,0.0067073097525915,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed354,4,138,C03,Sc01,10,gamma_mu,2.59557246441327,1.27904474785944,2.0293054396706,2.02542725623666,0.999999999992675,saturating,0.079999999999414,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,5,138,C03,Sc01,10,O2_crit,0.310828023141718,1.58620678578554,0.195956810881871,1.08898405711672,0.999395911126375,saturating,0.07995167289011,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,5,138,C03,Sc01,10,mu_hp,0.161400185956118,0.005,32.2800371912236,2.32143696372266,0.999999999999998,saturating,0.0799999999999998,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,5,138,C03,Sc01,10,p_misseg,0.5,0.0105535150770604,47.3775795409458,2.57780441448003,1.0,saturating,0.08,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,5,138,C03,Sc01,10,k_o_mis,0.0024215018683425,0.0001128986825222,21.4484510735125,2.0483014377518,0.999999999995908,saturating,0.0799999999996727,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,5,138,C03,Sc01,10,buffer_smax,0.994780507585621,1.0,0.994780507585621,0.0080299883298138,0.0004029232582188,near_quadratic,3.22338606575112e-05,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,5,138,C03,Sc01,10,buffer_beta,0.0438055833792672,1.60952585337874,0.0272164521540986,2.40795152095814,1.0,saturating,0.08,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,5,138,C03,Sc01,10,buffer_n_exp,0.233986362749007,3.15756611375965,0.0741033930309076,1.73871062489086,0.999999993773593,saturating,0.0799999995018875,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,5,138,C03,Sc01,10,n_O,3.24178176126502,1.86857483366499,1.73489533459393,2.11262604246158,0.999999999999232,saturating,0.0799999999999386,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,5,138,C03,Sc01,10,alpha_o2,3.18987617049993,0.5,6.37975234099986,1.23815972298438,0.999931006404232,saturating,0.0799944805123386,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,5,138,C03,Sc01,10,gamma_growth,2.24248148487991,1.5,1.49498765658661,1.14227920750755,0.99971270792432,saturating,0.0799770166339456,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,5,138,C03,Sc01,10,lam_max,0.133983896023196,1.3485151936293,0.0993566084061693,1.54277421815601,0.999999653697027,saturating,0.0799999722957622,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,5,138,C03,Sc01,10,p_mis_base,6.08420119443504e-05,8.54181703118546e-06,7.12284186399935,1.31177431164733,0.99997865512789,saturating,0.0799982924102313,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,5,138,C03,Sc01,10,p_wgd,0.0005208900930161,0.0004635089580042,1.12379725142533,0.0779814854862721,0.0372937504136932,near_quadratic,0.0029835000330954,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed148,5,138,C03,Sc01,10,gamma_mu,2.58295418987274,1.26642647331891,2.03956111490912,2.02542725623666,0.999999999992675,saturating,0.079999999999414,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,6,138,C03,Sc01,10,O2_crit,0.310828023141718,1.58620678578554,0.195956810881871,1.08898405711672,0.999395911126375,saturating,0.07995167289011,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,6,138,C03,Sc01,10,mu_hp,0.161400185956118,0.005,32.2800371912236,2.32143696372266,0.999999999999998,saturating,0.0799999999999998,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,6,138,C03,Sc01,10,p_misseg,0.5,0.0105535150770604,47.3775795409458,2.57780441448003,1.0,saturating,0.08,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,6,138,C03,Sc01,10,k_o_mis,0.0024215018683425,0.0001128986825222,21.4484510735125,2.0483014377518,0.999999999995908,saturating,0.0799999999996727,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,6,138,C03,Sc01,10,buffer_smax,0.994780507585621,1.0,0.994780507585621,0.0080299883298138,0.0004029232582188,near_quadratic,3.22338606575112e-05,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,6,138,C03,Sc01,10,buffer_beta,0.0443120341210791,1.59113027351929,0.0278494067132975,2.39259084974667,1.0,saturating,0.08,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,6,138,C03,Sc01,10,buffer_n_exp,0.229923471665171,3.10273878510898,0.0741033930309076,1.73871062489086,0.999999993773593,saturating,0.0799999995018875,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,6,138,C03,Sc01,10,n_O,3.24178176126502,1.86857483366499,1.73489533459393,2.11262604246158,0.999999999999232,saturating,0.0799999999999386,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,6,138,C03,Sc01,10,alpha_o2,3.18987617049993,0.5,6.37975234099986,1.23815972298438,0.999931006404232,saturating,0.0799944805123386,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,6,138,C03,Sc01,10,gamma_growth,2.24248148487991,1.5,1.49498765658661,1.14227920750755,0.99971270792432,saturating,0.0799770166339456,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,6,138,C03,Sc01,10,lam_max,0.133983896023196,1.3485151936293,0.0993566084061693,1.54277421815601,0.999999653697027,saturating,0.0799999722957622,False,True
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed485,6,138,C03,Sc01,10,p_mis_base,7.34958042117419e-05,7.07117010844019e-06,10.3937259441711,1.56426347909073,0.999999771847472,saturating,0.0799999817477978,False,True
