result_group,pair,rank,seed,objective,source_path,exists,archive_relative_dir
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,4,seed43,19.4258497359334,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10/seed43,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10/seed43
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,5,seed34,19.4263535185484,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10/seed34,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10/seed34
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,6,seed155,19.4265068306356,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10/seed155,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10/seed155
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,7,seed264,19.4271697311804,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10/seed264,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10/seed264
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,8,seed432,19.4332192627959,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10/seed432,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10/seed432
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,9,seed200,19.4337948735589,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10/seed200,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10/seed200
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,10,seed249,19.4342101786089,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10/seed249,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10/seed249
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,1,seed54,18.8900595387654,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed54,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed54
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,2,seed52,18.8981309639056,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed52,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed52
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,3,seed80,18.9116797792825,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed80,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed80
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,4,seed174,18.9119696550321,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed174,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed174
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,5,seed336,18.9136730191388,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed336,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed336
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,6,seed132,18.9139107099569,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed132,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed132
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,7,seed433,18.9139863793036,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed433,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed433
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,8,seed211,18.9163946218076,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed211,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed211
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,9,seed438,18.9198583280572,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed438,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed438
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,10,seed295,18.9255722200102,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed295,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10/seed295
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,1,seed472,18.8522859133708,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed472,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed472
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,2,seed386,18.8581768528694,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed386,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed386
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,3,seed494,18.8584608366853,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed494,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed494
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,4,seed71,18.8597059816659,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed71,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed71
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,5,seed178,18.8603905272211,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed178,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed178
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,6,seed251,18.8607948153975,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed251,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed251
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,7,seed53,18.8639915998995,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed53,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed53
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,8,seed140,18.8644000810947,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed140,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed140
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,9,seed276,18.8653472648041,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed276,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed276
fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,10,seed279,18.8666264262352,/Users/4482173/Documents/GitHub/soft_coupling/oxygen/results/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed279,True,top10/fit_joint_multi_warmup_tsne_sigmaN0p1216_objmin_500seed_20260714_021540/fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10/seed279
