draw_id	source_tsv	source_note	objective	growth_sse	ploidy_sse	convergence	message	nat__lam_min	nat__lam_max	nat__k_o	nat__p_mis_base	nat__p_misseg	nat__k_o_mis	nat__gamma_loss	nat__p_wgd	nat__alpha_o2	nat__gamma_growth	nat__mu_hp	nat__gamma_mu	nat__O2_crit	nat__n_O
draw_20260402_121159_seed415	workflow/sampled_objective_draws/invitro_objective_array_2026_04_02_11_54_29.tsv	selected as the lowest-objective run in the retained sampled-objective TSV	0.18124972483101	0.0413195465406709	0.139930178290339	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	0.8	1.5	3.91927828879322	0.000263197014343235	0.4	0.00252182249045398	5	1.61136888925125e-05	0.5	1.70711011344259	0.000438527505646091	1.70084987033624	0.000793121035244215	0.0731492809398376
