segment_id	parent_segment_id	cohort	lineage_id	lineage_group	lineage_label	scenario_id	lineage_terminal_key	passage_index	lineage_passage_index	oxygen_pct	duration_days	passage_duration	endpoint_day	initial_cells	final_cells	selected_day	closest_day_diagnostic	closest_live_cells_diagnostic	target_live_cells	passage_id	predicted_initial_cells	predicted_final_cells	observed_initial_cells	observed_final_cells	predicted_live_cells	passage_recorded	reseed_mode	available_cells	required_cells	supply_ratio	boundary_scale	cell_number_before	cell_number_after	predicted_growth	predicted_growth_rate	predicted_mean_kary_N	observed_growth	observed_mean_kary_N	observed_n_kary	observed_n_flow	cumulative_time	loglik
2N-O2-A22	2N-O2-A21	2N	O2	deprived	O2	2N-O2	2N-O2-A23	22	22	0	3	3	3	567012	3580306	3	3	1715231.29242028	3580306	SUM-159_NLS_2N_O2_A22_seed	567012	1715231.29242028	567012	3580306	1715231.29242028	TRUE	downsample_to_observed_inoculum	1715231.29242028	571468	3.00144766184682	0.33317255959902	1715231.29242028	571468	0.368974249122232	0.368974249122232	58.2109651023199	0.614274361025784	NA	0	0	117	-0.0525988275062967
2N-O2-A23	2N-O2-A22	2N	O2	deprived	O2	2N-O2	2N-O2-A23	23	23	0	5	5	5	571468	6965666	5	5	3653507.29681821	6965666	SUM-159_NLS_2N_O2_A23_seed	571468	3653507.29681821	571468	6965666	3653507.29681821	TRUE	terminal_no_reseed	3653507.29681821	NA	NA	1	3653507.29681821	3653507.29681821	0.37104687995522	0.37104687995522	58.832941929928	0.480890952237371	NA	0	200	122	0.526288781005111
4N-C-A1	NA	4N	C	control	C	4N-C	4N-C-A12	1	1	20.5	3	3	3	987937	6428954	3	2	9122686.85699907	6428954	SUM-159_NLS_4N_C_A1_seed	987937	27723680.4283908	987937	6428954	27723680.4283908	TRUE	downsample_to_observed_inoculum	27723680.4283908	575654	48.1603192688504	0.0207639819499035	27723680.4283908	575654	1.11147442851495	1.11147442851495	83.9015381428671	0.624316066168315	NA	0	200	3	-2.18434301405963
4N-C-A2	4N-C-A1	4N	C	control	C	4N-C	4N-C-A12	2	2	20.5	2	2	2	575654	4791040	2	2	5317615.53015222	4791040	SUM-159_NLS_4N_C_A2_seed	575654	5317615.53015222	575654	4791040	5317615.53015222	TRUE	downsample_to_observed_inoculum	5317615.53015222	427709	12.4327884850499	0.0804324791017293	5317615.53015222	427709	1.11163674373996	1.11163674373996	83.9787427393118	1.05949800003685	NA	0	0	5	0.638768969463323
4N-C-A3	4N-C-A2	4N	C	control	C	4N-C	4N-C-A12	3	3	20.5	1	1	1	427709	2982042	1	1	1300091.16491512	2982042	SUM-159_NLS_4N_C_A3_seed	427709	1300091.16491512	427709	2982042	1300091.16491512	TRUE	downsample_to_observed_inoculum	1300091.16491512	448744	2.89717782280124	0.345163487076922	1300091.16491512	448744	1.11174661005017	1.11174661005017	84.020703245568	1.94192052193407	NA	0	0	6	-7.62185606419635
4N-C-A4	4N-C-A3	4N	C	control	C	4N-C	4N-C-A12	4	4	20.5	3	3	3	448744	6498369	3	2	4147182.74533067	6498369	SUM-159_NLS_4N_C_A4_seed	448744	12609098.7742623	448744	6498369	12609098.7742623	TRUE	downsample_to_observed_inoculum	12609098.7742623	884866	14.2497268222108	0.0701767839114867	12609098.7742623	884866	1.1119071293449	1.1119071293449	84.1601562995608	0.890951310693594	NA	0	0	9	0.0839892247865299
4N-C-A5	4N-C-A4	4N	C	control	C	4N-C	4N-C-A12	5	5	20.5	2	2	2	884866	9118611	2	2	8182124.2913006	9118611	SUM-159_NLS_4N_C_A5_seed	884866	8182124.2913006	884866	9118611	8182124.2913006	TRUE	downsample_to_observed_inoculum	8182124.2913006	411582	19.8796941831776	0.0503025846768916	8182124.2913006	411582	1.11213543404041	1.11213543404041	84.264539374971	1.16631827386152	NA	0	0	11	0.636153715180003
4N-C-A6	4N-C-A5	4N	C	control	C	4N-C	4N-C-A12	6	6	20.5	3	3	3	411582	7374120	3	2	3807359.98211827	7374120	SUM-159_NLS_4N_C_A6_seed	411582	11581820.9966156	411582	7374120	11581820.9966156	TRUE	downsample_to_observed_inoculum	11581820.9966156	621931	18.6223568154917	0.053698895897436	11581820.9966156	621931	1.11239457371083	1.11239457371083	84.4384509084326	0.961907860276492	NA	0	0	14	0.398968196350664
4N-C-A7	4N-C-A6	4N	C	control	C	4N-C	4N-C-A12	7	7	20.5	2	2	2	621931	6654027	2	2	5757126.03063804	6654027	SUM-159_NLS_4N_C_A7_seed	621931	5757126.03063804	621931	6654027	5757126.03063804	TRUE	downsample_to_observed_inoculum	5757126.03063804	1532740	3.75610085900938	0.266233532467958	5757126.03063804	1532740	1.1126822610237	1.1126822610237	84.5660871117726	1.185074180085	NA	0	0	16	0.608418836726102
4N-C-A8	4N-C-A7	4N	C	control	C	4N-C	4N-C-A12	8	8	20.5	3	3	3	1532740	9561746	3	2	14195383.629455	9561746	SUM-159_NLS_4N_C_A8_seed	1532740	43207991.3075288	1532740	9561746	43207991.3075288	TRUE	downsample_to_observed_inoculum	43207991.3075288	955684	45.2115880432536	0.0221182232980471	43207991.3075288	955684	1.11298949289834	1.11298949289834	84.7753428318957	0.610237787650816	NA	0	0	19	-2.37009186794358
4N-C-A9	4N-C-A8	4N	C	control	C	4N-C	4N-C-A12	9	9	20.5	2	2	2	955684	8405530	2	2	8858351.82071939	8405530	SUM-159_NLS_4N_C_A9_seed	955684	8858351.82071939	955684	8405530	8858351.82071939	TRUE	downsample_to_observed_inoculum	8858351.82071939	728507	12.1595973967572	0.0822395649601596	8858351.82071939	728507.000000001	1.11334434353411	1.11334434353411	84.9268854953725	1.08710889354088	NA	0	0	21	0.663198732148492
4N-C-A10	4N-C-A9	4N	C	control	C	4N-C	4N-C-A12	10	10	20.5	3	3	3	728507	9314937	3	2	6756664.01741212	9314937	SUM-159_NLS_4N_C_A10_seed	728507.000000001	20581619.0965308	728507	9314937	20581619.0965308	TRUE	downsample_to_observed_inoculum	20581619.0965308	512549	40.1554175240432	0.0249032400024541	20581619.0965308	512549	1.11371881507333	1.11371881507333	85.1725751345178	0.849459095117841	NA	0	0	24	-0.168854917675131
4N-C-A11	4N-C-A10	4N	C	control	C	4N-C	4N-C-A12	11	11	20.5	2	2	2	512549	4394883	2	2	4758329.12687074	4394883	SUM-159_NLS_4N_C_A11_seed	512549	4758329.12687074	512549	4394883	4758329.12687074	TRUE	downsample_to_observed_inoculum	4758329.12687074	537090	8.85946326848525	0.112873654948961	4758329.12687074	537090	1.11412777281861	1.11412777281861	85.3488241964858	1.07439993620309	NA	0	0	26	0.652488910566214
4N-C-A12	4N-C-A11	4N	C	control	C	4N-C	4N-C-A12	12	12	20.5	3	3	3	537090	8632005	3	2	4989610.27240479	8632005	SUM-159_NLS_4N_C_A12_seed	537090	15212165.0174416	537090	8632005	15212165.0174416	TRUE	terminal_no_reseed	15212165.0174416	NA	NA	1	15212165.0174416	15212165.0174416	1.11456167953485	1.11456167953485	85.632262494385	0.925688802648849	NA	0	200	29	0.242211534161756
4N-O1-A1	NA	4N	O1	deprived	O1	4N-O1	4N-O1-A22	1	1	2	3	3	3	1496747	5464856	3	2	5045163.97066375	5464856	SUM-159_NLS_4N_O1_A1_seed	1496747	9261274.53381633	1496747	5464856	9261274.53381633	TRUE	downsample_to_observed_inoculum	9261274.53381633	469077	19.7436125280419	0.0506492921991705	9261274.53381633	469077	0.607515863783087	0.607515863783087	83.8707424179959	0.431681228435326	NA	0	0	3	0.299432463052749
4N-O1-A2	4N-O1-A1	4N	O1	deprived	O1	4N-O1	4N-O1-A22	2	2	1	5	5	5	469077	3281438	5	4	3122029.06461556	3281438	SUM-159_NLS_4N_O1_A2_seed	469077	5013563.10533166	469077	3281438	5013563.10533166	TRUE	downsample_to_observed_inoculum	5013563.10533166	979523	5.11837200895912	0.195374622682684	5013563.10533166	979523	0.473827041178227	0.473827041178227	83.8689151137628	0.399917181450665	NA	0	0	8	0.605746472958426
4N-O1-A3	4N-O1-A2	4N	O1	deprived	O1	4N-O1	4N-O1-A22	3	3	0.5	5	5	5	979523	5965486	5	4	5160639.81397889	5965486	SUM-159_NLS_4N_O1_A3_seed	979523	7817510.32205621	979523	5965486	7817510.32205621	TRUE	downsample_to_observed_inoculum	7817510.32205621	477491	16.3720579488539	0.0610796763072782	7817510.32205621	477491	0.415411138246464	0.415411138246464	83.8009426709479	0.344146831898379	NA	0	0	13	0.610368122831473
4N-O1-A4	4N-O1-A3	4N	O1	deprived	O1	4N-O1	4N-O1-A22	4	4	0.3	5	5	5	477491	5131103	5	5	3519290.18809538	5131103	SUM-159_NLS_4N_O1_A4_seed	477491	3519290.18809538	477491	5131103	3519290.18809538	TRUE	downsample_to_observed_inoculum	3519290.18809538	487308	7.22190111407032	0.138467694891545	3519290.18809538	487308	0.399493857114588	0.399493857114588	83.7024402583191	0.462592398960382	NA	0	0	18	0.623570958706683
4N-O1-A5	4N-O1-A4	4N	O1	deprived	O1	4N-O1	4N-O1-A22	5	5	0.2	5	5	5	487308	6266284	5	5	3492162.79281116	6266284	SUM-159_NLS_4N_O1_A5_seed	487308	3492162.79281116	487308	6266284	3492162.79281116	TRUE	downsample_to_observed_inoculum	3492162.79281116	647172	5.39603504603283	0.18532125745462	3492162.79281116	647172	0.393876033591114	0.393876033591114	83.5837241360526	0.493160438290141	NA	0	0	23	0.552862638020621
4N-O1-A6	4N-O1-A5	4N	O1	deprived	O1	4N-O1	4N-O1-A22	6	6	0.1	5	5	5	647172	5181587	5	5	4552914.06489532	5181587	SUM-159_NLS_4N_O1_A6_seed	647172	4552914.06489532	647172	5181587	4552914.06489532	TRUE	downsample_to_observed_inoculum	4552914.06489532	267844	16.9983798961161	0.0588291358418508	4552914.06489532	267844	0.390182131848946	0.390182131848946	83.447668320696	0.40078440531454	NA	0	200	28	0.670128699484429
4N-O1-A7	4N-O1-A6	4N	O1	deprived	O1	4N-O1	4N-O1-A22	7	7	0	5	5	5	267844	5124092	5	5	1870422.85933253	5124092	SUM-159_NLS_4N_O1_A7_seed	267844	1870422.85933253	267844	5124092	1870422.85933253	TRUE	downsample_to_observed_inoculum	1870422.85933253	358294	5.2203577490344	0.191557752949971	1870422.85933253	358294	0.388703018158428	0.388703018158428	83.2984936390268	0.571921242468194	81.25	12	0	33	0.26753052449497
4N-O1-A8	4N-O1-A7	4N	O1	deprived	O1	4N-O1	4N-O1-A22	8	8	0	4	4	4	358294	5832757	4	4	1695497.50252021	5832757	SUM-159_NLS_4N_O1_A8_seed	358294	1695497.50252021	358294	5832757	1695497.50252021	TRUE	downsample_to_observed_inoculum	1695497.50252021	515769	3.28731952195695	0.30419920951423	1695497.50252021	515769	0.388594402533204	0.388594402533204	83.1722621048699	0.671802019601772	NA	0	0	37	-0.293682455310005
4N-O1-A9	4N-O1-A8	4N	O1	deprived	O1	4N-O1	4N-O1-A22	9	9	0	5	5	5	515769	4745520	5	5	3598029.95355992	4745520	SUM-159_NLS_4N_O1_A9_seed	515769	3598029.95355992	515769	4745520	3598029.95355992	TRUE	downsample_to_observed_inoculum	3598029.95355992	447817	8.03459885078039	0.124461720936182	3598029.95355992	447817	0.388496549741464	0.388496549741464	83.0072558965188	0.43989081937769	NA	0	0	42	0.639696481599318
4N-O1-A10	4N-O1-A9	4N	O1	deprived	O1	4N-O1	4N-O1-A22	10	10	0	5	5	5	447817	4731039	5	5	3122477.35529499	4731039	SUM-159_NLS_4N_O1_A10_seed	447817	3122477.35529499	447817	4731039	3122477.35529499	TRUE	downsample_to_observed_inoculum	3122477.35529499	451159	6.92101311354752	0.144487517014316	3122477.35529499	451159	0.388399464609115	0.388399464609115	82.8357383001796	0.474021738864105	NA	0	0	47	0.583261841084317
4N-O1-A11	4N-O1-A10	4N	O1	deprived	O1	4N-O1	4N-O1-A22	11	11	0	5	5	5	451159	5387168	5	5	3144424.22282249	5387168	SUM-159_NLS_4N_O1_A11_seed	451159	3144424.22282249	451159	5387168	3144424.22282249	TRUE	downsample_to_observed_inoculum	3144424.22282249	465640	6.75290830431768	0.148084344542428	3144424.22282249	465640	0.388313249621844	0.388313249621844	82.6592503553685	0.498582784895203	NA	0	0	52	0.52516184344687
4N-O1-A12	4N-O1-A11	4N	O1	deprived	O1	4N-O1	4N-O1-A22	12	12	0	5	5	5	465640	4086049	5	5	3244112.54874378	4086049	SUM-159_NLS_4N_O1_A12_seed	465640	3244112.54874378	465640	4086049	3244112.54874378	TRUE	downsample_to_observed_inoculum	3244112.54874378	764185	4.24519265458467	0.235560569652836	3244112.54874378	764185	0.388236861137478	0.388236861137478	82.4792364547869	0.440115624122669	NA	0	200	57	0.639094385349506
4N-O1-A13	4N-O1-A12	4N	O1	deprived	O1	4N-O1	4N-O1-A22	13	13	0	2	2	2	764185	1605234	2	2	1661019.62697522	1605234	SUM-159_NLS_4N_O1_A13_seed	764185	1661019.62697522	764185	1605234	1661019.62697522	TRUE	downsample_to_observed_inoculum	1661019.62697522	444475	3.73703723938405	0.26759166043655	1661019.62697522	444475	0.38818850972681	0.38818850972681	82.4065464279287	0.371107456439524	NA	0	0	59	0.667970444899884
4N-O1-A14	4N-O1-A13	4N	O1	deprived	O1	4N-O1	4N-O1-A22	14	14	0	10	10	10	444475	7571667	10	7	6726572.12106316	7571667	SUM-159_NLS_4N_O1_A14_seed	444475	21547992.266159	444475	7571667	21547992.266159	TRUE	downsample_to_observed_inoculum	21547992.266159	296317	72.7193926307265	0.0137514899921959	21547992.266159	296317	0.388114411448548	0.388114411448548	82.0405548740746	0.295310180980102	NA	0	0	69	0.56784152438109
4N-O1-A15	4N-O1-A14	4N	O1	deprived	O1	4N-O1	4N-O1-A22	15	15	0	12	12	12	296317	6271662	12	8	6605218.16832605	6271662	SUM-159_NLS_4N_O1_A15_seed	296317	31178368.3974982	296317	6271662	31178368.3974982	TRUE	downsample_to_observed_inoculum	31178368.3974982	403258	77.3161807019283	0.0129339032388994	31178368.3974982	403258	0.38800416546085	0.38800416546085	81.6046012588077	0.276107884181598	NA	0	0	81	0.520812855954107
4N-O1-A16	4N-O1-A15	4N	O1	deprived	O1	4N-O1	4N-O1-A22	16	16	0	14	14	14	403258	8329168	14	8	8982135.89508942	8329168	SUM-159_NLS_4N_O1_A16_seed	403258	92061106.9220437	403258	8329168	92061106.9220437	TRUE	downsample_to_observed_inoculum	92061106.9220437	824339	111.678698838759	0.00895425905206681	92061106.9220437	824339	0.387902234685743	0.387902234685743	81.114759875449	0.225290065289268	NA	0	0	95	0.353283497224018
4N-O1-A17	4N-O1-A16	4N	O1	deprived	O1	4N-O1	4N-O1-A22	17	17	0	5	5	5	824339	6259408	5	5	5732106.13731724	6259408	SUM-159_NLS_4N_O1_A17_seed	824339	5732106.13731724	824339	6259408	5732106.13731724	TRUE	downsample_to_observed_inoculum	5732106.13731724	627166	9.13969529170465	0.109412837964917	5732106.13731724	627166	0.387851290466822	0.387851290466822	80.9470396751703	0.416428545920834	81.65	20	0	100	0.661654106559531
4N-O1-A18	4N-O1-A17	4N	O1	deprived	O1	4N-O1	4N-O1-A22	18	18	0	5	5	5	627166	4309957	5	5	4360506.966846	4309957	SUM-159_NLS_4N_O1_A18_seed	627166	4360506.966846	627166	4309957	4360506.966846	TRUE	downsample_to_observed_inoculum	4360506.966846	601545	7.24884583338902	0.13795299596439	4360506.966846	601544.999999999	0.387826469599969	0.387826469599969	80.7837892938204	0.368994265221723	NA	0	0	105	0.667213664992685
4N-O1-A19	4N-O1-A18	4N	O1	deprived	O1	4N-O1	4N-O1-A22	19	19	0	7	7	7	601545	5339267	7	6	6162946.84126314	5339267	SUM-159_NLS_4N_O1_A19_seed	601544.999999999	9082413.22696491	601545	5339267	9082413.22696491	TRUE	downsample_to_observed_inoculum	9082413.22696491	812086	11.1840534462667	0.0894130204942654	9082413.22696491	812086	0.387799123513509	0.387799123513509	80.5632970056202	0.315246218861754	NA	0	200	112	0.608138047210547
4N-O1-A20	4N-O1-A19	4N	O1	deprived	O1	4N-O1	4N-O1-A22	20	20	0	3	3	3	812086	4743292	3	3	2599162.04515697	4743292	SUM-159_NLS_4N_O1_A20_seed	812086	2599162.04515697	812086	4743292	2599162.04515697	TRUE	downsample_to_observed_inoculum	2599162.04515697	607115	4.28116921037526	0.233581050143156	2599162.04515697	607115	0.387779378618375	0.387779378618375	80.4718079871101	0.588293480836589	NA	0	0	115	0.187664481051784
4N-O1-A21	4N-O1-A20	4N	O1	deprived	O1	4N-O1	4N-O1-A22	21	21	0	5	5	5	607115	7502229	5	5	4219787.6505442	7502229	SUM-159_NLS_4N_O1_A21_seed	607115	4219787.6505442	607115	7502229	4219787.6505442	TRUE	downsample_to_observed_inoculum	4219787.6505442	618254	6.82533012409819	0.146513059708174	4219787.6505442	618254	0.387764371306028	0.387764371306028	80.3234589313945	0.484315596857106	NA	0	0	120	0.559303603641914
4N-O1-A22	4N-O1-A21	4N	O1	deprived	O1	4N-O1	4N-O1-A22	22	22	0	5	5	5	618254	7237475	5	5	4296838.62608769	7237475	SUM-159_NLS_4N_O1_A22_seed	618254	4296838.62608769	618254	7237475	4296838.62608769	TRUE	terminal_no_reseed	4296838.62608769	NA	NA	1	4296838.62608769	4296838.62608769	0.387747090359311	0.387747090359311	80.1803597652357	0.471867487676023	NA	0	200	125	0.58632956699322
4N-O2-A1	NA	4N	O2	deprived	O2	4N-O2	4N-O2-A22	1	1	2	3	3	3	1201324	4830305	3	2	4049368.86976186	4830305	SUM-159_NLS_4N_O2_A1_seed	1201324	7433325.75264437	1201324	4830305	7433325.75264437	TRUE	downsample_to_observed_inoculum	7433325.75264437	462066	16.0871515165461	0.0621614086851531	7433325.75264437	462066	0.60751636269047	0.60751636269047	83.8707424835537	0.463828443588774	NA	0	0	3	0.423035547568528
4N-O2-A2	4N-O2-A1	4N	O2	deprived	O2	4N-O2	4N-O2-A22	2	2	1	5	5	5	462066	3662870	5	4	3075366.17033133	3662870	SUM-159_NLS_4N_O2_A2_seed	462066	4938628.84567922	462066	3662870	4938628.84567922	TRUE	downsample_to_observed_inoculum	4938628.84567922	990041	4.98830739906653	0.200468800336389	4938628.84567922	990041	0.473827054405947	0.473827054405947	83.8689151774053	0.423293978638455	NA	0	0	8	0.640752770740435
4N-O2-A3	4N-O2-A2	4N	O2	deprived	O2	4N-O2	4N-O2-A22	3	3	0.5	5	5	5	990041	5321118	5	4	5216053.90313817	5321118	SUM-159_NLS_4N_O2_A3_seed	990041	7901453.21570006	990041	5321118	7901453.21570006	TRUE	downsample_to_observed_inoculum	7901453.21570006	572148	13.8101561408937	0.0724104774629496	7901453.21570006	572147.999999999	0.415411123296013	0.415411123296013	83.8009427249677	0.317783675910682	NA	0	0	13	0.556788855477743
4N-O2-A4	4N-O2-A3	4N	O2	deprived	O2	4N-O2	4N-O2-A22	4	4	0.3	5	5	5	572148	5808426	5	5	4216945.70137335	5808426	SUM-159_NLS_4N_O2_A4_seed	572147.999999999	4216945.70137335	572148	5808426	4216945.70137335	TRUE	downsample_to_observed_inoculum	4216945.70137335	584068	7.21995675396246	0.138504984735702	4216945.70137335	584068	0.399493735673217	0.399493735673217	83.7024403233827	0.456626491222531	NA	0	0	18	0.632202262410842
4N-O2-A5	4N-O2-A4	4N	O2	deprived	O2	4N-O2	4N-O2-A22	5	5	0.2	5	5	5	584068	7072621	5	5	4185565.00587384	7072621	SUM-159_NLS_4N_O2_A5_seed	584068	4185565.00587384	584068	7072621	4185565.00587384	TRUE	downsample_to_observed_inoculum	4185565.00587384	530780	7.88568711306725	0.126812031172644	4185565.00587384	530780	0.393875913356438	0.393875913356438	83.5837242211707	0.479793771189265	NA	0	0	23	0.582651690243347
4N-O2-A6	4N-O2-A5	4N	O2	deprived	O2	4N-O2	4N-O2-A22	6	6	0.1	5	5	5	530780	6287319	5	5	3734088.36641211	6287319	SUM-159_NLS_4N_O2_A6_seed	530780	3734088.36641211	530780	6287319	3734088.36641211	TRUE	downsample_to_observed_inoculum	3734088.36641211	423502	8.81716819852589	0.113415098530976	3734088.36641211	423502	0.390182273279463	0.390182273279463	83.4476683644782	0.484268660954678	NA	0	200	28	0.564958024415045
4N-O2-A7	4N-O2-A6	4N	O2	deprived	O2	4N-O2	4N-O2-A22	7	7	0	5	5	5	423502	5273439	5	5	2957419.53515477	5273439	SUM-159_NLS_4N_O2_A7_seed	423502	2957419.53515477	423502	5273439	2957419.53515477	TRUE	downsample_to_observed_inoculum	2957419.53515477	281867	10.4922517895134	0.0953084256898469	2957419.53515477	281867	0.388702830360606	0.388702830360606	83.2984937289673	0.486227151372419	85.1666666666667	18	0	33	0.557031032764531
4N-O2-A8	4N-O2-A7	4N	O2	deprived	O2	4N-O2	4N-O2-A22	8	8	0	4	4	4	281867	5833871	4	4	1333834.59334703	5833871	SUM-159_NLS_4N_O2_A8_seed	281867	1333834.59334703	281867	5833871	1333834.59334703	TRUE	downsample_to_observed_inoculum	1333834.59334703	565898	2.35702298532072	0.424264000066138	1333834.59334703	565898	0.388594474328777	0.388594474328777	83.1722621757252	0.700929182641856	NA	0	0	37	-0.502420168381477
4N-O2-A9	4N-O2-A8	4N	O2	deprived	O2	4N-O2	4N-O2-A22	9	9	0	5	5	5	565898	4734381	5	5	3947731.13439688	4734381	SUM-159_NLS_4N_O2_A9_seed	565898	3947731.13439688	565898	4734381	3947731.13439688	TRUE	downsample_to_observed_inoculum	3947731.13439688	507971	7.77156793280892	0.128674163134873	3947731.13439688	507971	0.38849648931245	0.38849648931245	83.0072559821468	0.421831161602466	NA	0	0	42	0.658109755719111
4N-O2-A10	4N-O2-A9	4N	O2	deprived	O2	4N-O2	4N-O2-A22	10	10	0	5	5	5	507971	5144322	5	5	3541909.68677053	5144322	SUM-159_NLS_4N_O2_A10_seed	507971	3541909.68677053	507971	5144322	3541909.68677053	TRUE	downsample_to_observed_inoculum	3541909.68677053	404372	8.75903793232601	0.114167789627832	3541909.68677053	404372	0.388399392175345	0.388399392175345	82.8357384060879	0.463511346178554	NA	0	0	47	0.603590816516503
4N-O2-A11	4N-O2-A10	4N	O2	deprived	O2	4N-O2	4N-O2-A22	11	11	0	5	5	5	404372	5122043	5	5	2818335.59666894	5122043	SUM-159_NLS_4N_O2_A11_seed	404372	2818335.59666894	404372	5122043	2818335.59666894	TRUE	downsample_to_observed_inoculum	2818335.59666894	570354	4.94137955843027	0.202372634640855	2818335.59666894	570354	0.388313305873754	0.388313305873754	82.6592504417086	0.525990411811393	NA	0	0	52	0.443386958000645
4N-O2-A12	4N-O2-A11	4N	O2	deprived	O2	4N-O2	4N-O2-A22	12	12	0	5	5	5	570354	4840208	5	5	3973652.18561958	4840208	SUM-159_NLS_4N_O2_A12_seed	570354	3973652.18561958	570354	4840208	3973652.18561958	TRUE	downsample_to_observed_inoculum	3973652.18561958	623824	6.36982896717597	0.156990086414101	3973652.18561958	623824	0.388236735220669	0.388236735220669	82.4792365788691	0.433757116881066	NA	0	200	57	0.64654672920319
4N-O2-A13	4N-O2-A12	4N	O2	deprived	O2	4N-O2	4N-O2-A22	13	13	0	2	2	2	623824	1714403	2	2	1355933.54974503	1714403	SUM-159_NLS_4N_O2_A13_seed	623824	1355933.54974503	623824	1714403	1355933.54974503	TRUE	downsample_to_observed_inoculum	1355933.54974503	465640	2.91197824444856	0.343409159016354	1355933.54974503	465640	0.388188592691666	0.388188592691666	82.4065465409494	0.505475958368874	NA	0	0	59	0.505944911525805
4N-O2-A14	4N-O2-A13	4N	O2	deprived	O2	4N-O2	4N-O2-A22	14	14	0	10	10	10	465640	6448783	10	7	7046875.74888181	6448783	SUM-159_NLS_4N_O2_A14_seed	465640	22574041.2001997	465640	6448783	22574041.2001997	TRUE	downsample_to_observed_inoculum	22574041.2001997	613799	36.7775789797633	0.0271904793012679	22574041.2001997	613799	0.388114310225125	0.388114310225125	82.0405550464303	0.272623788377641	NA	0	0	69	0.510978100396388
4N-O2-A15	4N-O2-A14	4N	O2	deprived	O2	4N-O2	4N-O2-A22	15	15	0	10	10	10	613799	6452125	10	6	6297195.90585367	6452125	SUM-159_NLS_4N_O2_A15_seed	613799	29726390.8518244	613799	6452125	29726390.8518244	TRUE	downsample_to_observed_inoculum	29726390.8518244	341989	86.9220672355673	0.0115045584142621	29726390.8518244	341989	0.38801229981169	0.38801229981169	81.6765293647796	0.237448883551057	NA	0	0	79	0.398690326544652
4N-O2-A16	4N-O2-A15	4N	O2	deprived	O2	4N-O2	4N-O2-A22	16	16	0	14	14	14	341989	7310998	14	8	7618309.20888053	7310998	SUM-159_NLS_4N_O2_A16_seed	341989	78089430.5443819	341989	7310998	78089430.5443819	TRUE	downsample_to_observed_inoculum	78089430.5443819	841049	92.8476587504199	0.0107703308134894	78089430.5443819	841049.000000001	0.387916530109187	0.387916530109187	81.1830176473062	0.230244946562098	NA	0	0	93	0.37232514516464
4N-O2-A17	4N-O2-A16	4N	O2	deprived	O2	4N-O2	4N-O2-A22	17	17	0	5	5	5	841049	6008764	5	5	5848614.75806474	6008764	SUM-159_NLS_4N_O2_A17_seed	841049.000000001	5848614.75806474	841049	6008764	5848614.75806474	TRUE	downsample_to_observed_inoculum	5848614.75806474	584835	10.0004527055746	0.0999954731491868	5848614.75806474	584835	0.387862039289111	0.387862039289111	81.0136100623431	0.404951920436638	81.3	20	0	98	0.667966814926201
4N-O2-A18	4N-O2-A17	4N	O2	deprived	O2	4N-O2	4N-O2-A22	18	18	0	5	5	5	584835	4143976	5	5	4066390.16140187	4143976	SUM-159_NLS_4N_O2_A18_seed	584835	4066390.16140187	584835	4143976	4066390.16140187	TRUE	downsample_to_observed_inoculum	4066390.16140187	636078	6.39291118605245	0.156423258652759	4066390.16140187	636078	0.387836238095568	0.387836238095568	80.8485319118712	0.374051598849834	NA	0	0	103	0.669194804394562
4N-O2-A19	4N-O2-A18	4N	O2	deprived	O2	4N-O2	4N-O2-A22	19	19	0	5	5	5	636078	3730692	5	5	4422162.6072561	3730692	SUM-159_NLS_4N_O2_A19_seed	636078	4422162.6072561	636078	3730692	4422162.6072561	TRUE	downsample_to_observed_inoculum	4422162.6072561	981409	4.50593239643829	0.2219296500743	4422162.6072561	981408.999999999	0.387812587148902	0.387812587148902	80.6881101380565	0.352988535564483	NA	0	200	108	0.656888186910707
4N-O2-A20	4N-O2-A19	4N	O2	deprived	O2	4N-O2	4N-O2-A22	20	20	0	3	3	3	981409	4631895	3	3	3141247.06917507	4631895	SUM-159_NLS_4N_O2_A20_seed	981408.999999999	3141247.06917507	981409	4631895	3141247.06917507	TRUE	downsample_to_observed_inoculum	3141247.06917507	678409	4.63031455829015	0.215968048695437	3141247.06917507	678409	0.387795287219549	0.387795287219549	80.5941994720579	0.517244018805238	NA	0	0	111	0.469836679955951
4N-O2-A21	4N-O2-A20	4N	O2	deprived	O2	4N-O2	4N-O2-A22	21	21	0	5	5	5	678409	7452472	5	5	4715670.58115011	7452472	SUM-159_NLS_4N_O2_A21_seed	678409	4715670.58115011	678409	7452472	4715670.58115011	TRUE	downsample_to_observed_inoculum	4715670.58115011	559214	8.43267618684458	0.118586315642008	4715670.58115011	559214	0.387779211398633	0.387779211398633	80.4417217230837	0.463676864723335	NA	0	0	116	0.602163066648322
4N-O2-A22	4N-O2-A21	4N	O2	deprived	O2	4N-O2	4N-O2-A22	22	22	0	5	5	5	559214	6963438	5	5	3886780.70228042	6963438	SUM-159_NLS_4N_O2_A22_seed	559214	3886780.70228042	559214	6963438	3886780.70228042	TRUE	terminal_no_reseed	3886780.70228042	NA	NA	1	3886780.70228042	3886780.70228042	0.387760856928748	0.387760856928748	80.2944161201099	0.485008191637359	NA	0	200	121	0.557680227848571
