seed	cohort	lineage_id	scenario_id	passage_id	passage_index	passage_duration	endpoint_day	selected_day	closest_day_diagnostic	predicted_initial_cells	predicted_final_cells	observed_initial_cells	observed_final_cells	predicted_growth	observed_growth	passage_recorded	available_cells	required_cells	supply_ratio	reseed_mode	boundary_scale	cell_number_before	cell_number_after	cumulative_time
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A4_seed	4	5	5	5	5	572147.999999999	4216945.70137335	572148	5808426	0.399493735673217	0.456626491222531	TRUE	4216945.70137335	584068	7.21995675396246	downsample_to_observed_inoculum	0.138504984735702	4216945.70137335	584068	18
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A5_seed	5	5	5	5	5	584068	4185565.00587384	584068	7072621	0.393875913356438	0.479793771189265	TRUE	4185565.00587384	530780	7.88568711306725	downsample_to_observed_inoculum	0.126812031172644	4185565.00587384	530780	23
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A6_seed	6	5	5	5	5	530780	3734088.36641211	530780	6287319	0.390182273279463	0.484268660954678	TRUE	3734088.36641211	423502	8.81716819852589	downsample_to_observed_inoculum	0.113415098530976	3734088.36641211	423502	28
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A7_seed	7	5	5	5	5	423502	2957419.53515477	423502	5273439	0.388702830360606	0.486227151372419	TRUE	2957419.53515477	281867	10.4922517895134	downsample_to_observed_inoculum	0.0953084256898469	2957419.53515477	281867	33
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A8_seed	8	4	4	4	4	281867	1333834.59334703	281867	5833871	0.388594474328777	0.700929182641856	TRUE	1333834.59334703	565898	2.35702298532072	downsample_to_observed_inoculum	0.424264000066138	1333834.59334703	565898	37
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A9_seed	9	5	5	5	5	565898	3947731.13439688	565898	4734381	0.38849648931245	0.421831161602466	TRUE	3947731.13439688	507971	7.77156793280892	downsample_to_observed_inoculum	0.128674163134873	3947731.13439688	507971	42
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A10_seed	10	5	5	5	5	507971	3541909.68677053	507971	5144322	0.388399392175345	0.463511346178554	TRUE	3541909.68677053	404372	8.75903793232601	downsample_to_observed_inoculum	0.114167789627832	3541909.68677053	404372	47
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A11_seed	11	5	5	5	5	404372	2818335.59666894	404372	5122043	0.388313305873754	0.525990411811393	TRUE	2818335.59666894	570354	4.94137955843027	downsample_to_observed_inoculum	0.202372634640855	2818335.59666894	570354	52
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A12_seed	12	5	5	5	5	570354	3973652.18561958	570354	4840208	0.388236735220669	0.433757116881066	TRUE	3973652.18561958	623824	6.36982896717597	downsample_to_observed_inoculum	0.156990086414101	3973652.18561958	623824	57
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A13_seed	13	2	2	2	2	623824	1355933.54974503	623824	1714403	0.388188592691666	0.505475958368874	TRUE	1355933.54974503	465640	2.91197824444856	downsample_to_observed_inoculum	0.343409159016354	1355933.54974503	465640	59
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A14_seed	14	10	10	10	7	465640	22574041.2001997	465640	6448783	0.388114310225125	0.272623788377641	TRUE	22574041.2001997	613799	36.7775789797633	downsample_to_observed_inoculum	0.0271904793012679	22574041.2001997	613799	69
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A15_seed	15	10	10	10	6	613799	29726390.8518244	613799	6452125	0.38801229981169	0.237448883551057	TRUE	29726390.8518244	341989	86.9220672355673	downsample_to_observed_inoculum	0.0115045584142621	29726390.8518244	341989	79
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A16_seed	16	14	14	14	8	341989	78089430.5443819	341989	7310998	0.387916530109187	0.230244946562098	TRUE	78089430.5443819	841049	92.8476587504199	downsample_to_observed_inoculum	0.0107703308134894	78089430.5443819	841049.000000001	93
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A17_seed	17	5	5	5	5	841049.000000001	5848614.75806474	841049	6008764	0.387862039289111	0.404951920436638	TRUE	5848614.75806474	584835	10.0004527055746	downsample_to_observed_inoculum	0.0999954731491868	5848614.75806474	584835	98
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A18_seed	18	5	5	5	5	584835	4066390.16140187	584835	4143976	0.387836238095568	0.374051598849834	TRUE	4066390.16140187	636078	6.39291118605245	downsample_to_observed_inoculum	0.156423258652759	4066390.16140187	636078	103
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A19_seed	19	5	5	5	5	636078	4422162.6072561	636078	3730692	0.387812587148902	0.352988535564483	TRUE	4422162.6072561	981409	4.50593239643829	downsample_to_observed_inoculum	0.2219296500743	4422162.6072561	981408.999999999	108
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A20_seed	20	3	3	3	3	981408.999999999	3141247.06917507	981409	4631895	0.387795287219549	0.517244018805238	TRUE	3141247.06917507	678409	4.63031455829015	downsample_to_observed_inoculum	0.215968048695437	3141247.06917507	678409	111
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A21_seed	21	5	5	5	5	678409	4715670.58115011	678409	7452472	0.387779211398633	0.463676864723335	TRUE	4715670.58115011	559214	8.43267618684458	downsample_to_observed_inoculum	0.118586315642008	4715670.58115011	559214	116
10	4N	O2	4N-O2	SUM-159_NLS_4N_O2_A22_seed	22	5	5	5	5	559214	3886780.70228042	559214	6963438	0.387760856928748	0.485008191637359	TRUE	3886780.70228042	NA	NA	terminal_no_reseed	1	3886780.70228042	3886780.70228042	121
