pair,rank,seed,optimizer_name,initial,final,abs_move
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,7,seed268,delta__log10_p_misseg,1.67557286941202,1.67557286941202,0.0
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,7,seed268,delta__log10_k_o_mis,1.33139593453867,1.33139593453867,0.0
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,7,seed268,delta__buffer_smax,-0.005219492414379,-0.005219492414379,0.0
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,7,seed268,delta__log10_buffer_beta,-1.55518405233534,-1.55518405233534,0.0
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,7,seed268,delta__log10_buffer_n_exp,-1.13016190617906,-1.13016190617906,0.0
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,7,seed268,delta__n_O,1.37320692760003,1.37320692760003,0.0
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,7,seed268,delta__log10_lam_max,-1.0028032418014,-1.0028032418014,0.0
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,7,seed268,delta__log10_p_mis_base,0.852653302570762,0.852653302570762,0.0
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,7,seed268,delta__log10_p_wgd,0.342609431840466,0.0450855090753232,0.2975239227651428
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,7,seed268,delta__gamma_mu,1.31652771655383,1.31652771655383,0.0
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,8,seed451,log10_O2_crit,-0.153560015107474,-0.153560015107474,0.0
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,8,seed451,log10_alpha_o2,0.101371914305943,0.101371914305943,0.0
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,8,seed451,gamma_growth,1.87124074243996,1.87124074243996,0.0
