pair,n,objective_min,objective_median,objective_max,soft_penalty_fraction_median,local_accepted_n
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,10,19.9782357885732,20.013763707780903,20.0192429444527,0.8594913369226191,0
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,18.9704641759336,18.97277608646015,18.9729603576732,0.8949310891781784,0
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,10,19.7913140832613,19.79901059704065,19.8055233823592,0.8483240954883089,0
fit_joint_tsne_vi_seed311_C03Sc02_vt_seed10,10,19.4144872936097,19.426430174592,19.4342101786089,0.8552823538977794,0
fit_joint_tsne_vi_seed322_C02Sc02_vt_seed10,10,18.8900595387654,18.91379186454785,18.9255722200102,0.7821202866361557,0
fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,10,18.8522859133708,18.8605926713093,18.8666264262352,0.7780511954137932,0
