pair,seed,rank,parameter,split_enabled,center_name,delta_name,center_transformed,delta_transformed,vivo_transformed,vitro_transformed,center_natural,vivo_natural,vitro_natural,delta_interpretable,natural_difference_vivo_to_vitro,transformed_difference_vivo_to_vitro,log10_ratio_vivo_to_vitro,fold_change_vivo_to_vitro,ratio_vivo_to_vitro,logit_vivo,logit_vitro,logit_difference_vivo_to_vitro,odds_ratio_vivo_to_vitro,regularization_sigma,penalty_type,welsch_c,welsch_transition_delta,abs_delta_over_sigma,welsch_saturation_fraction,penalty_region,penalty_paid,joint_union_lower_transformed,joint_union_upper_transformed,joint_union_lower_bound,joint_union_upper_bound,feasible_at_solution,feasible_before_projection,projection_applied,projection_action,center_raw_transformed,delta_raw_transformed,vivo_raw_transformed,vitro_raw_transformed,center_raw_natural,vivo_raw_natural,vitro_raw_natural,delta_dynamic_lower_transformed,delta_dynamic_upper_transformed
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed122,1,lam_max,True,log10_lam_max,delta__log10_lam_max,-0.372223704537548,-1.0028032418014,-0.87362532543825,0.129177916363154,0.424400899268534,0.133774912185916,1.34641182234245,-1.0028032418014,-1.21263691015654,-1.0028032418014,-1.0028032418014,0.0993566084061693,0.0993566084061693,,,,,0.65,welsch,0.4,0.26,1.54277421815601,0.999999653697027,saturating,0.0799999722957622,-2.30102999566398,0.176091259055681,0.005,1.5,True,True,False,none,-0.372223704537548,-1.0028032418014,-0.87362532543825,0.129177916363154,0.424400899268534,0.133774912185916,1.34641182234245,-1.09662992718646,1.09662992718646
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed122,1,p_mis_base,True,log10_p_mis_base,delta__log10_p_mis_base,-5.12551633613395,0.802407855714406,-4.72431240827675,-5.52672026399116,7.49003183972546e-06,1.88663371722364e-05,2.97358074585132e-06,0.802407855714407,1.58927564263851e-05,0.802407855714407,0.802407855714407,6.34465272165834,6.34465272165834,-10.8781124594297,-12.725740719429,1.84762825999929,6.34475355758106,0.65,welsch,0.4,0.26,1.23447362417601,0.999926962098645,saturating,0.0799941569678917,-6.0,-1.0,1e-06,0.1,True,True,False,none,-5.12551633613395,0.802407855714406,-4.72431240827675,-5.52672026399116,7.49003183972546e-06,1.88663371722364e-05,2.97358074585132e-06,-1.74896732773209,1.74896732773209
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed122,1,p_wgd,True,log10_p_wgd,delta__log10_p_wgd,-3.50235331386671,-0.0174139084602306,-3.51106026809683,-3.4936463596366,0.0003145188551282,0.0003082760118478,0.0003208881211296,-0.0174139084602309,-1.26121092818141e-05,-0.0174139084602309,-0.0174139084602309,0.960696241302375,0.960696241302375,-8.08420671038477,-8.04409708827541,-0.0401096221093642,0.960684121160044,0.65,welsch,0.4,0.26,0.0267906284003548,0.0044758146162339,near_quadratic,0.0003580651692987,-5.0,-3.0,1e-05,0.001,True,True,False,none,-3.50235331386671,-0.0174139084602306,-3.51106026809683,-3.4936463596366,0.0003145188551282,0.0003082760118478,0.0003208881211296,-1.00470662773343,1.00470662773343
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed122,1,gamma_mu,True,gamma_mu,delta__gamma_mu,2.09518838421971,1.54381625125047,2.86709650984494,1.32328025859447,2.09518838421971,2.86709650984494,1.32328025859447,1.54381625125047,1.54381625125047,1.54381625125047,,2.16665856777025,2.16665856777025,,,,,0.65,welsch,0.4,0.26,2.37510192500072,1.0,saturating,0.08,1.2,3.5,1.2,3.5,True,True,False,none,2.09518838421971,1.54381625125047,2.86709650984494,1.32328025859447,2.09518838421971,2.86709650984494,1.32328025859447,-1.79037676843942,1.79037676843942
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,O2_crit,True,log10_O2_crit,delta__log10_O2_crit,-0.161726182282671,-0.707839637125871,-0.515646000845606,0.192193636280265,0.689086620666314,0.305038038179295,1.5566595353666,-0.707839637125871,-1.25162149718731,-0.707839637125871,-0.707839637125871,0.195956810881871,0.195956810881871,,,,,0.65,welsch,0.4,0.26,1.08898405711672,0.999395911126375,saturating,0.07995167289011,-4.0,0.397940008672038,0.0001,2.5,True,True,False,none,-0.161726182282671,-0.707839637125871,-0.515646000845606,0.192193636280265,0.689086620666314,0.305038038179295,1.5566595353666,-1.11933238190942,1.11933238190942
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,mu_hp,True,log10_mu_hp,delta__log10_mu_hp,-1.54656298245412,1.50893402641973,-0.79209596924425,-2.30102999566398,0.0284077617875923,0.161400185956118,0.005,1.50893402641973,0.156400185956118,1.50893402641973,1.50893402641973,32.2800371912236,32.2800371912236,,,,,0.65,welsch,0.4,0.26,2.32143696372266,0.999999999999998,saturating,0.0799999999999998,-2.30102999566398,-0.522878745280338,0.005,0.3,True,True,False,none,-1.54656298245412,1.50893402641973,-0.79209596924425,-2.30102999566398,0.0284077617875923,0.161400185956118,0.005,-1.50893402641973,1.50893402641973
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,p_misseg,True,log10_p_misseg,delta__log10_p_misseg,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,0.072641293618232,0.5,0.0105535150770604,1.67557286941202,0.48944648492294,1.67557286941202,1.67557286941202,47.3775795409458,47.3775795409458,-1.11022302462516e-16,-4.54068669354326,4.54068669354326,93.7551590818917,0.65,welsch,0.4,0.26,2.57780441448003,1.0,saturating,0.08,-2.30102999566398,-0.301029995663981,0.005,0.5,True,True,False,none,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,0.072641293618232,0.5,0.0105535150770604,-1.67557286941202,1.67557286941202
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,k_o_mis,True,log10_k_o_mis,delta__log10_k_o_mis,-3.28161315880086,1.33139593453867,-2.61591519153153,-3.9473111260702,0.0005228617127511,0.0024215018683425,0.0001128986825222,1.33139593453867,0.0023086031858202,1.33139593453867,1.33139593453867,21.4484510735125,21.4484510735125,,,,,0.65,welsch,0.4,0.26,2.0483014377518,0.999999999995908,saturating,0.0799999999996727,-5.0,-1.69897000433602,1e-05,0.02,True,True,False,none,-3.28161315880086,1.33139593453867,-2.61591519153153,-3.9473111260702,0.0005228617127511,0.0024215018683425,0.0001128986825222,-3.16528630892969,3.16528630892969
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,buffer_smax,True,buffer_smax,delta__buffer_smax,0.997390253792811,-0.005219492414379,0.994780507585621,1.0,0.997390253792811,0.994780507585621,1.0,-0.0052194924143789,-0.0052194924143789,-0.0052194924143789,,0.994780507585621,0.994780507585621,,,,,0.65,welsch,0.4,0.26,0.0080299883298138,0.0004029232582188,near_quadratic,3.22338606575112e-05,0.0,1.0,0.0,1.0,True,True,False,none,0.997390253792811,-0.005219492414379,0.994780507585621,1.0,0.997390253792811,0.994780507585621,1.0,-0.0052194924143789,0.0052194924143789
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,buffer_beta,True,log10_buffer_beta,delta__log10_buffer_beta,-0.575886287278859,-1.55518405233534,-1.35347831344653,0.201705738888809,0.265530071689194,0.0443120341210791,1.59113027351929,-1.55518405233534,-1.54681823939821,-1.55518405233534,-1.55518405233534,0.0278494067132975,0.0278494067132975,,,,,0.65,welsch,0.4,0.26,2.39259084974667,1.0,saturating,0.08,-2.0,1.0,0.01,10.0,True,True,False,none,-0.575886287278859,-1.55518405233534,-1.35347831344653,0.201705738888809,0.265530071689194,0.0443120341210791,1.59113027351929,-2.84822742544228,2.84822742544228
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,buffer_n_exp,True,log10_buffer_n_exp,delta__log10_buffer_n_exp,-0.0657285004210214,-1.13016190617906,-0.630809453510549,0.499352452668507,0.859550702459219,0.233986362749007,3.15756611375965,-1.13016190617906,-2.92357975101064,-1.13016190617906,-1.13016190617906,0.0741033930309076,0.0741033930309076,,,,,0.65,welsch,0.4,0.26,1.73871062489086,0.999999993773593,saturating,0.0799999995018875,-1.0,1.0,0.1,10.0,True,True,False,none,-0.0657285004210214,-1.13016190617906,-0.630809453510549,0.499352452668507,0.859550702459219,0.233986362749007,3.15756611375965,-1.86854299915796,1.86854299915796
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,n_O,True,n_O,delta__n_O,2.55517829746501,1.37320692760003,3.24178176126502,1.86857483366499,2.55517829746501,3.24178176126502,1.86857483366499,1.37320692760003,1.37320692760003,1.37320692760003,,1.73489533459393,1.73489533459393,,,,,0.65,welsch,0.4,0.26,2.11262604246158,0.999999999999232,saturating,0.0799999999999386,0.0001,5.0,0.0001,5.0,True,True,False,none,2.55517829746501,1.37320692760003,3.24178176126502,1.86857483366499,2.55517829746501,3.24178176126502,1.86857483366499,-4.88964340506999,4.88964340506999
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,alpha_o2,True,log10_alpha_o2,delta__log10_alpha_o2,0.101371914305943,0.804803819939848,0.503773824275867,-0.301029995663981,1.26290858150935,3.18987617049993,0.5,0.804803819939848,2.68987617049993,0.804803819939848,0.804803819939848,6.37975234099986,6.37975234099986,,,,,0.65,welsch,0.4,0.26,1.23815972298438,0.999931006404232,saturating,0.0799944805123386,-0.301029995663981,0.602059991327962,0.5,4.0,True,True,False,none,0.101371914305943,0.804803819939848,0.503773824275867,-0.301029995663981,1.26290858150935,3.18987617049993,0.5,-0.804803819939848,0.804803819939848
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,gamma_growth,True,gamma_growth,delta__gamma_growth,1.87124074243996,0.74248148487991,2.24248148487991,1.5,1.87124074243996,2.24248148487991,1.5,0.74248148487991,0.74248148487991,0.74248148487991,,1.49498765658661,1.49498765658661,,,,,0.65,welsch,0.4,0.26,1.14227920750755,0.99971270792432,saturating,0.0799770166339456,1.5,4.5,1.5,4.5,True,True,False,none,1.87124074243996,0.74248148487991,2.24248148487991,1.5,1.87124074243996,2.24248148487991,1.5,-0.74248148487991,0.74248148487991
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,lam_max,True,log10_lam_max,delta__log10_lam_max,-0.37154577691773,-1.0028032418014,-0.872947397818432,0.129855843982972,0.425063900477244,0.133983896023196,1.3485151936293,-1.0028032418014,-1.2145312976061,-1.0028032418014,-1.0028032418014,0.0993566084061693,0.0993566084061693,,,,,0.65,welsch,0.4,0.26,1.54277421815601,0.999999653697027,saturating,0.0799999722957622,-2.30102999566398,0.176091259055681,0.005,1.5,True,True,False,none,-0.37154577691773,-1.0028032418014,-0.872947397818432,0.129855843982972,0.425063900477244,0.133983896023196,1.3485151936293,-1.09527407194682,1.09527407194682
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,p_mis_base,True,log10_p_mis_base,delta__log10_p_mis_base,-4.64212308426928,0.656091832957177,-4.31407716779069,-4.97016900074787,2.27969588725742e-05,4.85202279139004e-05,1.0711024168313e-05,0.656091832957177,3.78092037455874e-05,0.656091832957177,0.656091832957177,4.52993356671162,4.52993356671162,-9.93348125517576,-11.4442263397016,1.51074508452586,4.53010484820342,0.65,welsch,0.4,0.26,1.00937205070335,0.998283897597588,saturating,0.0798627118078071,-6.0,-1.0,1e-06,0.1,True,True,False,none,-4.64212308426928,0.656091832957177,-4.31407716779069,-4.97016900074787,2.27969588725742e-05,4.85202279139004e-05,1.0711024168313e-05,-2.71575383146144,2.71575383146144
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,p_wgd,True,log10_p_wgd,delta__log10_p_wgd,-3.30859788526459,0.125387530216877,-3.24590412015615,-3.37129165037303,0.0004913626199138,0.000567669916914,0.0004253126985504,0.125387530216877,0.0001423572183635,0.125387530216877,0.125387530216877,1.33471189279957,1.33471189279957,-7.47340260925702,-7.76226049511458,0.288857885857555,1.33490200659383,0.65,welsch,0.4,0.26,0.192903892641349,0.207509252776132,near_quadratic,0.0166007402220906,-5.0,-3.0,1e-05,0.001,True,True,False,none,-3.30859788526459,0.125387530216877,-3.24590412015615,-3.37129165037303,0.0004913626199138,0.000567669916914,0.0004253126985504,-0.617195770529179,0.617195770529179
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed86,2,gamma_mu,True,gamma_mu,delta__gamma_mu,2.04358587597669,1.31652771655383,2.70184973425361,1.38532201769978,2.04358587597669,2.70184973425361,1.38532201769978,1.31652771655383,1.31652771655383,1.31652771655383,,1.95034057044717,1.95034057044717,,,,,0.65,welsch,0.4,0.26,2.02542725623666,0.999999999992675,saturating,0.079999999999414,1.2,3.5,1.2,3.5,True,True,False,none,2.04358587597669,1.31652771655383,2.70184973425361,1.38532201769978,2.04358587597669,2.70184973425361,1.38532201769978,-1.68717175195339,1.68717175195339
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,O2_crit,True,log10_O2_crit,delta__log10_O2_crit,-0.165391812931085,-0.707839637125871,-0.519311631494021,0.18852800563185,0.683294912329102,0.302474222113353,1.54357595815179,-0.707839637125871,-1.24110173603843,-0.707839637125871,-0.707839637125871,0.195956810881871,0.195956810881871,,,,,0.65,welsch,0.4,0.26,1.08898405711672,0.999395911126375,saturating,0.07995167289011,-4.0,0.397940008672038,0.0001,2.5,True,True,False,none,-0.165391812931085,-0.707839637125871,-0.519311631494021,0.18852800563185,0.683294912329102,0.302474222113353,1.54357595815179,-1.12666364320625,1.12666364320625
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,mu_hp,True,log10_mu_hp,delta__log10_mu_hp,-1.54656298245412,1.50893402641973,-0.79209596924425,-2.30102999566398,0.0284077617875923,0.161400185956118,0.005,1.50893402641973,0.156400185956118,1.50893402641973,1.50893402641973,32.2800371912236,32.2800371912236,,,,,0.65,welsch,0.4,0.26,2.32143696372266,0.999999999999998,saturating,0.0799999999999998,-2.30102999566398,-0.522878745280338,0.005,0.3,True,True,False,none,-1.54656298245412,1.50893402641973,-0.79209596924425,-2.30102999566398,0.0284077617875923,0.161400185956118,0.005,-1.50893402641973,1.50893402641973
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,p_misseg,True,log10_p_misseg,delta__log10_p_misseg,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,0.072641293618232,0.5,0.0105535150770604,1.67557286941202,0.48944648492294,1.67557286941202,1.67557286941202,47.3775795409458,47.3775795409458,-1.11022302462516e-16,-4.54068669354326,4.54068669354326,93.7551590818917,0.65,welsch,0.4,0.26,2.57780441448003,1.0,saturating,0.08,-2.30102999566398,-0.301029995663981,0.005,0.5,True,True,False,none,-1.13881643036999,1.67557286941202,-0.301029995663981,-1.976602865076,0.072641293618232,0.5,0.0105535150770604,-1.67557286941202,1.67557286941202
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,k_o_mis,True,log10_k_o_mis,delta__log10_k_o_mis,-3.28161315880086,1.33139593453867,-2.61591519153153,-3.9473111260702,0.0005228617127511,0.0024215018683425,0.0001128986825222,1.33139593453867,0.0023086031858202,1.33139593453867,1.33139593453867,21.4484510735125,21.4484510735125,,,,,0.65,welsch,0.4,0.26,2.0483014377518,0.999999999995908,saturating,0.0799999999996727,-5.0,-1.69897000433602,1e-05,0.02,True,True,False,none,-3.28161315880086,1.33139593453867,-2.61591519153153,-3.9473111260702,0.0005228617127511,0.0024215018683425,0.0001128986825222,-3.16528630892969,3.16528630892969
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,buffer_smax,True,buffer_smax,delta__buffer_smax,0.997390253792811,-0.005219492414379,0.994780507585621,1.0,0.997390253792811,0.994780507585621,1.0,-0.0052194924143789,-0.0052194924143789,-0.0052194924143789,,0.994780507585621,0.994780507585621,,,,,0.65,welsch,0.4,0.26,0.0080299883298138,0.0004029232582188,near_quadratic,3.22338606575112e-05,0.0,1.0,0.0,1.0,True,True,False,none,0.997390253792811,-0.005219492414379,0.994780507585621,1.0,0.997390253792811,0.994780507585621,1.0,-0.0052194924143789,0.0052194924143789
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,buffer_beta,True,log10_buffer_beta,delta__log10_buffer_beta,-0.575886287278859,-1.55518405233534,-1.35347831344653,0.201705738888809,0.265530071689194,0.0443120341210791,1.59113027351929,-1.55518405233534,-1.54681823939821,-1.55518405233534,-1.55518405233534,0.0278494067132975,0.0278494067132975,,,,,0.65,welsch,0.4,0.26,2.39259084974667,1.0,saturating,0.08,-2.0,1.0,0.01,10.0,True,True,False,none,-0.575886287278859,-1.55518405233534,-1.35347831344653,0.201705738888809,0.265530071689194,0.0443120341210791,1.59113027351929,-2.84822742544228,2.84822742544228
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,buffer_n_exp,True,log10_buffer_n_exp,delta__log10_buffer_n_exp,-0.0657285004210214,-1.13016190617906,-0.630809453510549,0.499352452668507,0.859550702459219,0.233986362749007,3.15756611375965,-1.13016190617906,-2.92357975101064,-1.13016190617906,-1.13016190617906,0.0741033930309076,0.0741033930309076,,,,,0.65,welsch,0.4,0.26,1.73871062489086,0.999999993773593,saturating,0.0799999995018875,-1.0,1.0,0.1,10.0,True,True,False,none,-0.0657285004210214,-1.13016190617906,-0.630809453510549,0.499352452668507,0.859550702459219,0.233986362749007,3.15756611375965,-1.86854299915796,1.86854299915796
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,n_O,True,n_O,delta__n_O,2.55517829746501,1.37320692760003,3.24178176126502,1.86857483366499,2.55517829746501,3.24178176126502,1.86857483366499,1.37320692760003,1.37320692760003,1.37320692760003,,1.73489533459393,1.73489533459393,,,,,0.65,welsch,0.4,0.26,2.11262604246158,0.999999999999232,saturating,0.0799999999999386,0.0001,5.0,0.0001,5.0,True,True,False,none,2.55517829746501,1.37320692760003,3.24178176126502,1.86857483366499,2.55517829746501,3.24178176126502,1.86857483366499,-4.88964340506999,4.88964340506999
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,alpha_o2,True,log10_alpha_o2,delta__log10_alpha_o2,0.101371914305943,0.804803819939848,0.503773824275867,-0.301029995663981,1.26290858150935,3.18987617049993,0.5,0.804803819939848,2.68987617049993,0.804803819939848,0.804803819939848,6.37975234099986,6.37975234099986,,,,,0.65,welsch,0.4,0.26,1.23815972298438,0.999931006404232,saturating,0.0799944805123386,-0.301029995663981,0.602059991327962,0.5,4.0,True,True,False,none,0.101371914305943,0.804803819939848,0.503773824275867,-0.301029995663981,1.26290858150935,3.18987617049993,0.5,-0.804803819939848,0.804803819939848
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,gamma_growth,True,gamma_growth,delta__gamma_growth,1.87124074243996,0.74248148487991,2.24248148487991,1.5,1.87124074243996,2.24248148487991,1.5,0.74248148487991,0.74248148487991,0.74248148487991,,1.49498765658661,1.49498765658661,,,,,0.65,welsch,0.4,0.26,1.14227920750755,0.99971270792432,saturating,0.0799770166339456,1.5,4.5,1.5,4.5,True,True,False,none,1.87124074243996,0.74248148487991,2.24248148487991,1.5,1.87124074243996,2.24248148487991,1.5,-0.74248148487991,0.74248148487991
fit_joint_tsne_vi_seed138_C03Sc01_vt_seed10,seed180,3,lam_max,True,log10_lam_max,delta__log10_lam_max,-0.37154577691773,-1.0028032418014,-0.872947397818432,0.129855843982972,0.425063900477244,0.133983896023196,1.3485151936293,-1.0028032418014,-1.2145312976061,-1.0028032418014,-1.0028032418014,0.0993566084061693,0.0993566084061693,,,,,0.65,welsch,0.4,0.26,1.54277421815601,0.999999653697027,saturating,0.0799999722957622,-2.30102999566398,0.176091259055681,0.005,1.5,True,True,False,none,-0.37154577691773,-1.0028032418014,-0.872947397818432,0.129855843982972,0.425063900477244,0.133983896023196,1.3485151936293,-1.09527407194682,1.09527407194682
