pair,rank,seed,context,O2,N,p_mis
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vivo,0.5,44,0.13465586244097622
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vitro,0.5,44,0.010302736829503199
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vivo,0.5,88,0.17628871772940616
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vitro,0.5,88,0.010447592936027865
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vivo,1.0,44,0.08860291383265954
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vitro,1.0,44,0.010233676930373681
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vivo,1.0,88,0.15930181955766123
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vitro,1.0,88,0.010416564651953833
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vivo,2.0,44,0.042702606690319375
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vitro,2.0,44,0.009989171469533558
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vivo,2.0,88,0.1220807577227237
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vitro,2.0,88,0.010304807952212164
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vivo,5.0,44,0.011797334799175599
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vitro,5.0,44,0.008690889490039783
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vivo,5.0,88,0.05501166837254581
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,1,seed497,vitro,5.0,88,0.009656959009446154
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vivo,0.0,44,0.17727463644470093
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vitro,0.0,44,0.01032902314510469
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vivo,0.0,88,0.18538446441508447
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vitro,0.0,88,0.010461084708521983
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vivo,0.1,44,0.1734970449535083
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vitro,0.1,44,0.01032772086407285
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vivo,0.1,88,0.18471595157977844
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vitro,0.1,88,0.010460513176309753
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vivo,0.5,44,0.13465586244097622
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vitro,0.5,44,0.010302736829503199
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vivo,0.5,88,0.17611293942520626
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vitro,0.5,88,0.010449532581037242
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vivo,1.0,44,0.08860291383265954
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vitro,1.0,44,0.010233676930373681
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vivo,1.0,88,0.15889186955173212
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vitro,1.0,88,0.010419022881405986
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vivo,2.0,44,0.042702606690319375
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vitro,2.0,44,0.009989171469533558
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vivo,2.0,88,0.12134767227849466
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vitro,2.0,88,0.010309108526941089
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vivo,5.0,44,0.011797334799175599
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vitro,5.0,44,0.008690889490039783
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vivo,5.0,88,0.05434752478521797
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,2,seed389,vitro,5.0,88,0.009671152912431326
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vivo,0.0,44,0.17727463644470093
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vitro,0.0,44,0.01032902314510469
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vivo,0.0,88,0.18541191457629327
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vitro,0.0,88,0.010459342235071957
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vivo,0.1,44,0.1734970449535083
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vitro,0.1,44,0.01032772086407285
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vivo,0.1,88,0.1847546166079586
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vitro,0.1,88,0.010458760937417468
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vivo,0.5,44,0.13465586244097622
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vitro,0.5,44,0.010302736829503199
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vivo,0.5,88,0.17628871772940616
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vitro,0.5,88,0.010447592936027865
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vivo,1.0,44,0.08860291383265954
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vitro,1.0,44,0.010233676930373681
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vivo,1.0,88,0.15930181955766123
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vitro,1.0,88,0.010416564651953833
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vivo,2.0,44,0.042702606690319375
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vitro,2.0,44,0.009989171469533558
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vivo,2.0,88,0.1220807577227237
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vitro,2.0,88,0.010304807952212164
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vivo,5.0,44,0.011797334799175599
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vitro,5.0,44,0.008690889490039783
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vivo,5.0,88,0.05501166837254581
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,3,seed298,vitro,5.0,88,0.009656959009446154
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vivo,0.0,44,0.17727463644470093
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vitro,0.0,44,0.01032902314510469
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vivo,0.0,88,0.18541191457629327
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vitro,0.0,88,0.010459342235071957
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vivo,0.1,44,0.1734970449535083
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vitro,0.1,44,0.01032772086407285
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vivo,0.1,88,0.1847546166079586
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vitro,0.1,88,0.010458760937417468
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vivo,0.5,44,0.13465586244097622
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vitro,0.5,44,0.010302736829503199
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vivo,0.5,88,0.17628871772940616
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vitro,0.5,88,0.010447592936027865
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vivo,1.0,44,0.08860291383265954
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vitro,1.0,44,0.010233676930373681
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vivo,1.0,88,0.15930181955766123
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vitro,1.0,88,0.010416564651953833
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vivo,2.0,44,0.042702606690319375
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vitro,2.0,44,0.009989171469533558
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vivo,2.0,88,0.1220807577227237
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vitro,2.0,88,0.010304807952212164
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vivo,5.0,44,0.011797334799175599
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vitro,5.0,44,0.008690889490039783
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vivo,5.0,88,0.05501166837254581
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,4,seed26,vitro,5.0,88,0.009656959009446154
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vivo,0.0,44,0.17727463644470093
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vitro,0.0,44,0.01032902314510469
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vivo,0.0,88,0.18541191457629327
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vitro,0.0,88,0.010459342235071957
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vivo,0.1,44,0.1734970449535083
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vitro,0.1,44,0.01032772086407285
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vivo,0.1,88,0.1847546166079586
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vitro,0.1,88,0.010458760937417468
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vivo,0.5,44,0.13465586244097622
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vitro,0.5,44,0.010302736829503199
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vivo,0.5,88,0.17628871772940616
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vitro,0.5,88,0.010447592936027865
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vivo,1.0,44,0.08860291383265954
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vitro,1.0,44,0.010233676930373681
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vivo,1.0,88,0.15930181955766123
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vitro,1.0,88,0.010416564651953833
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vivo,2.0,44,0.042702606690319375
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vitro,2.0,44,0.009989171469533558
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vivo,2.0,88,0.1220807577227237
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vitro,2.0,88,0.010304807952212164
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vivo,5.0,44,0.011797334799175599
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vitro,5.0,44,0.008690889490039783
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vivo,5.0,88,0.05501166837254581
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,5,seed98,vitro,5.0,88,0.009656959009446154
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vivo,0.0,44,0.17727463644470093
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vitro,0.0,44,0.01032902314510469
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vivo,0.0,88,0.18541191457629327
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vitro,0.0,88,0.010459342235071957
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vivo,0.1,44,0.1734970449535083
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vitro,0.1,44,0.01032772086407285
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vivo,0.1,88,0.1847546166079586
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vitro,0.1,88,0.010458760937417468
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vivo,0.5,44,0.13465586244097622
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vitro,0.5,44,0.010302736829503199
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vivo,0.5,88,0.17628871772940616
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vitro,0.5,88,0.010447592936027865
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vivo,1.0,44,0.08860291383265954
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vitro,1.0,44,0.010233676930373681
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vivo,1.0,88,0.15930181955766123
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vitro,1.0,88,0.010416564651953833
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vivo,2.0,44,0.042702606690319375
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vitro,2.0,44,0.009989171469533558
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vivo,2.0,88,0.1220807577227237
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vitro,2.0,88,0.010304807952212164
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vivo,5.0,44,0.011797334799175599
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vitro,5.0,44,0.008690889490039783
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vivo,5.0,88,0.05501166837254581
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,6,seed291,vitro,5.0,88,0.009656959009446154
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vivo,0.0,44,0.17727463644470093
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vitro,0.0,44,0.01032902314510469
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vivo,0.0,88,0.18541191457629327
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vitro,0.0,88,0.010459342235071957
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vivo,0.1,44,0.1734970449535083
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vitro,0.1,44,0.01032772086407285
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vivo,0.1,88,0.1847546166079586
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vitro,0.1,88,0.010458760937417468
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vivo,0.5,44,0.13465586244097622
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vitro,0.5,44,0.010302736829503199
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vivo,0.5,88,0.17628871772940616
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vitro,0.5,88,0.010447592936027865
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vivo,1.0,44,0.08860291383265954
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vitro,1.0,44,0.010233676930373681
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vivo,1.0,88,0.15930181955766123
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vitro,1.0,88,0.010416564651953833
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vivo,2.0,44,0.042702606690319375
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vitro,2.0,44,0.009989171469533558
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vivo,2.0,88,0.1220807577227237
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vitro,2.0,88,0.010304807952212164
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vivo,5.0,44,0.011797334799175599
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vitro,5.0,44,0.008690889490039783
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vivo,5.0,88,0.05501166837254581
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,7,seed458,vitro,5.0,88,0.009656959009446154
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vivo,0.0,44,0.17727463644470093
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vitro,0.0,44,0.01032902314510469
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vivo,0.0,88,0.18541191457629327
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vitro,0.0,88,0.010459342235071957
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vivo,0.1,44,0.1734970449535083
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vitro,0.1,44,0.01032772086407285
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vivo,0.1,88,0.1847546166079586
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vitro,0.1,88,0.010458760937417468
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vivo,0.5,44,0.13465586244097622
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vitro,0.5,44,0.010302736829503199
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vivo,0.5,88,0.17628871772940616
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vitro,0.5,88,0.010447592936027865
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vivo,1.0,44,0.08860291383265954
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vitro,1.0,44,0.010233676930373681
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vivo,1.0,88,0.15930181955766123
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vitro,1.0,88,0.010416564651953833
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vivo,2.0,44,0.042702606690319375
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vitro,2.0,44,0.009989171469533558
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vivo,2.0,88,0.1220807577227237
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vitro,2.0,88,0.010304807952212164
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vivo,5.0,44,0.011797334799175599
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vitro,5.0,44,0.008690889490039783
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vivo,5.0,88,0.05501166837254581
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,8,seed285,vitro,5.0,88,0.009656959009446154
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vivo,0.0,44,0.17727463644470093
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vitro,0.0,44,0.01032902314510469
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vivo,0.0,88,0.18541191457629327
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vitro,0.0,88,0.010459342235071957
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vivo,0.1,44,0.1734970449535083
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vitro,0.1,44,0.01032772086407285
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vivo,0.1,88,0.1847546166079586
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vitro,0.1,88,0.010458760937417468
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vivo,0.5,44,0.13465586244097622
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vitro,0.5,44,0.010302736829503199
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vivo,0.5,88,0.17628871772940616
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vitro,0.5,88,0.010447592936027865
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vivo,1.0,44,0.08860291383265954
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vitro,1.0,44,0.010233676930373681
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vivo,1.0,88,0.15930181955766123
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vitro,1.0,88,0.010416564651953833
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vivo,2.0,44,0.042702606690319375
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vitro,2.0,44,0.009989171469533558
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vivo,2.0,88,0.1220807577227237
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vitro,2.0,88,0.010304807952212164
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vivo,5.0,44,0.011797334799175599
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vitro,5.0,44,0.008690889490039783
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vivo,5.0,88,0.05501166837254581
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,9,seed299,vitro,5.0,88,0.009656959009446154
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vivo,0.0,44,0.17727463644470093
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vitro,0.0,44,0.01032902314510469
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vivo,0.0,88,0.18541191457629327
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vitro,0.0,88,0.010459342235071957
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vivo,0.1,44,0.1734970449535083
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vitro,0.1,44,0.01032772086407285
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vivo,0.1,88,0.1847546166079586
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vitro,0.1,88,0.010458760937417468
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vivo,0.5,44,0.13465586244097622
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vitro,0.5,44,0.010302736829503199
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vivo,0.5,88,0.17628871772940616
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vitro,0.5,88,0.010447592936027865
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vivo,1.0,44,0.08860291383265954
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vitro,1.0,44,0.010233676930373681
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vivo,1.0,88,0.15930181955766123
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vitro,1.0,88,0.010416564651953833
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vivo,2.0,44,0.042702606690319375
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vitro,2.0,44,0.009989171469533558
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vivo,2.0,88,0.1220807577227237
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vitro,2.0,88,0.010304807952212164
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vivo,5.0,44,0.011797334799175599
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vitro,5.0,44,0.008690889490039783
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vivo,5.0,88,0.05501166837254581
fit_joint_tsne_vi_seed25_C02Sc01_vt_seed10,10,seed375,vitro,5.0,88,0.009656959009446154
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vivo,0.0,44,0.49668338505073817
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vitro,0.0,44,0.010330203513745391
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vivo,0.0,88,0.4995566299490516
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vitro,0.0,88,0.010460522603712658
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vivo,0.1,44,0.4937659346322463
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vitro,0.1,44,0.010328901232713551
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vivo,0.1,88,0.49914841844720187
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vitro,0.1,88,0.010459941306058169
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vivo,0.5,44,0.35996229484763775
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vitro,0.5,44,0.0103039171981439
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vivo,0.5,88,0.47460553482727613
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vitro,0.5,88,0.010448773304668566
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vivo,1.0,44,0.15135017834160755
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vitro,1.0,44,0.010234857299014383
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vivo,1.0,88,0.379649991698849
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vitro,1.0,88,0.010417745020594534
fit_joint_tsne_vi_seed290_C01Sc02_vt_seed10,1,seed155,vivo,2.0,44,0.03378362531588094
