harvest	day	burden	cohort	dose	treat_day	harvest_day	included_under_config	objective_observed_day_max	burden_present	used_in_burden_loss
SUM159-2N-30-0_harvest	25	495.616	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-0_harvest	28	433.698	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-0_harvest	32	370.6965	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-0_harvest	35	426.275	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-0_harvest	39	482.23	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-0_harvest	42	541.0175	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-0_harvest	46	577.6	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-0_harvest	49	751.712	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-0_harvest	53	788.2875	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-0_harvest	56	898.88	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-0_harvest	60	1346.481	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-0_harvest	63	2142.3965	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-R_harvest	0	0	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-R_harvest	25	196.4655	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-R_harvest	28	352.872	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-R_harvest	32	267.05	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-R_harvest	35	296.4475	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-R_harvest	39	363.096	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-R_harvest	42	471.2995	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-R_harvest	46	740.896	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-R_harvest	49	870.79	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-R_harvest	53	1058	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-R_harvest	56	1278.4005	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-R_harvest	60	1449.984	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-R_harvest	63	1784.864	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-L_harvest	0	0	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-L_harvest	25	384	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-L_harvest	28	358.4	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-L_harvest	32	412.5105	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-L_harvest	35	469.752	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-L_harvest	39	822.8	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-L_harvest	42	701.092	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-L_harvest	46	779.7615	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-L_harvest	49	987.696	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-L_harvest	53	1088.2755	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-L_harvest	56	1059.174	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-L_harvest	60	1130.304	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-L_harvest	63	1847.268	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RL_harvest	0	0	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RL_harvest	25	161.8635	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RL_harvest	28	169.136	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RL_harvest	32	249.696	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RL_harvest	35	261.792	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RL_harvest	39	422.6625	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RL_harvest	42	320.346	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RL_harvest	46	355.914	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RL_harvest	49	534.336	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RL_harvest	53	667.478	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RL_harvest	56	587.594	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RL_harvest	60	816.714	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RL_harvest	63	1096.664	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RR_harvest	0	0	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RR_harvest	25	86.4	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RR_harvest	28	190.8	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RR_harvest	32	235.6695	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RR_harvest	35	257.032	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RR_harvest	39	401.6285	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RR_harvest	42	546.21	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RR_harvest	46	635.4195	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RR_harvest	49	809.088	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RR_harvest	53	688.176	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RR_harvest	56	988.2675	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RR_harvest	60	1148.4375	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-30-RR_harvest	63	1264.7635	2N	30	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-0_harvest	0	0	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-0_harvest	25	147.258	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-0_harvest	28	117	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-0_harvest	32	197.966	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-0_harvest	35	212.544	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-0_harvest	39	312.666	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-0_harvest	42	370.44	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-0_harvest	46	445.5	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-0_harvest	49	766.14	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-0_harvest	53	658.3175	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-0_harvest	56	854.456	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-0_harvest	60	786.5	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-0_harvest	63	890.624	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-R_harvest	0	0	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-R_harvest	25	465.52	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-R_harvest	28	235.824	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-R_harvest	32	196.608	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-R_harvest	35	403.0065	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-R_harvest	39	475.341	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-R_harvest	42	583.176	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-R_harvest	46	681.884	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-R_harvest	49	994.194	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-R_harvest	53	983.213	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-R_harvest	56	1273.4375	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-R_harvest	60	1163.9595	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-R_harvest	63	1456.0875	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-L_harvest	0	0	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-L_harvest	25	465.52	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-L_harvest	28	302.379	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-L_harvest	32	217.8	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-L_harvest	35	200.9	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-L_harvest	39	271.472	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-L_harvest	42	334.611	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-L_harvest	46	384	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-L_harvest	49	609.1875	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-L_harvest	53	737.3255	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-L_harvest	56	728.28	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-L_harvest	60	742.63	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-L_harvest	63	922.716	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-RL_harvest	0	0	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-RL_harvest	25	285.1015	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-RL_harvest	28	380.8	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-RL_harvest	32	713.856	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-RL_harvest	35	347.8945	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-RL_harvest	39	428.968	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-RL_harvest	42	454.14	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-RL_harvest	46	402.192	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-RL_harvest	49	671.3685	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-RL_harvest	53	825.507	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-RL_harvest	56	868.6305	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-RL_harvest	60	1687.864	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-RL_harvest	63	1721.088	2N	60	25	63	FALSE	63	TRUE	FALSE
SUM159-2N-60-RR_harvest	0	0	2N	60	25	63	FALSE	63	TRUE	FALSE
